ID,cue,word 0,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119
1117,,boar,bruh,among,us,fortnite,sussy,baka,i,love,angel,she,oh,forgot,not,intention,keyboard,clikc,squek,dog,noise,snake,jog,run,feet,burger,goat,ham,york,newyork,democrats,liberals,leftists,satan,eucharist,love,christ,jesus,father,mother,child,family,mouse,footsteps,bus,cute,nise,nose,eyeballs,face,fornication,murder,adultery,theft,commandments,decalogue,beautitudes,positive,mature,peterson,biblical,esther,woman,type,archetype,mary,greatest,george,farmer,abel,cain,murder,squeak,desk,space,bar,lawyer,jimmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,deer,street,hey,water,sun,rabbit,grass,tree,gobble,sky,blue,red,yellow,purple,white,black,path,sand,string,rope,death,life,war,gun,take,him,car,drive,above,blue,never,leave,leaf,hello,goodbye,back,forth,gun,down,tire,cab,set,wrench,above,me,you,him,her,time,wheel,spin,gargle,smile,frown,fertile,seed,grape,orange,good,up,left,right,no,yes,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,candle,fan,ear,air,flower,orchid,building,traffic,rose,chair,couch,home,beauty,age,sky,weather,sweater,bed,nose,finger,thumb,song,horn,train,plain,cone,pyramid,computer,picture,needle,soap,kitchen,sugar,poison,taste,fat,protein,science,dog,language,label,flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,,dog,cat,walk,chain,park,grass,pth,outdoors,sun,clouds,heat,rain,cold,sky,blue,green,yellow,red,orange,stalk,halloween,pumpkin,candy,cornmaze,haunted,ghost,scary,haunt,paranormal,hunters,machines,voice,children,men,women,life,husband,female,wife,married,ring,dance,dress,suite,drink,music,flowers,church,street,limo,car,van,drunk,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,meal,house,lawn,dog,cat,fish,bottle,mirror,cent,captain,boat,rock,solid,ground,water,fire,grass,earth,air,mouse,horse,water,whale,watermelon,llama,goat,chicken,tongue,eyes,legs,nose,mouth,arms,plant,flower,photosynthesis,lounge,slouch,sit,walk,run,sprint,normal,nuts,cashews,brown,black,pink,green,telescope,space,star,shine,light,moon,sun,milk,fence,hear,see,think,ponder,wander,lost,found,jump,hop,skip,oil,car,automobile,foundation,speed,wheels,sound,drift,shift,stop,go,clown,sparkle,noise,pollution,soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,,train,fly,bye,use,object,ornate,option,always,graph,fan,plush,blinds,lipbalm,bottle,lightbulb,ceiling,closet,clothes,necklace,bracelet,paint,yarn,crochet,ointment,watch,coat,jacket,scarf,gloves,car,trunk,halloween,glass,store,pavement,street,stoplight,gas,pump,cellphone,cable,laptop,mouse,keyboard,headset,earbuds,charger,component,grass,dirt,flower,lamp,blanket,brush,mirror,sheet,carpet,door,dress,candle,lotion,perfume,lighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,,race,merry,forest,beach,seashell,ocen,ocean,waves,dolphins,boat,sails,ship,rock,tide,octopus,sealion,mouse,china,cabinet,chair,deck,railing,tile,flowers,plants,mums,daisies,roses,daffodils,pansies,oak,maple,leaves,fall,weather,sunshine,damp,dark,blustery,cold,winter,snow,ice,blizzard,rainbow,rainforest,cedar,sitka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,marble,trial,bacon,oops,lethargic,book,card,cup,water,stone,stark,lamp,pen,desk,table,card,snarky,willow,bureau,windmill,brush,giraffe,bottle,candle,drawer,mouse,keyboard,computer,laundry,basket,air,purify,wallow,single,truck,louse,grouse,loud,boot,moot,applesauce,that,bag,bucket,lorry,bunny,bison,rat,antelope,plug,door,window,shade,tree,leaf,acorn,pod,seed,snout,pig,animal,farm,dirt,mud,barn,hay,chicken,cow,listen,zoo,tale,cake,hanger,hangar,flannel,coat,boat,goat,fallow,tallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,,star,sky,tree,car,bike,sun,wall,screen,lawnmower,glasses,pen,mouse,sky,blue,green,shirt,shoes,white,socks,pants,blue,water,couch,tv,show,karate,firebird,crash,flyer,rock,nuclear,days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,home,office,people,laptops,computers,desks,pen,board,shoes,dresses,shirts,floor,tissue,glass,mug,water,cooler,phone,sandals,heels,tie,cuffs,buttons,cables,software,IT,manager,management,supervisor,clients,shades,lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,,Sentence,Chain,your,ghost,keyboard,monitor,pug,chicken,great,lick,cereal,rump,roast,good,tree,treaty,greet,greeting,missing,clock,earnings,python,key,password,brave,desk,outside,indoors,white,blank,trinket,listen,music,mister,accessory,language,pants,hat,mall,chat,instinct,groovy,disco,young,old,ancient,eon,milk,cheat,link,plank,plink,pluck,luck,mold,sword,bold,cold,sold,sell,invest,return,compound,period,chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,,wall,push,button,drip,comb,oil,shower,bath,towel,brush,nail,salon,polish,car,gas,highway,road,street,work,play,cut,pool,lawn,motel,wedding,chapel,ceremony,cat,dog,pig,horse,dunkey,cow,chat,text,call,laptop,phone,desktop,map,directions,lane,style,makeup,clothes,laundry,fold,steam,carpet,floor,wood,doll,play,vacation,flight,travel,train,music,concert,listen,call,talk,speak,jacket,shirt,dress,cold,rain,snow,sun,dry,heat,cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,,desk,teble,table,sheet,music,audio,blutooth,bluray,television,streaming,channel,sports,game,soccer,basketball,dunk,ball,champion,football,touchdown,goal,goalposts,run,pass,kick,general,coach,travel,plane,car,train,gym,swim,weights,lift,carry,treadmill,street,road,park,drive,shift,gear,speed,brake,slow,dog,cat,bird,cow,pig,chicken,horse,race,farm,crops,tractor,farmer,work,play,boat,ship,cruise,shoes,feet,arm,watch,leg,hair,finger,toe,knee,kneecap,femur,leg,tibula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,hi,knee,joint,pain,neck,sprain,ankle,brace,impact,sheild,knight,armour,plate,napkin,fold,towel,rack,shelf,wall,picture,frame,photo,shoot,family,group,love,affection,care,need,light,dark,night,light,lamp,desk,writing,pen,ink,shapie,work,typing,letter,quil,letter,communication,effective,language,connection,community,passion,family,understanding,honesty,empathy,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,cat,bed,lynching,book,justice,race,war,violence,police,desk,book,phd,dissertation,university,professor,student,degree,undergraduate,graduatestudent,philosophy,science,naturalsciences,biology,chemisty,physics,sociology,history,humanities,art,classics,artwork,painting,clay,drawing,street,shops,bookstore,library,free,books,shelves,dictionary,encyclopedia,torah,menorah,channukkiah,talmud,jewish,judaism,synagogue,temple,alabaster,church,mahogany,ivory,window,tree,apartment,building,hous,dorm,dormitory,office,campus,office,skyline,city,school,academy,sports,team,athlete,football,baseball,soccer,tennis,weightlifting,prowrestling,wrestling,wrestler,mark,smark,heel,babyface,face,turn,angle,program,promotion,tv,PLE,event,ring,audience,universe,planets,stars,starts,blackholes,galaxy,spaceship,astronaut,pluto,jupiter,mars,venus,saturn,sun,earth,moon,io,japan,eurpope,europe,america,canada,russia,asia,australia,newzealand
1132,,dog,cat,fish,tank,leaf,tree,sit,chair,table,tv,stand,bed,rock,sport,cage,ridge,enevelope,paper,stamp,prize,globe,saw,swing,cla,clap,claw,fat,skinny,wet,dry,up,sow,sew,did,boy,girl,lady,man,student,school,buffalo,bear,tiger,girraffe,donimate,silly,dance,waltz,climb,shimmy,build,laugh,game,hero,count,flag,state,night,day,sun,dawn,pool,swim,toys,christmas,love,sister,brother,mother,father,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,bug,chain,hat,house,mouse,dog,tie,bely,car,bike,miner,tree,friend,sentenec,sentence,word,mince,rope,train,flake,wheelchair,computer,television,merit,president,boat,plane,symptom,medicine,floor,error,scale,type,country,voice,microphone,blabber,trace,liar,marsh,hair,center,hold,lump,gloom,flower,extreme,vote,tire,monster,road,speed,fence,grass,branch,pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,phone,puppy,dog,brown,rainbow,color,pretty,beautiful,girls,boys,moms,dads,family,cousins,aunts,uncles,siblings,brother,mean,connecticut,usa,country,world,travel,california,road,trip,car,airplane,train,tracks,model,building,construction,yellow,machines,work,manufacturing,clean,room,bedroom,house,yard,driveway,pirate,football,sports,baseball,white,volleyball,basketball,basket,orange,hoop,team,players,jersey,city,state,government,president,canada,flag,leaf,syrup,breakfast,pancakes,waffles,fruit,apple,banana,orange,kiwi,pomegrante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,paper,toothpaste,cup,pan,dish,television,remote,phone,youtube,America,Flag,Eagle,July,Month,Day,Year,Essay,paragraph,pencil,mail,map,computer,study,school,teacher,recess,forgive,plane,bird,man,woman,crowd,people,cars,California,baseball,Diamondbacks,Football,Soccer,Sports,Basketball,maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,fight,flight,fire,rest,test,reset,play,player,night,morning,sun,moon,stars,galaxy,fireworks,hose,plant,flower,random,sleep,glory,tight,light,delight,sight,might,maybe,wonder,word,question,answer,top,bottom,layer,dog,cat,pet,animal,lighthouse,emit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,paint,model,paper,background,fan,cat,weather,dark,quiet,high,moody,gloom,type,thoughts,pen,write,pumpkin,halloween,dates,pencil,stories,legends,tablets,engraving,pins,hammers,needles,sounds,moving,space,vast,empty,speed,running,shoes,mouse,keys,monitor,wait,time,clocks,tick,tock,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,hat,cat,bat,rat,that,mat,fat,sat,tip,hip,dip,rip,flip,quick,thick,chick,chicken,fried,fries,burger,shake,drink,dance,pants,shoes,shirt,skirt,flirt,burp,third,second,first,last,run,fast,track,car,race,play,kids,playground,swing,slide,glide,parachute,paraglide,snowboard,skateboard,skate,rink,ice,frozen,snow,snowman,build,house,live,life,family,furniture,sofa,table,kitchen,eat,appliances,forks,utensils,restaurant,dinner,waitress,job,profession,supervisor,boss,manager,worker,chain,commercial,advertisement,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,love,begin,try,power,above,month,year,title,camp,open,wonder,fodder,grant,quiet,rear,fear,gear,try,bear,french,kite,yell,mile,mill,outside,insude,inside,hear,smell,gear,dread,drain,vile,veil,heard,grant,happiness,leave,nose,moose,goose,dog,cat,yodel,practice,viral,cheer,nope,tiny,tin,him,her,thy,they,she,we,were,drive,cliff,car,motor,independant,woman,sexy,trait,hair,follicle,reading,study,goat,ghosy,ghost,haunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,dog,cat,house,car,tree,bird,chair,person,phone,computer,keyboard,class,school,tv,dresser,bed,toilet,tub,ball,net,ocean,whale,jacket,darts,truck,mask,wolf,spiderman,unicorn,book,clothes,folder,bat,hedge,building,job,door,picture,ring,box,door,shoe,spider,cord,lamp,paper,printer,copier,knob,curtain,porch,oven,sink,bone,dragon,butterfly,bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,,cat,help,me,hard,trouble,confused,worried,phone,tablet,button,figure,feline,light,lamp,computer,window,light,sun,moon,water,rain,snow,shoe,shirt,pants,people,annoying,dumb,useless,stupid,tank,attack,defend,support,videogame,game,team,teamwork,assistance,fear,upset,sigh,mone,money,lack,empty,crazy,how,concerned,what,problem,vehicle,truck,sound,garage,mechanic,tassel,cut,scissor,paper,plastic,metal,new,old,simple,easy,difficult,memory,forgetful,emotion,empathy,sympathy,mean,angry,rude,bird,bunny,animal,striped,spotted,dappled,interesting,boring,energy,sleepy,tired,bed,couch,chair,table,desk,bookcase,book,reading,reader,glasses,cup,fridge,kitchen,livingroom,bedroom,basement,outdoor,,,,,,,,,,,,,,,,,
1142,,Africa,Decent,Chain,Element,Discord,Word,All,Insect,Interest,Foal,Flower,Arctic,Nice,Neat,September,October,Revenge,Hell,Help,Interest,Rates,Ingest,Binary,Nice,Milk,Meld,Point,Printed,Rest,Distress,Execute,Confine,Explicit,Ornament,Question,Kazakstan,Life,Liquid,Hornet,Jaguar,Jason,Obtuse,Perfect,Pretty,Armament,Belligerent,Utopia,Espouse,Latent,Latex,Opalescent,Mountain,Thrifting,Ginger,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,horticulture,horrendous,homily,hexadecimal,horoscope,handball,hourglass,hygroscopic,hostage,hegemony,hyrax,haunting,hacksaw,hostler,hostel,hotel,honor,hobnail,hierarchy,holler,hellenic,hoof,hokum,hasp,homage,hound,hex,harvester,henchman,hedge,hemp,halves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,,blue,red,yellow,pink,white,purple,car,truck,van,airplane,train,airport,parking,traffic,man,woman,dog,cat,bear,lion,leopard,cat,bat,rat,mouse,hamster,porcupine,laser,gun,sniper,wrench,toolbox,screwdriver,screw,pony,horse,unicorn,lizard,snake,ant,insect,spider,wasp,bee,dragonfly,hummingbird,controller,remote,television,guitar,bass,piano,viola,violin,harp,trumpet,trumbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,luck,hill,foot,minx,kill,kiss,pool,loot,boot,ghost,gore,noir,run,trill,frill,pink,blue,red,head,hand,land,many,few,ago,hour,time,sand,grain,beach,ocean,blue,sky,cloud,frown,clown,red,honk,goose,noose,thread,plead,bleed,creed,need,seed,deed,plow,plot,story,book,nook,button,run,dash,jump,block,strike,fierce,low,sex,heels,fingers,toes,eyes,lips,nose,ears,controller,absolute,control,stick,lever,leverless,hair,knee,elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,booger,game,cow,rat,house,car,dog,walker,bed,mattress,shoes,brace,chock,remote,refrigerator,toilet,bedpan,beedle,medicine,nurse,chot,cellphone,beaver,peppers,aquarium,gravel,bubbler,plants,fan,television,lantern,oil,glue,planter,flowers,hat,hatrack,chair,toter,dress,tennis,ball,stand,sit,lay,table,lamp,floor,floorint,cabinet,new,studies,available,on,box,bathe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,exact,word,type,less,begin,start,nuisance,name,refresh,peer,open,haybale,born,make,wear,weary,next,yesterday,today,feel,emotion,guess,queen,mourn,baby,child,adult,skate,game,board,mane,mention,lest,police,putter,zoo,field,pot,weird,soon,zest,pluck,phone,table,chair,dining,set,drawer,shoe,sock,lost,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,ball,ceiling,floor,tile,sky,grass,ground,night,day,television,film,movie,video,photograph,picture,drawer,cabinet,chair,couch,rug,blanket,glass,plastic,microwave,bed,sheet,street,curb,soccer,basketball,football,baseball,dirt,mud,water,river,ocean,lake,sun,moon,star,universe,love,hate,like,flute,guitar,piano,harp,platoon,ring,jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,skyscraper,thing,brain,stem,colon,fear,tinge,orange,mellow,fellow,toil,brat,sing,ring,weary,farce,parce,cars,saddle,item,coffee,stinger,video,phone,flower,yacht,stern,wild,begin,wreath,style,pole,prop,gonad,sicky,back,righteous,pimple,coil,seesaw,prompt,liquid,aerie,stone,pipe,hurl,bait,stab,whack,pork,welt,quilt,quell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,,dog,cat,car,plant,sleep,coffee,spoon,table,blanket,couch,floor,rug,cat,waking,typing,watching,noise,yelling,walking,talking,rubbing,yawning,sick,ill,stomp,loud,sunny,cloudy,birds,chirping,metal,construction,building,renovating,trash,pickup,work,watch,eyes,glasses,face,mouth,lips,nose,feet,saw,hammer,wood,craft,halloween,christmas,snow,fall,leaves,orange,red,yellow,stretch,socks,feet,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,monkey,hammer,sign,shirt,plant,money,arrow,armor,love,want,cat,dog,car,road,pole,rock,book,teeth,ghost,shelf,wrench,chair,table,neighbor,ceiling,music,window,carpet,vacuum,clock,arm,foot,stomach,bladder,air,wind,airplane,cloud,rain,snow,witch,island,rainbow,binder,sticker,cd,website,typewriter,pen,pencil,brush,paint,crayon,lungs,nail,finger,room,wall,lamp,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,dog,cat,mouse,rat,paris,eiffeltower,building,architecture,tourists,tourism,travel,populated,expensive,desired,life-changing,plentiful,colorful,once-in-a-lifetime,memorable,activities,excursions,dolphins,swim,carribbean,pirates,movie,sequel,johnnydepp,amberheard,controversial,politics,election,presidents,biden,trump,conflict,palestine,israel,socialmedia,double-edged,complicated,reliability,modern,instagram,facebook,snapchat,twitter,x,y,z,elonmusk,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,,basketball,jewelry,volleyball,french,just,weed,mouse,joke,limb,peace,doll,joke,friend,music,ass,pope,loose,lose,hummer,honda,hymn,fresh,app,bee,giraffe,rose,rosemary,kid,kids,children,teenager,mother,father,horse,fly,grave,tomb,stone,tombstone,hour,minute,second,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,good,bad,evil,catankerous,tumultous,prestidigitation,pencil,bat,roach,sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,hi,now,we,are,not,going,now,can,see,who,owl,bird,dog,cat,sea,ocean,water,land,state,mountains,rocks,people,world,home,sick,scared,place,love,man,woman,happy,family,school,college,kids,children,education,learn,knowledge,experience,travel,places,new,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,,cat,dog,baby,bed,mattress,pillow,blanket,desk,chair,garage,table,drink,folder,paper,journal,binder,pen,pencil,notebook,charger,library,shoe,sandal,boot,shirt,pants,jacket,coat,play-doh,toy,legos,llama,purse,bag,backpack,headphones,laptop,phone,mouse,slipper,outlet,marker,fan,bowl,towel,brush,comb,razor,tape,sticker,box,cologne,deodorant,printer,copier,armchair,couch,door,lock,window,sheets,dryer,washer,shower,oven,microwave,fridge,sink,TV,game,case,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,car,random,house,computer,thanks,trial,dog,hairy,front,obvious,gas,parent,twist,couch,horrible,this,insanity,backache,broken,arm,unstable,table,lists,friendly,mopping,shelving,asterick,overdraw,plastic,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
