ID,cue,word  1,word  2,word  3,word  4,word  5,word  6,word  7,word  8,word  9,word  10,word  11,word  12,word  13,word  14,word  15,word  16,word  17,word  18,word  19,word  20,word  21,word  22,word  23,word  24,word  25,word  26,word  27,word  28,word  29,word  30,word  31,word  32,word  33,word  34,word  35,word  36,word  37,word  38,word  39,word  40,word  41,word  42,word  43,word  44,word  45,word  46,word  47,word  48,word  49,word  50,word  51,word  52,word  53,word  54,word  55,word  56,word  57,word  58,word  59,word  60,word  61,word  62,word  63,word  64,word  65,word  66,word  67,word  68,word  69,word  70,word  71,word  72,word  73,word  74,word  75,word  76,word  77,word  78,word  79,word  80,word  81,word  82,word  83,word  84,word  85,word  86,word  87,word  88,word  89,word  90,word  91,word  92,word  93,word  94,word  95,word  96,word  97,word  98,word  99,word  100,word  101,word  102,word  103,word  104,word  105,word  106,word  107,word  108,word  109,word  110,word  111,word  112,word  113,word  114,word  115,word  116,word  117,word  118,word  119,word  120,word  121,word  122,word  123,word  124,word  125,word  126,word  127,word  128,word  129,word  130,word  131,word  132,word  133,word  134,word  135
1048,water,tap,sink,bathroom,shower,rain,weather,sunshine,happiness,joy,christmas,santa,reindeers,woodlands,trees,flowers,vase,table,dinner,lunch,break,rest,sleep,bed,furniture,desk,pc,keyboard,typing,letters,alapabet,children,growing,teenager,hormones,period,moody,unhappy,sad,crying,tears,depression,upset,sad,lonely,friends,sitcom,fraiser,psychology,freud,therapy,councilling,doctors,unhealthy,chocolate,sweets,party,dancing,sports,running,trainers,shopping,clothes,fashion,models,instagram,socials,gatherings,family,parents,daughter,female,makeup,mascara,eyelash,eyes,vision,adventure,travelling,airplane, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1049,body,fat,chubby,thin,beautiful,light,dark,brown,tall,amazing,handsome,courageous,mindful,helpul,educated,neat,cool,repeat,turnover,hangout,better,understanding,wet,quick,thinker,big,dream,TRUE,come,guess,allow,speak,talk,speech,need,queen,celebrity,newyork,grace,talkative,disgrace,everyday,yesterday,tomorrow,upl, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1050,water,spring,summer,autumn,leaves,trees,roots,grass,football,players,crowds,people,humans,population,world,environment,climate,concern,worry,sad,happy,party,laugh,cry,emotion,hope,peace,faith,gentle,strong,power,control,coerce,government,conservatives,lies,honesty,truth,friends,enjoy,family,husband,love,hate,sad,joy,help,comfort,television,entertainment,drama,theatre,play,actor,film,produc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1051,body,hair,nose,head,think,see,dream,sleep,bed,blanket,room,house,garden,flowers,bees,sting,honey,tea,spoon,cup,water,kettle,scones,sweetness,lollipops,sugar,white,clouds,sky,plane,pilot,uniform,school,books,lecturer,testd,pen,class,chairs,windows,doors,offices,lawyer,judge,crime,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1054,body,arm,leg,foot,shoe,polish,shiny,clean,dirty,unhygenic,disease,ill,fever,hospital,medicine,patient,person,human,baby,boy,girl,child,school,teacher,lessons,education,learning,exams,award,university,lectures,student,teenager,young,yoith,adult,degree,graduate,career,wages,money, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1056,body,guard,dog,whistle,football,match,stick,man,woman,child,minder,tv,programme,computer,world,events,circus,clown,dog,kennel,owner,right,wrong,answer,puzzle,confused,attitude,angry,strong,man,woman,child,play,time,seconds,minutes,hours,days,months,years,century,egg,toast,bread,butter,hungry,appetite,chilli,spice,girls,boys,blur,unsure,uncertain,confused,messy,scribble,deny,law,guilty,court,case,brief,strong,man,woman,gentle,touch,kiss,goodbye,length,rope,tie,shore,boat,ocean,port,tie,clips,film,movie,watch,view,enjoy,savour,aroma,smell,strong,weight,work,hard,soft,light,dark,night,black,white,clear,sky,blue,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1057,water,cup,,egg,chicken,farm,dairy,milk,cream,thick,thin,stout,beer,lager,thin,weak,strong,tall,sky,blue,cold,hot,desert,oasis,band,music,sound,noise,quiet,peace,war,death,sadness,joy,pleasure,like,happy,prince,cigarette,cough,flu,illness,medicine,pills,sleeping,forget,void,hell,heaven,dream,slumber,bed,mattress,lay,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1058,water,block,ice,cold,warm,hot,weather,heat,flash,drive,inside,tank,daddy,salmon,watermalon,trading,money,bank,chain,any,mine,back,dance,space,cap,pushing,caring,ride,window,sony,volcanio,chrome,browser,lock,blue,tape,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1059,body,skin,hands,fingers,ring,round,circle,square,rectangle,shapes,morph,cartoon,graveyard,death,nile,delta,greek,yogurt,milk,cream,top,apex,mountain,hill,beans,cans,tins,pewter,metal,heavy,light,ounce,tiger,moth,butterfly,colours,washing,clean,dirt,mud,wrestle,sumo,japan,tokyo,bladerunner,movie,oscar,sesamestreet,children,family,father,mother,labour,work,hours,days,week,weekend,party,drink,alcohol,beer,taste,food,dinner,eating,steak,chips,computers,gigabyte,memory,past,childhood,school,friends,fun,soccer,worldcup,zico,brazil,samba,dancing,strictly,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1061,water,glass,juice,fruit,tree,forest,animals,nature,sun,air,earth,grass,green,cow,milk,farm,goats,sheeps,wool,cloth,cold,winter,grey,sky,rain,season,year,time,old,kids,life,time,clock,second,minute,hour,work,money,bank,bills,dept,vacation,beach,sand,icecream,hotel,pool,restaurant,waiter,wine,food,taxi,airport,home,family,frie, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1063,water,sports,football,header,letter,post,goal,joy,life,events,party,celebration,sweets,chocolate,sugar,bad,good,hero,marvel,red,blue,green,yellow,sun,flower,garden,field,animals,pets,dogs,bark,playful,happy,smile,pictures,photos,camera,technology,computers,games,adrenaline,competition,winner,,loser,gold,bronze,silver,lining,bed,tired,sleep,yawn,relief,rest,sit,stand,walk,run,sprint,fast,sl, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1064,water,hole,mouth,nose,ears,hear,see,watch,wrist,hand,finger,nail,hammer,tool,saw,cut,meat,beef,pork,ham,pig,farm,mud,brown,black,white,snow,cold,warm,hot,spicy,curry,food,lunch,breakfast,dinner,eating,drinking,water,clear,see,listen,hear,call,answer,quesiton,mark,dot,spot,stripe,circle,round,sphere,ball,bounce,wobble,jelly,dessert,sweet,chocolate,dark,light,shine,sun,moon,stars,skiy,sea,fish,water,blue,green,yellow,orange,fruit,banana,apple,grapes,wine,alcohol,drinks,pepsi,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1066,water,trowel,dirt,soil,nutrients,compost,garden,potato,fries,hotdog,bread,yeast,rise,sunset,beach,seashell,sand,glass,window,door,lamp,fan,wind,breeze,leaves,autumn,winter,snow,snowman,carrot,rabbit,hamster,wheel,car,truck,tire,swing,baseball,glove,sock,shoes,hat,feather,ostrich,penguin,iceberg,climate,temperature,fever,sick,radical,nationalist,extreme,outrageous,crazy,wild,buffalo,spear,fishing,trout,hook,line,sinker,bobber,catch,football,quarterback,running,tackle,dive,scuba,coral,shark,fin,soup,stew,th, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1067,body,arm,hand,finger,nail,,sky,plane,passenger,suitcase,clothes,shirt,tie,knot,sailor,boat,sea,ocean,blue,sky,cloud,fluffy,dog,master,owner,computer,screen,tv,netflix,programme,code,hacker,snowdon,mountain,climber,hillary,everest,nepal,asia,continent,world,planet,galaxy,chocolate,food,mouth,teeth,tongue,taste,smell,nose,roman,soldier,regiment,battle,war,worldwartwo,germany,axis,allies,usa,newyork,city,skyscrapers,twintowers,terrorists,isis,syria,russia,ukraine,kiev,chernobyl,mouse,cheese,diary,cow,field,grass,green,leave,tree,oak,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1068,water,cup,tea,bag,purse,wallet,money,wealthy,rich,scum,dirt,ground,plant,life,green,march,month,year,annual,multiple,numbers,,math,game,study,prolific,apart,together,separated,divorce,single,relationship,kids,baby,adult,old,young,life,living,human,animal,pet,dog,cat,hamster,ball,sports,football,soccer,tennis,baseball,bat,glove,food,burger,pizza,fries,potato,skin,lotion,moisture,water,ocean,beach,shell,sand,pail,shovel,umbrella,rain,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1069,body,head,hat,cat,dog,collar,shirt,button,up,down,under,over,cricket,sport,football,fans,air,sky,clouds,white,black,tv,adverts,products,companies,shareholders,stocks,market,food,dinner,table,chair,legs,trousers,jeans,denim,blue,sea,fish,chips,ketchup,red,warning,sign,language,speech,talking,expressing,yourself,singing,dancing,partying,fun,party,birthday,yearly,seasons,winter,cold,snow,ice,freezing,freezer,electronics,electricity,power,darts,board,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1070,water,wet,rain,weather,sun,hot,sweat,sticky,glue,art,paint,school,children,young,old,grandma,grandpa,family,pets,dog,cat,play,ball,throw,javelin,olympics,shotput,athletics,running,fast,car,bus,transport,road,pavement,garden,grass,green,nature,animals,wildlife,safari,lion,tiger,stripes,spots,pattern,clothes,fashion,waste,rubbish,recycling,plastic,bottles,glass,windows,outside,sunshine,warm,blanket,winter,cold,ice,snow,sledding,fun,games,ball,dog,family,parents,mum,dad,love,relationship,reassurance,safe,lock,door,ho, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1071,body,parts,car,horn,music,sounds,noise,loud,plane,holiday,sunshine,warm,happy,baby,youth,kittens,claws,scratches,pain,unhappy,cuddles,daughter,funny,laughs,smiles,positive,upbeat,summer,flowers,leaves,green,growth,earth,nature,woodlands,lakes,swimming,cold,chilly,fire,embers,orange,wood,marshmellows,barbecue,burgers,cheese,alchohol,fun,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1072,body,guard,rail,monkey,car,bar,time,jail,fraud,lawyer,system,key,entrepreneur,wrist,guilt,maze,corn,basketball,jordan,chicago,weapon,mask,nike,cheque,water,computer,television,collar,,,,cup,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1074,body,soul,dome,salt,peter,rabbit,easter,ham,turkey,wishbone,fish,salmon,run,away,sail,tarp,cover,take,steal,rob,roy,atkins,diet,loss,memory,hint,clue,game,warden,prison,jail,cell,amoeba,organism,life,game,system,failure,launch,explode,burst,energy,solar,wind,rain,grey,gloomy,sad,sack,potatoe,idaho,caro,sister,christian,nun,habit,bad,evil,woman,man,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1076,water,well,sick,dope,cali,sober,work,friends,tv,supernatural,dean,misha,gish,holly,christmas,gift,holiday,vacation,trip,fall,spring,math,school,food,pizza,mall,movie,feel,laugh,match,fire,aries,ram,toaster,like,almost,garbage,sauce,melt,snow,mountain,ski,mask,crime,gay,life,jail,mouse,die,nurse,doctor,surgery,health,hell,interviene,amusing,circus,donut,cop,gun,forrest,gump,movie,choloate,nutella,teenager,vape,cloud,weather,storm,mutant,xmen,airplane,lightening,raindeer,sled,husky,alaska,snow,song,bird,seed,feild,mouse,cat,litter,kitten,cute,fluffy,soft,laundry,snuggle,warm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1077,water,wet,liquid,science,lab,building,place,nation,world,round,ball,sport,stadium,money,rich,monopoly,boardgame,dice,game,friends,happy,smile,badge,birthday,happy,friends,party,music,radio,electronics,circuit,racetrack,cars,exhaust,tire,sleep,bed,pillow,comfy,rest,dreams,strange,movie,theatre,popcorn,smell,dogshit,countryside,walking,hiking,grass,green,eyes,anatomy,lecture,sleep,bed,room,privacy,security,guard,shop,buying,money,bank,river,countryside,fences,seperators,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1078,water,bottle,cap,hat,trick,treat,sweet,candy,cane,stick,wood,oak,tree,pine,cone,icecream,cold,snow,winter,ice,frozen,anna,elsa,olaf,snowman,carrot,vegetable,healthy,exercise,gym,workout,walk,mountain,steep,hill,green,grass,field,football,ball,round,circle,shape,maths,numbers,phone,talk,people,friends,family,love,heart,red,colour,rainbow,colourful,blue,sea,fish,shark,bite,teeth,mouth,wash,shower,water,slide,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1079,body,hand,foot,leg,toe,finger,chest,head,face,nose,mouth,teeth,tounge,throat,neck,apple,tree,forest,wood,fox,orage,small,grass,green,blade,sword,hilt,war,knight,dark,chain,loop,link,metal,hoop,group,nose,nostril,thorax,pipe,metal,rust,ship,water,sea,lake,river,fish,eye,ball,kick,goal,post,flag,stadium,pitch,grass,blade,knife,steel,sharp,cut,stab,murder,criminal,police,catch,run,hide,bush,lake,swim,wet,cold,under,cover,hidden,lost,found,missing,pool,find,slip,fall,into,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1080,body,bag,school,lunch,time,watch,wrist,arm,band,music,venue,club,town,centre,shopping,centre,starbucks,coffee,bean,bag,tote,shoulder,torso,shirt,formal,suit,wedding,bride,groom,friend,school,teacher,class,exams,grade,thesis,supervisor,boss,work,hard,wood,floor,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1081,body,combat,do,any,bodily,function,party,happy,lucky,star,burst,out,about,round,circle,ring,bell,church,organ,heart,lung,cancer,disease,kill,dead,bury,burn,fire,pit,cavern,sea,wind,rain,heavy,light,lantern,outside,windy,sunny,burn,hot,sand,castle,kings,reign,rule,dynasty,lasting,forever,endless,eternity,heaven,god,devil,red,bus,travel,far,train,seat,bench,park,trees,pond,dogs,walking,leads,running,jogging,pants,trousers,flares,bells,ringing,ears,nose,throat,cough,snee, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1082,water,wet,deep,ocean,sky,earth,plane,planet,music,association,monkey,animal,keys,joker,funny,laugh,hot,cool,desperate,emotion,food,love,intimacy,ask,what,people,boost,lose,mind,games,good,finish,control,pizza,curious,fart,empty,fish,swim,gear,beach,city,surf,surfboard,hair,bald,fight,temper,house,work,kite,ford,movie,drink,party,enjoy,cry,tears,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1085,water,drink,cold,glass,clear,eyes,two,brown,color,red,lace,underwear,clothing,shirt,sweatshirt,sweatpants,warm,hot,sweat,workout,basketball,running,tired,sleep,pillow,blanket,soft,flexible,stretch,rubberband,ball,round,circle,globe,earth,country,water,blue,lack,none,small,tiny,short,tall,big,very,many,cat,animal,pet,dog,luna,lab,golden,chocolate,sweet,taste,tongue,face,mouth,smile,teeth,lips,nose,nostrils,eyebrows,eyelashes,hair,curcly,straight,long,short,wavy,ocean,shark,dolphin,swim,current,surf,fall,skydiving,fun,exciting,scary,parachute,food,hungry,yogurt,milk,cereal,frostedflakes,tiger,tony,stripes,commercial,tv,shows,greysanatomy,doctors,ellis,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1086,body,arms,head,brain,small,big,brother,sister,mother,brother,son,hat,caot,coal,foal,horse,stud,mid,mud,dirt,tax,fraud,prison,jail,time,watch,run,sweet,chocolate,expensive,lavish,house,bungalow,small,bif,big,small,mouse,house,red,blus,green,favourite,tv,movie,hard,soft,stop,go,run,,rain,sun,sin,book,story,time,watch,peg,clothes,potato,dinner,steak,rare,tasty,lunch,time,watch,homework,school,uniform,black,grey,red,smeg,fridge,freezer,chair,table,highchair,door,couch,comfortable,sad,mad,food,hungry,frenzy,bus,train,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1087,body,leg,arm,toes,stomach,belly,neck,hand,fingers,nail,shirt,pants,shorts,jeans,flowers,plants,soil,trees,fruit,vegetables,food,pizza,burger,fries,sushi,school,class,lecture,educator,learner,varsity,college,institution,laptop,phone,samsung,android,apple,nokia,motorolla,speak,noise,chair,table,fan,heat,cold,ice,freeze,sun,sad,happy,excited,angry,intimidated,no,yes,maybe,sometimes,anytime,one,two,three,\nfour,five,six,seven,eat,chew,believe,tired,exhausted,curious,anxious,anxiety,beautiful,pretty,handsome,smile,frown,eight,nine,ten,eleven,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1088,water,ice,cold,freezing,low,bad,notgoog,unpleasant,uncomfortable,incovinience,unsafe,dangerous,people,general,everywhere,outside,environment,reoccurrence,repetition,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1089,body,move,house,rain,roof,window,light,sun,space,planet,earth,mud,grass,dog,cat,play,ball,sport,trophy,win,tennis,court,stadium,street,car,race,finish,colour,red,green,leaf,tree,flower,bee,fly,wasp,bug,snail,travel,holiday,train,track,electric,buzz,fluff,sheep,wool,jacket,coat,sleeve,collar,neck,head,brain,blood,heart,muscle,bone,skin,lotion,moisture,water,swim,drown,pool,sunny,summer,winter,snow,deep,white,paper,write,pen,pencil,paintbrush,paint,wall,floor,ceiling,carpet,decorate,lamp,keyring,torch,dance,table,party,jump,run,walk,jump,skip,shoe,sock,trousers,pants,shirt,glove,grasp,slip,slide,fall,crack,bang,trip,slam,balance,gym,work,dinner,commute,train,shed,wood,cabin,tools,hammer,screw,nail,wrench,spoon,fork,knife,key,lock,chain,rust,damp,dry,hot,cold,ice,icey,autum
1090,body,health,care,diet,food,vegetables,fruits,fiber,butter,bread,dessert,chocolate,banana,eggs,toast,cereal,oatmeal,milk,raisins,cinnamon,grits,bacon,pancakes,blueberries,cream,omelet,cantaloupe,greenbeans,peas,rice,noodles,thai,coconut,tofu,peanut,sauce,fried,crispy,chicken,asparagus,doctor,nurse,cholesterol,dna,blood,pressure,sick,running,walking,baby,carriage,smile,teeth,dentist,brush,paste,hair,soft,shiny,think,hard,easy,spell,words,more,test,exam,teacher,student,principal,administrator,mail,box,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1091,water,liquid,flow,ripple,river,stream,brook,bank,edge,side,near,close,beside,adjoin,together,joined,one,combined,two,duet,couple,few,number,maths,subject,lesson,school,teacher,pupil,student,class,learn,homework,prep,study,professor,college,university,highschool,children,kids,young,juvenile,immature,foolish,silly,dumb,strange,weird,confused,bizarre,odd,unique,only,select,priviliged,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1092,body,parts,human,hand,fingers,ring,horn,play,music,country,blake,shelton,sam,clarinet,decision,help,person,survey,decision,nice,day,sunny,sky,blue,cold,snow,shovel,ice,skate,slippery,toboggan,kids,paly,snowman,snowball,fort,hide,tag,run,,chase,fun,hot,fire,hotdog,burnt,coals,fish,ice,hole,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1098,water,rain,thunder,lightning,storm,cosy,cat,pet,company,friends,refreshing,cooldrink,fizzy,effervescent,vivacious,enthusiasm,jolly,lighthearted,calm,relaxed,happy,stories,interesting,unique,documentary,absorbing,distraction,peaceful,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
