ID,cue,word  1,word  2,word  3,word  4,word  5,word  6,word  7,word  8,word  9,word  10,word  11,word  12,word  13,word  14,word  15,word  16,word  17,word  18,word  19,word  20,word  21,word  22,word  23,word  24,word  25,word  26,word  27,word  28,word  29,word  30,word  31,word  32,word  33,word  34,word  35,word  36,word  37,word  38,word  39,word  40,word  41,word  42,word  43,word  44,word  45,word  46,word  47,word  48,word  49,word  50,word  51,word  52,word  53,word  54,word  55,word  56,word  57,word  58,word  59,word  60,word  61,word  62,word  63,word  64,word  65,word  66,word  67,word  68,word  69,word  70,word  71,word  72,word  73,word  74,word  75,word  76,word  77,word  78,word  79,word  80,word  81,word  82,word  83,word  84,word  85,word  86,word  87,word  88,word  89,word  90,word  91,word  92,word  93,word  94,word  95,word  96,word  97,word  98,word  99,word  100,word  101,word  102,word  103,word  104,word  105,word  106,word  107,word  108,word  109,word  110,word  111,word  112,word  113,word  114,word  115,word  116,word  117,word  118,word  119,word  120,word  121,word  122,word  123,word  124,word  125,word  126,word  127,word  128,word  129,word  130,word  131,word  132,word  133,word  134,word  135,word  136,word  137,word  138,word  139,word  140,word  141,word  142,word  143,word  144,word  145,word  146,word  147,word  148,word  149,word  150,word  151
1000,body,arms,legs,torso,breast,legs,skinny,overweight,slim,personal,head,hair,hands,fingers,feet,chest,fat,coveredup,clothing,jewellery,piercing,suntan,freckles,moles,own,love,hate,tattoos,full,wash,clean,fresh,ailments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,water,clean,blue,fresh,transparent,refreshing,healthy,rivers,clean,pollution,liquid,sea,fish,food,prawns,crab,chinese,tasty,restaurant,clean,meal,calories,oily,bad,fat,grease,gym,health,running,yoga,pilates,exercise,fun,cardio,inspiration,hardwork,job,earning,family,care,love,protection,provide,food,house,guarantee,spritual,sin,blessings,careful,harmful,shopping,sales,money,salary,clothes,classy,brands,boss,breat,break,innocent,hardworking,father,children,mother,family,loving,caring,future,generation,care,green,recycling,sustainability,plasticuse,glassbottles,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,body,bag,handbag,coat,trousers,socks],shoes,feet,hands,fingers,toes,ballet,dance,jazz,music,dance,sing,talk,happy,joy,church,choir,sang,loudly,quietly,softly,hard,firm,striong,weak,small,large,angry,livid,danger,safety,caring,close,far,horizon,sea,waves,blue,green,sea,holiday,hope,excitement,fear,worry,care,kindness,soft,hard,unkind,danger,safety,strength,happiness,sadness,worry,thought,care,kind,child,laugh,learn,dance,play,ground,soil,plants,tree,birds,animals,fish,whale,shark,angry,lion,cat,mouse,rat,bunny,carrot,lettuce,cucumber,hamster,guineapig,charlie,chocolate,cake,delicious,lasagna,pasta,italy,greece,spain,med,cruise,flight,explore,travel,farflung,exciting,daring,beauty,memories,family,fun,home,safety,care,security,guard,soldier,hat,glove,scarf,cold,winter,rain,snow,sleet,snowman,play,sledge,art,,,,,,,,,,,,,,,,,,,,,,,
1048,body,murder,killer,whale,seaworld,disney,character,story,fairytale,princess,royality,rich,money,investments,wealth,happiness,joy,christmas,day,night,dark,fear,monsters,cyclopse,fiction,story,reader,books,films,television,netflix,entertainment,theatre,popcorn,snacks,crisps,lunch,break,rest,bed,pillow,head,brain,psychology,degree,education,smart,suit,wedding,couple,two,number,math,statistics,data,analysis,overthinking,complex,puzzle,games,playstation,console,xbox,control,violence,hitting,hurt,pain,injury,hospital,emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,water,tank,full,empty,boarder,aeroplane,return,pick,follow,much,agree,permit,score,rebuild,tangeant,continue,play,golf,building,cross,jumb,never,shifted,transport,school,govern,helped,mold,fire,troy,you,figure,whereabouts,river,give,home,pot,cook,money,zeal,dam,native,teacher,children,make,funny,quiz,type,bank,boat,build,lucky,making,zero,deteriorate,wave,he,harden,happen,movement,agriculture,permanent,yellow,white,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,body,physical,sport,cricket,team,olympics,games,board,fun,family,joy,happy,house,warm,fire,heat,summer,fields,grass,flowers,garden,smell,breeze,wind,rain,snow,winter,cold,fridge,icecream,desserts,christmas,family,si,uppor,,support,shared,coping,ill,disability,hospital,tests,results,exams,work,hard,student,university,degree,rent,accommodation,expensive,bills,pay,bank,savings,earn,save,retirement,long,holidays,summer,vacation,abroad,fly,land,sea,sky,clouds,drizzle,mist,scotland,highland,mountains,whiskey,gin,cocktails,umberella,rain,water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,water,ocean,fish,shark,sharp,dangerous,warning,signs,stop,go,walk,pedestrian,cars,horn,radio,music,roadtrip,mountains,nature,green,forest,mist,cols,cold,rain,winter,snow,christmas,santa,presents,singing,carols,church,bible,pastor,congregation,worship,prayer,faith,hope,joy,happiness,children,toys,xbox,fifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,water,river,splashing,fish,animal,birds,flying,airplane,travel,holiday,destination,country,warm,scenic,pretty,relaxing,healthy,wellfare,community,people,community,neighbours,friends,interactions,chat,gossip,exaggerations,lies,cruel,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,water,fall,down,hurt,gash,blood,life,long,friends,acquaintances,know,knowledge,facts,clever,smart,clogs,dutch,holland,flat,bike,cycle,fit,healthy,smile,teeth,rotten,black,hole,space,stars,science,fiction,books,reading,peace,pleasure,fun,relax,sun,warm,bright,clear,summer,time,warm,bright,colours,blind,shop,buy,till,street,busy,fumes,smoking,cigarettes,warning,light,flashing,danger,man,child,kid,boy,school,days,nights,stars,space,planets,jupiter,jones,booksfunyounger,days,nights,darkness,sleep,tired,early,late,morning,afternoon,evening,eat,meal,dinner,full,sit,digest,readers,mum,dad,family,unit,money,pound,franc,france,paris,books,river,london,trip,school,years,ago,past,young,times,future,brightwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,body,shape,triangle,degrees,heat,hot,desert,water,drink,alcohol,relax,calm,peaceful,thinking,deciding,opinions,ideas,concepts,systems,engaged,married,divorced,arguments,shouting,swearing,disregard,hateful,war,deaths,meaningless,blank,void,nothing,being,doing,action,movies,cinema,films,actors,speech,talking,opinions,newspaper,fake,lies,distorted,wrong,right,mister,married,church,religion,crusades,oppresion,forceful,arrogant,deaf,du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,body,cold,layed,sad,low,moodead,sad,low,risk,bad,there,her,child,mad,burst,fruits,food,father,parents,school,temperd,block,way,chain,rope,rape,eath,sickness,heated,wave,poor,make-up,ice,tone,tiny,raw,gang,one,last,time,old,bees,trees,issues,united,psychology,happend,anything,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,water,river,swim,fish,dinner,bones,dog,woof,sound,noise,loud,disco,out,garden,flowers,weeds,green,farm,cows,horses,racing,bets,winner,lose,lost,find,archeolog,pyramids,triangles,angles,fishing,brook,shields,armour,mail,post,letters,alphabet,abc,cbs,news,headlines,newspapers,reading,book,kindle,fire,red,blood,death,body,corpse,autopsy,hospital,doctor,nurse,help,sos,morsecode,beep,horn,unicorn,fable,aesop,gods,neptune,planet,earth,ocean,pacific,calm,relax,sleep,dreams,morning,noon,twelve,dozen,baker,bread,dough,money,cash,paypal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,body,human,pain,injury,hospital,nurse,doctor,treatment,drugs,health,blood,donation,vaccine,virus,bacteria,ambulance,fast,car,parking,supermarket,food,furnitures,chair,desk,wood,trees,forest,climate,ice,melt,warm,ecology,water,population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,body,part,whole,hole,fall,ditch,rubbish,waste,litter,bin,black,licorice,whip,cowboy,cowgirl,movie,cinema,thriller,music,dance,lights,blinding,overwhelm,desire,blank,empty,null,void,worthless,empty,full,house,rooms,windows,breeze,wind,chill,heat,beach,sand,castle,royalty,kings,queens,pop,soda,coke,pepsi,max,power,energy,electric,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,body,part,time,minute,hour,long,short,time,second,first,win,lose,last,first,place,home,house,flat,shed,outside,inside,indoors,outdoors,air,fire,water,blue,green,yellow,red,orange,fruit,banana,apple,juice,healhy,unhealthy,fat,thin,stick,branch,tree,bush,shrub,greenery,outside,fresh,old,new,young,child,toddler,baby,new,fresh,mould,old,aging,retired,older,lefover,remnant,after,before,earl,early,cold,hot,warm,tepid,water,fluid,air,solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,body,river,raft,stream,wave,ocean,salt,pepper,jalapeno,spicy,sweet,savory,beef,cattle,ranch,fence,house,backyard,bush,weeds,pesticide,insects,pest,rat,trap,spikes,impale,death,funeral,prayer,gathering,party,balloon,confetti,cake,pie,warm,sun,bright,glasses,monocle,mustache,twirl,hair,shave,cut,stitch,surgery,blood,tranfusion,donate,kidney,liver,alcohol,poison,chemical,science,tube,towel,shower,soap,clean,sparkle,star,space,saturn,ring,marriage,commitment,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,water,river,meander,amble,walk,jog,run,race,bolt,lightning,storm,flood,danger,electricity,power,thor,hammer,nail,wall,brick,house,door,knocker,breast,chicken,farm,country,usa,northamerica,continent,5,reception,class,pupils,teacher,knowledge,facts,police,investigation,crime,murder,ripper,victorian,queen,elizabeth,jubilee,celebration,birthday,cake,candle,lion,africa,nigeria,football,leeds,bamford,jcb,digger,yellow,sun,star,night,moon,fullk,werewolf,monster,frankenstein,shelley,byron,romantic,love,marriage,anniversary,silver,25,5,fruit,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,body,hea,head,feet,toes,nails,hammer,strong,weak,small,large,big,universe,planets,sun,stars,blackhole,song,music,guitar,bass,drums,sax,clarinet,flute,trombone,tuba,band,classical,rock,blues,sad,cry,tears,water,glass,sink,faucet,handle,shovel,tools,garden,plants,vegetable,flower,stardew,videogame,playstation,xbox,switch,gamecube,controller,cd,movie,theate,theater,seat,car,bus,transport,airplane,fly,country,world,air,space,rocket,fire,flame,heat,cook,food,stove,heat,warm,fireplace,sweat,wet,shower,towel,soap,shampoo,conditioner,slick,smoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,water,wet,clothes,smell,odour,body,armour,protection,defence,defenders,football,,boots,laces,sweets,taste,food,eating,dinner,time,hours,minutes,seconds,out,outside,elements,weather,temperature,warm,hot,burn,fire,orange,fruit,healthy,fitness,exercise,weight,lifting,,carrying,travel,plane,flying,abroad,foreigners,different,same,thing,movie,cinema,art,gallery,pictures,still,calm,quiet,silent,carol,singing,voice,noise,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,body,death,funeral,tears,sadness,depression,tired,sleep,rest,relax,massage,touch,cuddle,comfort,reassurance,friend,happy,sunshine,summer,warmth,holiday,beach,sand,shells,island,sea,river,pond,fish,heron,bird,parrot,jungle,exotic,pineapple,fruit,banana,energy,exercise,muscle,gym,expensive,money,job,work,purpose,feelings,joy,sadness,pain,emotion,anxiety,sick,hospital,doctor,nurse,help,stranger,unfamiliar,different,unique,rare,diamond,precious,valuable,expensive,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,water,swim,cold,wet,deep,dark,night,silence,alone,scared,frightened,light,brighten,day,sounds,company,noise,ears,body,senses,taste,coffee,bitter,chocolate,easter,bunny,ribbons,bonnet,yellow,eggs,sunshine,warmth,spring,lambs,fields,wool,farm,pigs,mud,puddles,jumping,splashing,rain,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,water,drip,fascet,armpit,shower,soap,clean,concentrate,secret,toothpaste,animal,beast,rugby,shark,business,company,testimony,lunch,harvey,studio,system,vault,safe,combination,confession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,water,bottle,air,supply,river,bank,clam,bake,athon,jerry,rig,big,huge,magnificent,milbury,mayberry,rfd,country,road,long,time,coming,soon,attraction,pretty,reckless,music,play,stage,scene,above,over,water,town,church,steeple,chase,away,home,run,fast,faster,pussycat,kills,everyone,listening,hard,now,and,then,was,soon,pier,sixty-six,sunset,strip,away,clear,air,blue,sky,georgia,peach,fruit,lemonade,stand,by,me,too,also,ran,for,office,officer,cop,beat,beatnik,beard,prey,sinners,lament,dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,body,wear,sport,sack,lunch,school,kid,goat,farm,wild,floweer,house,trees,lion,tiger,bear,red,wolf,green,giant,yellow,sun,bright,soft,warm,kitten,helicopter,mouse,frog,pond,lillypad,hornet,nest,grass,dog,ball,fetch,yard,mile,track,walk,disc,beach,water,lounge,hooka,smoke,trees,leaves,walnut,fruit,trunk,car,run,brake,sound,great,heart,bat,ball,boy,gender,fluid,grief,loss,suffering,hatred,lazy,drifter,drive,burger,dive,scuba,donut,grapefruit,drug,cartel,train,mule,donkey,horse,fencr,stab;e,pasture,frame,deck,house,home,dome,atlanta,falcons,bird,eagle,triangle,square,frog,high,just,from,kind,find,some,soma,loop,pile,ride,walk,bus,dont,stop,going,camel,sand,desert,wonder,cake,frie,quiet,quilt,gopher,groundhog,loyal,hole,garden,green,kill,pope,,,,,,,,,,,,,,,,,,,,,,,,
1077,body,corpse,murder,film,theatre,play,actors,famous,celebrity,star,space,astronaut,spacesuit,rubber,congo,atrocity,murder,story,book,textbook,school,nostagia,movie,chairs,people,friends,sitcom,seinfeld,funny,comedian,stage,theatre,city,big,large,mcdonalds,bad,crime,police,tvshow,sofa,comfy,cushions,bed,sleep,dreams,vivid,memories,childhood,school,friends,nostalgia,mood,feelings,emotions,warmth,heat,boiler,fire,pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,body,skin,human,people,family,love,trust,relationship,couple,two,duo,bands,singer,songs,write,pen,pencil,school,class,teacher,professor,university,degree,temperaturw,weather,seasons,spring,warm,summer,sun,hot,boilinh,water,rain,fall,waterfall,swim,pool,holiday,hotel,room,living,alive,breathe,air,cloud,white,black,night,moon,stars,sky,space,earth,planets,earth,world,globe,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,water,rive,river,flow,stream,deep,swim,run,jog,walk,fall,drown,murder,kill,escape,leave,help,drive,fast,quick,rush,crash,call,help,police,rescue,find,search,missing,lost,found,creep,weirdo,run,hide,woods,lost,animals,bugs,bear,salmon,fish,river,easy,catch,flowing,down,stream,quick,clear,fresh,water,death,funeral,flowers,mourn,loss,bury,pray,sing,laugh,hope,time,lost,blood,lost,give,find,key,unlock,doo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,water,river,big,large,coffee,morning,awake,sleep,restless,leg,feet,cold,blanket,warm,heating,off,bills,pay,work,long,retire,holiday,abroad,sun,burn,red,colour,television,programme,football,team,friends,school,university,course,masters,lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,water,fountain,spray,over,under,bypass,tunnel,dark,scared,pinpoint,light,rush,noise,bark,yapping,dog,love,stroke,attack,heart,mind,spirit,gin,fizz,bubble,bath,suds,foam,car,motor,bike,ride,horse,jumping,bean,jelly,tots,child,school,yard,play,around,r,forward,back,retreat,war,roses,lost,worried,frown,wrinkle,face,worn,lines,tracks,tears,cry,river,boat,ship,sails,mast,wood,forest,hiding,away,lost,frightened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,body,dead,creek,hose,water,wet,milk,soap,murder,history,son,bath,button,clothes,music,dance,funeral,party,goosebumps,fun,car,wheel,roll,camp,hostile,drive,truck,scared,window,roll,note,love,joke,dark,pity,lady,limp,stairs,fast,slow,push,fell,broke,hurt,kiss,cold,beer,sky,night,ball,chair,sitting,hat,calm,relax,ghost,frightened,police,sheriff,involved,phonecall,forced,motive,naked,tress,trees,balm,zoo,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,body,type,slim,small,tiny,ant,insect,bug,spider,gross,smell,boring,tired,sleep,bed,comfy,warm,cozy,soft,blanket,pillow,bodypillow,long,hard,crack,broke,glass,clear,see,through,water,sprite,pop,soda,sugar,sweet,chocolate,sour,gummy,bear,growl,howl,wolf,hyenna,desert,africa,continent,seven,number,infinite,symbol,sign,road,speed,ticket,police,jail,prison,orange,jupsuit,control,remote,volume,loud,ear,drum,band,bracelet,gold,silver,money,expensive,diamond,ring,wedding,love,white,black,flower,rose,red,thorn,hurt,blood,bandaid,bandage,wrap,salad,green,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,water,river,big,small,tree,apple,red,green,bush,cut,blood,red,potato,dinner,breakfast,school,bus,car,black,green,bread,sandwich,ham,doctor,hospital,baby,cute,clothes,socks,feet,toes,shoes,leather,coat,jumper,wooly,hot,cold,chickem,wings,bird,feather,cushion,seat,blanket,icecream,cone,strawberry,dinner,dessert,sand,castle,fort,bridge,festival,music,fun,loud,quiet,man,woman,girl,boy,little,pencil,pen,sharpener,computer,laptop,expensive,money,bank,card,birthday,cake,chocolate,biscuit,table,chair,floor,mop,clean,plug,elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,water,drink,coke,fant,fanta,grandilla,stoney,milkshake,wine,gin,whiskey,brandy,shirt,brown,pink,white,black,purple,maroon,red,hair,dye,next,coming,week,tomorrow,today,together,forever,sweets,months,counting,listen,calm,break,make,sake,take,took,look,wood,wall,house,surburb,town,city,country,continent,now,later,maybe,fear,grateful,grace,good,great,nice,exciting,foolish,mind,brain,quick,focus,straight,long,ruler,time,tired,into,fine,handsome,complicated,need,want,survive,confused,mauveer,excuse,complete,where,when,why,what,exhausted,drained,sun,down,up,right,left,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,body,collective,whole,alot,connected,parts,interdependent,whole,control,mind,listen,energy,food,different,strength,power,grow,multiply,cells,peculiar,organs,share,responsibility,dependent,onothers,funtioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,water,wet,slippery,slip,fall,swim,drown,lake,river,rain,sea,ocean,fish,seaweed,seahorse,shark,coral,crab,sky,sun,cloud,snow,hail,storm,wind,tornado,hurricaine,disaster,lava,volcano,flow,trees,burn,bush,flower,fern,pot,pick,mushroom,moss,lichen,damp,wood,bark,log,pebble,sand,beach,sunny,holiday,summer,camp,encampment,trip,journey,car,plane,airport,train,station,bus,tram,racecar,race,horse,loop,spin,wheel,wing,track,helicopter,blade,rotor,land,air,gas,solid,liquid,container,cup,beaker,pour,drink,tea,coffee,taste,milk,sugar,cream,icecream,strawberry,chocolate,sweet,sour,bitter,savoury,fruit,vegetable,meat,protein,vitamin,nutrient,drain,suck,blood,vampire,frankenstein,ghoul,ghost,spook,house,dark,creak,board,floor,carpet,step,foot,shoe,toe,fit,clothes,drape,glove,hat,glasses,lens,glass,light,magnify,microscope,tiny,bug,grain,look,zoom,camera,telescope,space,planet,galaxy,star,void,empty,vacuum,cleaner,mop,polish,black,white,gree
1090,water,drown,river,lake,boat,canoe,lifejacket,kayak,plug,cold,clear,creek,river,ocean,blue,sky,birds,flying,calling,migrating,going,south,winter,florida,flamingo,alligator,snake,mud,swamp,mosquito,bite,malaria,trill,frog,bullfrong,tadpole,minnow,fish,bait,pole,hook,paddle,oar,camp,tent,night,stars,moon,planets,plants,carrots,mint,recipe,pot,fire,camper,van,stove,bread,toast,jam,berry,salmon,chowder,corn,milk,celery,broth,blueberries,blackberries,apricots,flowers,marigold,rosemary,parsley,thyme,oregano,juice,watermelon,feedstore,feedlot,cow,grass,weed,pot,high,smoke,sativa,indica,flower,edible,colorado,rockies,fire,drought,reservoir,guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,body,arm,leg,knee,cap,hat,hood,cover,duvet,sheet,bed,single,double,two,duet,couple,triple,numbers,school,subjects,lessons,teachers,students,college,learn,work,job,living,breathe,air,oxygen,gas,petrol,fuel,energy,sport,fitness,health,alive,human,mammal,reptile,animal,lizard,snake,africa,continent,country,rural,bucolic,green,countryside,fresh,relaxed,breezy,windy,storm,typhoon,tropical,rainforest,jungle,humid,clammy,sweaty,dirty,mud,damp,rot,mould,fungi,mushroom,toadstool,fairy,elf,santa,sleigh,christmas,reindeer,red,colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,water,boat,summer,hot,lake,cruise,marine,waves,drift,fish,swim,float,dive,hit,ladder,cool,sun,umbrella,sweet,snacks,fresh,fruit,chips,salt,hype,suit,warm,fun,trailer,dosk,dock,storm,rain,lightning,thunder,golf,hit,drive,fairway,cart,drink,shoot,green,chip,put,putt,ball,white,glove,drive,wood,cat,hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,body,voluptuous,rounded,pleasing,eye-catching,sparkly,colourful,invigorating,fresh,shower,clean,neutral,cleansed,bright,water,bubbles,jacuzzi,holiday,short,swim,river,canoe,want,poor,stress,freedom,chained,diversions,multiple,sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
