ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152,word 153,word 154,word 155,word 156,word 157,word 158,word 159,word 160,word 161
2047,water,bottle,empty,field,grow,plant,green,leprechaun,fantasy,unicorn,rainbow,slide,design,clothing,colors,unique,party,pinata,stick,walking,landmark,climb,sunglasses,clouds,horizon,ocean,submarine,whale,seaweed,ramen,noodle,doodle,draw,art,create,demolishion,team,job,work,education,children,invest,delight,pie,cry,eyes,look,find,treasure,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2048,body,fish,hook,dance,lip,tongue,shoe,lord,knuckle,music,beer,bar,women,hair,glasses,sick,hospital,internet,jobs,money,debt,travel,vacation,tablet,plant,cat,dog,fish,water,camping,tent,bark,tree,medicine,fat,free,oysters,comedian,blank,tired,coffee,love,zits,window,excel,email,funny,farm,period,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2049,body,mind,braid,brain,head,neck,scarf,knitting,grandma,cookies,oven,baking,bread,yeast,brewing,beer,party,fun,celebrate,birthday,cake,frosting,pink,girls,love,hearts,diamonds,ring,necklace,jewlery,store,shopping,money,cash,paycheck,work,employee,benefits,healthcare,insurance,doctor,hospital,virus,corona,cruiseship,sick,quarantine,california,redwoods,roadtrip,camping,tent,summer,sun,hiking,mountains,views,alaska,backpacking,bears,cabin,explore,fun,adventure,glaciers,ice,crampons,axe,wood,chopping,firewood,stove,fall,prepate,winter,chainsaw,stacking,fire,warmth,cooking,stew,turkey,gravy,noodles,cranberry,bog,juice,straw,drink,cocktail,bar,bartender,shaker,mixer,limes,juice,mexico,vacation,beach,snorkle,sharks,swimming,scu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2050,body,bone,arm,fingers,typing,computer,motherboard,electricity,internet,monitor,pipeline,waters,country,antarctica,globe,map,scroll,game,dancing,jar,shoes,floor,wood,panel,broken,splinter,creak,sound,table,with,name,case,phone,food,ball,round,fuzz,bounce,roll,crush,break,bound,stretch,rubber,clue,controller,knife,dog,leash,food,collar,train,bell,food,jump,width,desk,shelf,hold,gravity,system,force,expel,force,well,pull,converse,rotate,light,render,light,reflect,mirror,reverse,frame,image,imagine,colorful,psychedelic,twirl,rainbow,multicolor,trippy,glowing,visual,moose,elk,grass,stream,tree,owl,barn,rodent,hay,horse,cow,pig,farm,fence,farmer,milk,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2053,water,swim,pool,relax,cool,fun,exercise,drink,thirst,bottled,cold,refreshing,shower,bathe,clean,wash,dust,vaccuum,sneeze,pollen,allergy,spring,flowers,bloom,pick,plant,seeds,grow,water,grass,mow,fertilize,green,healthy,strong,vitamins,store,daily,exercise,walk,park,jog,run,breathe,sweat,relax,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2055,water,flood,city,town,village,idiot,moron,fool,jester,king,queen,rule,reign,monarch,butterfly,pretty,flower,daisy,chain,rope,ship,boat,sail,ocean,blue,dress,green,shamrock,plant,leaf,serrated,knife,cook,food,hungry,pizza,cheese,brie,bread,italian,dressing,salad,healthy,food,taste,sense,nonsense,stupidity,dumb,mute,deaf,neighbor,artist,pretentious,artsy,wealthy,rich,money,deprivation,starvation,hungry,dinner,chicken,peck,grass,green,bud,beer,father,loss,death,relief,sore,muscle,ache,pain,sharp,cut,cheese,yellow,buttercup,princess,castle,stone,rock,heavy,weight,full,empty,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2056,body,odor,smell,sense,ghost,white,powder,baby,mom,guardian,galaxy,planets,stars,fire,australia,onion,browser,chrome,steel,ccalm,panic,dance,jump,sit,stand,up,down,sad,lonely,alone,walk,run,race,fast,slow,melt,lava,red,orange,grapes,banana,yellow,sun,moon,circle,sphere,globe,earth,dirt,ground,mush,potatoes,,,dark,,light,white,black,man,woman,tall,slim,long,pastq,pasta,water,air,breathe,lungs,asthma,sick,flu,shot,doctor,nurse,dress,pockets,jeans,blue,berry,smoothie,juice,sap,tree,christmas,holiday,halloween,pumpkin,orange,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2058,body,part,image,picture,lasting,scene,bench,beach,ball,boardwalk,vacation,sunny,weather,raining,snowing,skiing,golfing,sports,lakers,attack,offense,defense,protection,world,glow,stop,period,offer,sense,twisting,keyboard,sense,marketing,survey,time,question,offer,information,inclined,descalation,office,chair,desk,mouse,phone,monitor,computer,test,telephone,customer,courtesy,friday,week,days,climate,month,challenge,difficulty,words,tuesday,tired,lazy,individual,need,know,should,everyone,allowed,receive,purpose,specific,should,need,experience,ticket,adventure,complication,notebook,pen,paper,water,compressed,bottle,coworker,watch,jacket,shirt,pants,shoes,tie,coat,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2059,water,swim,ocen,waves,surfers,sand,beach,shells,fish,lure,pole,line,field,play,soccer,ball,roll,hill,dirt,garden,plants,green,trees,leaves,fall,rake,yard,fence,corral,horse,barn,hay,ride,wagon,red,heart,love,boy,girl,dance,gym,game,school,education,books,library,checkout,grocery,shopping,cart,donkey,mule,kick,ball,baseball,glove,hitter,bat,swing,playground,slide,water,ducks,pond,lily,pad,cushion,sofa,bed,sleep,pillow,blanket,wrap,gift,present,bow,packae,shipping,boat,river,lake,stream,mountain,range,cook,meals,food,fridge,cold,snow,ice,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2061,water,wet,cold,ocean,sea,fish,boats,sail,cruise,surf,sand,wind,suntan,beach,towel,bathtub,shower,clean,sweep,floor,mop,vacuum,house,street,road,sidewalk,neighbor,trees,sky,plane,travel,vacation,fun,enjoyment,people,casino,gamble,video,music,listen,watch,dance,alcohol,drink,party,people,move,home,tired,sleep,rest,wakeup,breakfast,work,break,lunch,sandwich,chips,soda,restaurant,dine,table,menu,order,eat,relax,leave,car,highway,fast,speed,trucks,exit,calm,peaceful,nap,tired,bed,quiet,peaceful,wake,movie,theater,watch,popcorn,loud,leave,house,quiet,noise,blank,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2062,body,parts,shop,store,deal,cards,house,work,hours,pay,check,up,down,payment,cost,price,tag,line,start,finish,stop,light,dark,night,sky,line,cross,plus,add,up,chuck,wood,shop,store,clothes,shop,deals,bargain,bin,bag,carry,on,off,switch,flip,flop,top,bottom,smooth,stone,toss,out,in,accept,take,back,up,down,payment,cost,deduction,reduce,less,more,alot,many,multiple,others,people,crowd,surf,board,meeting,day,turn,around,circle,round,spin,repeat,cycle,laundry,shop,room,space,ship,bay,side,lay,down,bottom,up,toss,throw,ball,club,sh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2063,water,glass,ocean,tide,wave,cold,drink,swim,float,lake,beach,raft,tube,sand,surf,lighthouse,ship,boat,sail,oar,paddle,row,buoy,lifeguard,umbrella,rain,flood,puddle,bridge,flow,ebb,swimsuit,sun,pool,blue,dive,sunburn,wash,sink,dishes,fork,soap,shower,bath,body,rinse,hose,lawn,garden,plants,flowers,vegetables,sow,reap,grow,storm,thunder,lightening,wind,clouds,sky,blue,gray,weather,outside,chilly,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2065,body,soul,mind,games,child,play,act,dance,sing,song,music,box,gift,holiday,celebrate,party,friends,love,kiss,hug,close,together,team,cooperate,life,journey,travel,destination,arrive,fly,plane,jet,fuel,gas,smell,nose,face,pretty,looks,beauty,youth,wild,free,choices,options,future,possibility,exciting,hope,endless,time,passing,away,far,leave,behind,future,next,path,road,travel,seek,curious,wonder,awe,amazement,overwhelmed,inspired,art,paint,create,make,invent,think,ponder,philosophy,questions,answers,knowledge,learning,growing,changing,cycle,circle,round,infinite,universe,galaxies,stars,dust,nebula,space,infinite,dark,quiet,alone,peaceful,ease,comfort,safe,tight,wrapped,blanket,warm,cozy,good,happy,smil, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2067,water,ocean,beach,vacation,money,need,work,slow,more,help,fight,argue,makeup,face,smile,frown,sad,lonely,depair,mind,heavy,deep,pain,shower,hot,cold,clean,dirty,pig,horse,cow,farm,oldmcdonald,rhyme,tv,son,autism,aware,help,count,sleep,tired,couch,nap,short,bored,smoke,cigarrette,light,filter,menthol,break,eat,food,banana,apple,strawbery,fruit,salad,pasta,bread,pizza,pdding,chocolate,play,games,spades,bingo,uno,app,phone,droid,starwars,movie,netflix,hulu,prime,disney,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2068,water,lily,pad,thai,food,truck,wheel,barrow,farm,animal,crackers,cookies,milk,dairy,farm,animal,dog,cat,bird,fly,airplane,travel,country,store,shop,market,stock,up,down,under,bed,sleep,dream,positive,negative,score,football,game,play,time,watch,television,show,tell,story,bedtime,nap,sleep,tired,exhausted,resources,factory,worker,wage,salary,money,hungry,food,grocery,store,shop,spend,money,cash,out,in,trouble,problem,child,brother,sister,daughter,love,heart,lung,breathe,hard,exercise,treadmill,dread,horror,movie,theater,play,ground,water,drink,wine,red,shoe,boot,car,automobile,factory,worker,time,clock,watch,kids,babysit,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2069,water,fall,winter,snow,ball,soccer,field,play,kids,responsibility,job,money,wealth,happiness,joy,christmas,holidays,freedom,choices,options,picking,wrong,error,mistake,bad,feelings,emotions,cold,chilly,frosty,snowman,ice,freezer,refrigerator,appliances,oven,turkey,thanksgiving,pilgrims,mayflower,ship,sailing,ocean,sharks,dolphins,flipper,television,shows,entertainment,circus,elephants,africa,safari,zebras,stripes,prisoners,jail,guards,bars,drinks,alcohol,problems,rehab,meetings,work,conferences,calls,coworkers,friends,fun,party,laughter,jokes,comedians,stage,spotlight,teleprompter,trump,president,annoying,cruel,government,congressmen,laws,voting,crowd,people,masses,outdoor,cement,city,sidewalks,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2070,water,melon,baller,boy,friend,ship,wreak,age,old,milk,shake,rattle,roll,back,up,top,shelf,wall,paper,straw,bale,maker,craft,show,time,travel,country,side,ways,turn,table,pool,water,front,yard,sale,tag,along,side,window,seat,belt,loop,hole,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2071,water,drink,juice,smoothie,fruit,vegetables,dinner,meal,hungry,thirsty,tea,health,vitality,energy,solar,nature,wild,free,eagle,ceremony,ritual,religion,control,boundary,border,liberty,growth,vegetation,forest,wildland,wildfire,danger,earthquake,disaster,help,recovery,healing,care,helpers,charity,giving,donate,time,endless,infinite,universe,space,time,gallifrey,timelord,entertainment,read,play,laughter,fun,music,nostalgia,history,roots,growth,becoming,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2073,body,head,arm,leg,torso,hand,foot,finger,toe,hair,teeth,eye,nose,mouth,hair,jaw,nail,tongue,throat,stomach,lung,heart,diaphragm,kidney,liver,vein,artery,iris,pupil,pore,nail,sole,palm,wrist,bone,femur,knee,thigh,shin,calf,groin,hip,waist,navel,abdomen,chest,shoulder,deltoid,bicep,tricep,back,shoulderblade,collarbone,muscle,tissue,marrow,cell,weight,mass,pound,height,inch,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2074,body,positive,chair,hair,is,below,line,bed,head,hair,eyes,mouth,teeth,arms,legs,shoes,socks,jocks,sports,baseball,football,soccer,forward,lunges,exercise,running,shoes,nike,swish,birds,flying,air,clouds,rain,hail,sun,sunburn,tanning,beach,ocean,swimming,boats,sharks,whales,crabs,eels,zooplankton,algae,spirulina,green,trees,evergreens,forest,stream,fish,trout,bears,berries,hibernate,sleepy,tired,nightime,stars,moon,planets,sun,earth,humans,animals,plants,water,fire,volcanos,hawaii,lush, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2076,water,cup,drink,fluid,drip,water,cold,ice,hard,solid,strong,weak,female,baby,birth,sex,condoms,safety,helmet,protection,injury,pain,medication,drugs,illegal,jail,time,clock,alarm,loud,guns,bullet,war,death,funeral,castket,wood,trees,nature,earth,planets,mars,jupiter,large,ship,float,sink,submarine,torpedo,explosion,nuclear,bombs,ww2,hitler,nato,countries,cities,districts,towns,buildings,windows,glass,break,repair,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2077,water,wet,moist,water,soak,hose,spray,douse,fire,hot,burn,flame,flicker,match,light,cigarette,smoke,puff,cereal,breakfast,milk,bowl,sugar,eggs,flour,cake,frosting,knife,butter,lard,cream,sauce,spaghetti,meatballs,beef,burger,steak,juice,orange,grapefruit,spoon,fork,knife,dish,wash,soap,sponge,coral,dive,sea,boat,snorkel,fishing,sun,summer,lake,cabin,camp,school,class,books,teachers,tests,reading,homework,boring,tired,sleep,bed,mattress,sheets,laundry,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2079,body,head,neck,face,forehead,hair,shampoo,conditioner,smooth,peanutbutter,jelly,sandwich,food,pizza,cheese,grease,oil,car,motor,motorcycle,wheel,fair,carosel,exhibition,cows,goats,milk,cheese,crackers,brie,round,pie,berry,whippedcream,butter,knife,stab,cut,cops,detective,car,sirens,lights,firefighter,ladder,hose,spray,water,bottle,liquor,whiskey,shot,gun,trigger,target,shopping,bag,cart,money,coins,wallet,fold,paper,airplane,pilot,bachelor,roses,love,kissing,lipstick,makeup,mascara,wand,wizard,magic,spell,dust,dirt,mud,mop,head,nose,hair,brush,comb,cut,bandaid,sticker,prize,trophy,cup,drink,wine,grapes,fa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2081,water,in,the,well,is,very,good,to,drink,on,hot,summer,days,weeks,moths,bug,ant,dirt,rock,sand,beach,water,drink,cup,glass,window,door,stairs,light,desk,chair,office,manager,supervisor,employee,uniform,hat,pants,shoes,socks,underwear,lingerie,wedding,bachelor,party,trip,vacation,airplane,flight,travel,journey,knowledge,learning,school,children,class,book,teacher,apple,orchid,farm,plantation,tractor,field,corn,barn,cow,milk,drink,straw,thirst,hunger,food,hamburger,fries,milkshake,diner,stool,bar,beer,fun,laughter,noise,fright,ghost,haunted,house,spirit,religion,bible,god,church,pray,minister,priest,altar,prayer,choir,sing,song,music,band,guitar,drums,microphone,audience,crowd,arena,rock,dance,ticket,pass,money,purchase,store,car,tire,swing,play,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2083,body,part,piece,pie,tile,floor,wood,tree,trunk,clothes,jeans,denim,jacket,buttons,metal,ore,ground,grass,green,verde,orange,juice,sugar,diabetes,death,hurt,pain,illness,nutrition,food,real,meat,animal,deer,forest,trees,woods,fungus,water,dark,moist,damp,smelly,bacteria,sickness,clammy,sweat,salt,ocean,water,sunshine,burn,pain,redness,cancer,death,oblivion,nothingness,existence,alive,think,plan,do,understand,meditate,find,peace,brain,firing,synapses,electrical,popping,thoughts,me,thinking,understanding, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2084,body,part,tool,hammer,screwdriver,screw,nail,finger,hand,arm,shoulder,throw,ball,baseball,bat,bird,fly,superman,movie,tv,show,theater,play,kid,baby,mother,father,love,happy,ecstatic,friend,dancing,singing,club,alcohol,inebriated,crazy,loud,sound,audio,music,beat,drum,bass,guitar,singer,rock,mineral,gem,diamond,emerald,wizard,witch,book,read,fun,enjoy,dinner,food,sandwich,soup,chili,beans,fart,smell,nose,round,circle,triangle,three,two,one,self,individual,reserved,introvert,alone,thinking,analyze,understand,empathize,fr, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2085,body,hurt,pain,medicine,doctor,nurse,hospital,health,thrive,grow,plant,seed,tree,flower,bud,weed,lawnmower,grass,hot,sweaty,summer,warm,temperature,cold,thermometer,fever,sick,nightmare,dream,asleep,tired,fatigue,awake,manic,mental,bipolar,panic,depressed,depression,antidepressant,crazy,trauma,fear,abuse,cps,foster,adoption,happy,glad,excited,grateful,thanksgiving,food,turkey,holiday,christmas,halloween,costume,candy,trick,treat,child,children,fun,learning,funny,cute,animal,bunny,puppy,kitten,baby,cry,cuddly,offspring,breed,infertile,sad,miscarriage,stillbirth,loss,grief,therpay,therapist,help,psychology,nuthouse,psychward,prisoner,jail,prison,prisoner,inmate,commissary,expensive,money,bills,inadequate,funds,job,work,fired,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2086,water,cup,kitchen,dishes,washing,chore,task,boring,annoying,time,night,sleep,rest,wake,morning,breakfast,shower,work,driving,work,boring,stressful,boss,deadlines,stress,anxiety,money,bills,insurance,health,doctor,checkup,medicine,insurance,pills,better,health,life,family,friends,fun,events,holidays,concerts,drinking,money,bills,work,hard,stress,anxiety,time,life,meaning,purpose,why,space,planets,nasa,aliens,documentaries,tv,technology,4k,movies,gaming,fun,vacation,travel,hotels,ocean,relaxing,fun,family,friend,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2088,body,yellow,world,dog,grandfather,red,deer,rim,mellow,wish,head,dish,happy,young,gone,empathy,yale,egg,gap,pillow,wrong,g, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2089,body,main,complete,market,soul,mind,finish,maker,cake,cream,ice,radio,church,dream,bake,chair,chemistry,table,book,pencil,oat,goat,sheep,ram,lamb,hyena,lion,leopard,chimpanzee,river,stream,mean,mix,flour,flower,teeth,tongue,lip,leg,calf,toe,palm,tree,mango,eyes,nose,mouth,orange,oracle,auricle,ventricle,aorta,vein,capillary,artery,love,hatred,grace,happy,joy,funny,money,game,key,keyboard,computer,monitor,screen,motor,bicycle,vehicle,alcohol,television,plasma,medicine,doctor,carpet,rug,wallpaper,mouse,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2090,water,bottle,plastic,cup,coffee,black,sugar,sweet,bad,good,food,pizza,pepperoni,bacon,fried,chicken,crispy,sandwich,hungry,chewing,mouth,tongue,teeth,white,brush,toothpaste,dentist,floss,particles,atoms,science,unknown,interesting,smart,stupid,school,grades,work,salary,money,investing,landlord,flipping,retirement,savings,loans,interest,taxes,painful,wasted,pointless,software,programming,java,database,performance,best,simple,technology,automation,future,autonomous,cars,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2091,body,arm,leg,torso,chest,ribs,hear,lungs,balloon,carnival,clown,child,run,walk,sprint,race,track,car,fast,slow,turtle,shell,beach,sand,crab,lobster,ocean,water,cold,hot,stove,cook,food,bagel,jam,grape,fruit,apple,orange,pear,tomato,carrot,zucchini,lettuce,salad,dressing,ranch,mayo,mustard,hotdog,hamburger,cookout,summer,fall,winter,spring,seasons,calendar,weeks,days,months,year,time,clock,wall,floor,door,window,curtain,fabric,sewing,pattern,dress,zipper,button,,,press,work,job,business,stressful,hard,time,saving,money,bank,teller,counter,cash,coins,spending,store,shopping,groceries,clothes,pants,shirt,skirt,dress,shoes,sneaker,sandal,loafer,man,woman,child,younf,small,medium,large,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2092,body,skin,beauty,glow,warm,nights,summer,beach,party,friends,fun,sex,boyfriend,love,happy,fun,smile,family,bbq,fireworks,hot,kisses,excitement,enjoy,food,drinks,tequila,pool,sun,tan,sexy,bar,drinks,people,conversation,friends,camping,outdoors,hiking,activity,nature,wild,adventures,trip,plane,airport,taxi,car,garage,house,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2093,water,drop,lemon,citrus,orange,soda,cola,pop,corn,bread,flour,sugar,brown,cow,milk,chocolate,cake,cup,sippy,toddler,bed,sleep,dream,brain,head,shoulders,knees,toes,nailpolish,nails,broken,glass,water,drop,rain,thunder,lightening,lights,bulb,flour,flower,waste,,,,water,pip,pipe,plumbing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2094,body,type,form,paper,toilet,bathroom,tub,showrr,clean,dirty,outside,house,lawn,grass,mower,cut,hair,shampoo,conditioner,bodywash,soap,hands,nails,paint,brush,makeup,blush,red,rainbow,st.patricksday,holiday,christmas,tree,presents,lights,cookies,santa,stockings,kids,parents,fami,family,love,kind,caring,loving,fun,vacation,disney,rides,food,souvinirs,travel,airport,suitcases,bags,seats,brochure,bus,school,work,books,pencils,pens,ruler,crayons,makers,football,sunday,rest,church,god,religion,ritual,rite,passage,childhood,toys,blocks,puzzles,figures,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2095,body,paint,can,tin,tuna,fish,sandwich,turkey,meat,food,hungry,feeling,sick,illness,news,television,cable,internet,satellite,space,nasa,science,experiment,outcome,ending,story,protagonist,hero,brave,warrior,wizard,spell,component,formula,racing,engine,piston,pressure,stress,cracks,sidewalk,chalk,gymnastics,olympics,greece,olives,cooking,heat,lava,volcano,climate,atmosphere,air,oxygen,breathing,rhythm,drums,music,radio,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2096,water,board,smooth,table,surface,flat,swimming,pool,slow,movement,ocean,river,stream,boat,ride,waves,tide,gentle,slope,downward,bed,sea,rain,fall,wet,ground,crop,grows,hig, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2097,water,wet,rain,weather,sunny,sun,bright,sunburn,ill,sick,cough,cold,warm,fish,sea,ocean,reef,shipwreck,pirate,gold,necklace,ring,jewelry,diamond,rare,silver,money,rich,poor,sad,bills,broke,arm,hand,feet,warm,cold,winter,snow,white,brown,blue,,pink,valentine,heart,chocolate,tooth,pain,hurt,doctor,knowledge,college,books,cost,home,heart,good,bad,unhappy,happy,rich,mansion,carefree,travel,japan,germany,hawaii,volcano,helicoptor,ears,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2098,body,part,hair,brush,cat,dog,fleas,bugs,insects,annoying,irritate,anger,mad,happy,surprise,birthday,party,streamers,decoration,christmas,holiday,vacation,trip,island,beach,caribbean,hurricane,disaster,flood,water,homes,residence,neighborhood,friends,family,relationship,partner,lawyer,legal,case,jury,peers,judgement,verdict,guilty,sadness,crying,tears,face,glowing,makeup,eyes,blue,flowers,garden,vegetables,food,eat,dinner,hea, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
