ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144
1054,body,heart,soul,lungs,whole,life,head,part,legs,stomach,complete,fluid,cast,fragile,tissue,blood,,stocking,clothes,type,fat,fr, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1055,water,lake,sun,grass,fish,picnic,fun,rest,relaxing,playing,joy,kids,fishing,book,summer,weather,nice,peaceful,dog,car,blanket,food,woman,beautoful,man,loevrs,snacks,sunset,wind,sunday,weekend,time,free,memory,barbeque,tea,hair,fresh,dress,road,trip,swim,sand,beach,smell,seafood,walking,body,sexy,musix,music,relax,sunburn,fru, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1057,body,arm,legsd,feet,thighs,hands,bones,back,head,forearms,shoulder,hips,toes,fingers,elbows,skin,hair,eyes,nose,mouth,ears,teeth,tounge,organs,lungs,heart,blood,cells,liver,kidneys,stomach,gallbladder,intestines,bonemarrow,neveroussystem,respiratorysystem,endocrinesystem,brain,neurons,synapses,frontallob,pinealgland,hormones,hg1,vitamins,minerals,hydration,nutrients,energy,meditation,peace,sernity,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1058,body,arms,legs,face,chest,legs,feet,hands,wrists,back,stomach,shoulders,elbows,breasts,genitals,fingers,lungs,kidneys,liver,intestions,toes,knees,heart,vessels,muscle,knuckles,ankles,butt,thighs,fingernails,toenails,hair,ears,nosecheeks,cheeks,chin,eyes,lashes,airpit,armpit,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1059,water,ice,block,jail,money,cash,bank,robbery,feloney,theif,police,catch,criminal,mind,think,blank,check,look,see,me,the,them,used,car,ride,drive,wilerness,trees,dirt,wood,cut,design,art,paint,artest,vangoe,stars,space,astronaut,comet,planet,galaxy,phone,new,fun,play,game,hockey,win,loose,mind,kind,individual,group,stay,location,pond,frog,lilypad\\,plant,dying,living,bacterior,treatment,cancer,hospital,doctor,nurse,fix,broken,heart,lung,liver,skin,bumps,speed,racing,planes,traui, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1060,water,ice,tea,leaves,tree,cloud,sky,rain,puddle,duck,luck,charms,bracelet,ring,wedding,bride,gown,ball,bat,fly,sky,cloud,rain,dance,ballerina,russia,cold,hot,oven,mitt,catch,play,chase,run,dog,cat,whisker,moustache,hair,ponytail,horse,shoe,lace,bra,pants,shorts,pockets,keys,phone,wallet,money,change,today,tomorrow,yesterday,store,buy,things,stuff,cat,dog,bark,loud,angry,fire,red,hydrant,water,spray,wet,cool,refreshing,thirsty,drink,beer,alcohol,liquor,wine,spirits,gin,juice,apple,orange,blue,ocean,whale,porpoise,dolphin,flip,trick,ball,seal,orca,black,white,brown,chocolate,syrup,sundae,icecream,cone,cube,box,ship,pants,shirt,dress,breeze,hair,skin,nails,polish,sharp,knife,stab,murder,mystery,detective,city,building,window,curtain,mail,owl,magic,fly,broom,sweep,chimney,fireplace,morning,dove,pigeon,rat,sewer,waste,discard, , , , , , , ,
1061,water,bridge,walkway,pedestrian,sidewalk,ending,beginning,start,finish,time,party,lights,camera,action,movie,romance,love,TRUE,FALSE,equation,math,science,technology,computers,printer,paper,writing,paper,pen,pencil,marker,highlighter,protractor,ruler,tape,film,dvd,bluray,tv,programming,cult,religion,faith,harmony,unity,together,peace,war,weapons,knife,rusty,clean,dirty,kitchen,bedroom,bathroom,library,study,test,school,student,teacher,professor,university,college,marxism,communist,socialist,jewish,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1062,water,wet,river,moon,sun,high,noon,fly,eagle,bird,nest,egg,laid,sticks,branches,twigs,leafs,wind,storms,weather,rain,snow,percipitation,climate,change,emissions,bears,water,news,fox,change,election,democrat,republican,russia,movies,action,comedy,drama,sad,funny,interesting,theatre,writing,sadness,time,pencil,thoughts,shirt,sports,jersey,team,favorites,monitor,mouse,keyboard,desk,chair,drawer,bag,can,tape,trash,bottle,paper,plates,box,shipping,postal,jacket,lanyard,door,belt,jacket,cologne,poster,phone,apple,samsung,candle,keychain,salda,salsa,notebook,chips,salt,spicy,mild,cursor,wire,processor,memory,speed,access,charge,letter,bill,notice,money,debt,controller,wheel,car,enginge,piston,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1063,water,drink,juice,apple,pie,pumpkin,bread,banana,pudding,chocolate,cake,muffin,gluten,free,range,eggs,chicken,duck,quack,doctor,hosipital,illness,medicine,pills,treatment,reaction,happy,smile,eyes,brown,chocolate,labrador,puppu,puppy,kitten,cat,meow,purr,happines,snuggles,warmth,blanket,bed,sleep,dreams,nightmares,scared,shakines,caffeine,coke,sugar,diabetes,family,love,charle,charle,charlie,izzy,dusty,rescue,love,peace,happiness,smiles,dogs,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1064,water,drink,wine,glass,car,motor,motorhome,rv,camping,fishing,travel,japan,plane,flight,boat,ship,sails,anchor,news,desk,computer,game,disk,casette,vynil,record,sports,baseball,bat,ball,football,cheer,dance,shoes,running,medal,award,trophie,bass,fish,pole,ocean,jellyfish,diving,swimming,coral,life,polution,plastic,recycling,cans,cooking,food,desert,cookies,biscits,gravy,breakfast,diner,eatingout,travel,siteseeing,historical,graveyard,dead,dad,lost,sad,child,home,cherrytree,summer,season,fall,pumpkin,pie,thanksgiving,mashedpotatos,sunflowers,garden,plants,bees,honey,food,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1065,water,fish,trout,rainbow,rain,clouds,pillow,sleep,tire,work,pay,money,cash,check,list,shopping,store,grocery,cereal,chex,corn,field,dirt,wash,hands,clap,concert,band,marvelous3,best,champion,boxing,tyson,chicken,barbecue,cook,steak,cow,farm,country,trees,camping,tent,shelter,house,remodel,fix,broken,toys,games,monopoly,mcdonald's,happy,feeling,sick,coronovirus,trump,president,reagan,actor,arnold,terminator,insects,spider,scary,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1066,water,beach,sand,ocean,sun,sunscreen,tropical,surf,waves,umbrella,tan,warm,swim,boardshorts,swimsuit,bodysurf,exercise,muscle,weights,fitness,fun,music,peak,supplement,garage,gym,happy,calm,early,motivation,success,education,progress,growth,knowledge,promotion,achievement,happiness,acceptance,wealth,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1067,body,arm,,arm,longarm,foot,head,ear,nose,eyes,mouth,tongue,sexy,slender,skinny,fat,arge,large,small,water,move,taste,smell,bodybuilding,exercise,obese,bodyparts,pretty,beautiful,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1068,water,bath,sink,tub,bathroom,kitchen,bedroom,bed,desk,lamp,nightstand,night,stars,moon,sun,light,lighthouse,beach,ocean,waves,greeting,goodbye,welcome,mat,doorstep,door,entrance,exit,fire,smoke,cigar,tobacco,leaves,trees,nature,green,red,blue,yellow,orange,apple,banana,strawberry,kiwi,tropical,island,vacation,hammock,beach,sand,seashells,sandcastles,bucket,ice,drink,,soda,seltzer,water,lake,frogs,snakes,mouse,fur,coat,winter,cold,ice,cream,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1069,water,pie,apple,bean,soup,can,idea,philosophy,aristotle,name,president,file,conspiracy,stolen,valor,military,general,gerenade,call,phone,number,sex,eat,pedophile,weird,me,psychology,exam,test,failure,regret,distute,lie,cheat,steal,song,music,type,writer,deal,poker,gambling,casino,rich,failure,stolen,money,robbery,bank,dealer,fine,jail,police,sentencing,judge,court,plea,cop,sign,road,driving,car,truck,van,keys,ride,texas,nebraska,arkansas,hawaii,states,representative,coronavirus,sick,flue,hospital,treatment,vaccine,death,living,grave,church,funeral,,,,,,,,,call,text,phone,number,change,stolen,sim,card,credit,money,activate,bank,roll,deal,experiment,associate,psychology,test,report,card,teacher,exam,professor,college,university,books,lear, , , , , , , , , , , , , , , , , , , , , , , , , , ,
1070,body,player,unique,longer,played,smaller,groups,this,that,would,could,types,fruit,apples,bananas,kiwi,oranges,strawberries,watermelon,eggplant,tomato,greenpeas,brocoli,carrots,healthy,technology,computer,desktop,laptop,mobile,mouse,keyboard,motherboard,universalserialbus,thermaltake,corsair,intel,steelseries,sony,dell,microsoft,nintendo,sword,personal,wanted,online,ketchup,mustard,mayonaise,dragon,fun,hair,jelly,figure,fan,black,red,pink,blue,white,brown,black,settings,mousepad,water,powersupply,graphics,windows,chrome,firefox,brave,safari,edge,tor,steam,super,power,strength,speed,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1072,body,art,paint,red,hair,gel,jello,desert,candy,sweet,tooth,mouth,face,look,eyes,color,light,day,sun,moon,night,cold,blanket,warm,tea,milk,cheese,tortilla,pizza,italian,garlic,pungent,strong,big,large,tall,tree,plants,garden,corn,yellow,gold,ring,money,cash,wealth,comfort,soft,warm,fire,romance,love,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1074,body,wash,soap,scum,dirt,road,kill,murder,row,corn,field,goal,accomplish,feat,point,pin,drop,sharp,blade,knife,edge,seat,chair,wooden,bench,stadium,game,boy,hood,car,lane,yellow,light,year,birth,day,light,speed,stick,figure,figure,numbers,count,standard,digit,count,number,dial,telephone,count,account,bank,teller,assistant,director,office,boureugh,federal,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1075,water,lake,ocean,shortage,turtles,dolphins,bottles,environment,seagulls,beach,drink,cold,rain,storm,thunder,snow,hurricane,blizzard,ice,melt,ski,skate,winter,cold,hike,nature,backpack,boots,camping,canteen,lemonade,tea,juice,boil,bowl,dog,birdbath,garden,droplet,refill,landfill,recycle,reuse,tap,flouride,chemicals,lead,chlorine,pool,spa,tub,shower,swim,boat,jetski,lifejacket,sink,shells,jellyfish,starfish,shark,crabs,sand,dune,tree,forest,sunset,clouds,sunrise,moon,stars,trail,coyote,wolf,river,stream,creek,bridge,dock,marina,waves,ship,yacht,dew,grass,leaves,weeds,ladybugs,bumblebees,honeybees,mosquitoes,waterproof,humidity,melt,bake,sweat,run,marathon,walk,route,race,garmin,fitbit,refresh,dehydrated,sunburn,sunscreen,lotion,aloe,cactus,drizzle,desert,moun, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1077,body,arm,hand,fingers,nails,hammer,heavy,cloud,dark,black,white,paper,ink,pen,pencil,wood,saw,hand,fingers,rings,earings,necklace,neck,shirt,color,red,sky,blue,heron,bird,parakeet,seed,plant,green,color,blue,ocean,sea,gull,bird,fly,swatter,hit,baseball,game,players,nine,numbers,math,dislike,subject,history,egypt,pharoh,annubis,death,dark,night,sleep,pillow,solft,feather,bird,fly,freedom,harley,motorcycle,wheels,car,fast,fun,rides,amusmentpark,disney,goofy,mickeymouse,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1078,water,wet,bath,bubbles,haiku,chinese,symbol,word,write,english,pronoun,linguistics,philosophy,language,histrionic,dramatic,wild,fun,party,welcome,door,knock,bell,home,house,warmth,living,space,couch,sofa,chair,table,fabric,glass,plate,fork,knife,spoon,drawer,dish,clatter,wash,clean,soap,scrub,faucet,handle,counter,granite,stone,hardware,knob,copper,metal,silver,gray,colors,paint,canvas,art,create,artist,historic,memorable,foreign,place,visit,vacation,go,went,cost,trip,miles,travel,beach,indonesia,trees,breeze,hot,sunny,there,villa,food,fruit,strawberry,raspberry,blueberry,watermelon,salad,lettuce,dressing,oil,vinegar,seasoning,oregano,leaf,plant,pointy,cactus,succulent,orchid,petal,bloom,blosson,blossom,bell,gossip,girl,actor,actress,film,camera,set,character,development,narrative,fiction,genre,canon,literary,themes,acclaim,widespread,award,novelist,account,, , , , , , , , , , , , , , , , , ,
1080,water,flow,run,jump,beam,smile,gracious,good,bad,goth,hot,sexy,girl,boy,band,injury,drive,food,hunger,compete,win,gold,dig,insult,anger,chill,ice,diamond,sing,internet,technology,future,robot,terminator,fun,slide,park,drive,vacation,savings,debt,anxiety,fear,horror,monster,fight,peace,love,obsession,stalk,aggressive,bitter,sweet,candy,dentist,crown,royalty,queen,belong,together,friends,coffee,cigarette,beer,party,games,laughing,joy,holiday,gifts,tree,snow,christmas,politics,hypocrisy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1082,water,park,land,ho,bag,man,boy,girl,scouts,rangers,texas,tech,firm,grasp,grab,bag,lunch,box,car,club,sandwich,shop,drop,zone,area,code,honor,hold,fast,slow,creep,weirdo,psycho,crazy,confused,conflicted,uneasy,hard,soft,taco,flavor,town,center,middle,midway,island,paradise,california,love,hate,dislike,favor,assist,help,me,too,much,many,few,proud,pride,lion,beast,mode,setting,dial,switch,swap,change,dollar,bill,law,task,job,duty,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1083,body,modification,change,evolve,grow,big,zoltar,fortune,fame,hollywood,hills,mountains,peak,snow,ice,cold,polar,,bear,grizzly,hunter,camouflage,stealth,leopard,prowl,prey,seek,find,discover,aquire,achieve,victory,champion,leader,protector,knight,royal,lord,king,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1084,body,hand,finger,nail,paint,pretty,beautiful,femine,sel,self,esteem,thoughts,worthy,equal,smart,dedicated,mother,wife,helper,friend,relationship,give,take,honor,loyalty,country,family,faith,god,love,salvation,jesus,cross,sins,forgiven,heaven,eternal,soul,damnation,hell,deserve,grace,saved,bible,read,guide,life,command,compassion,empathy,sympathy,kindness,advantage,taken,wrath,anger,apologize,mercy,good,church,fellowship,family,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1085,water,cup,bottle,drink,booze,drunk,tipsy,fall,stumble,break,hurt,pain,fall,down,floor,house,furniture,home,inside,outside,nature,trees,birds,plants,bees,flowers,fruit,apple,banana,strawberry,orange,tangerine,clementine,kiwi,blueberry,pie,cake,tart,cookie,brownie,dessert,lunch,dinner,supper,meal,snack,breakfast,pancakes,waffles,muffins,sweet,savory,flavor,tasty,good,awesome,fantastic,delightful,wonderful,cool,wicked,nice,wonderful,stellar,stars,moons,sun,sunset,sunrise,day,night,sleep,dark,stormy,cloudy,moody,dreary,dingy,sad,depressed,anxiety,nervous,bad,awful,terrible,horrible,miserable,unhappy,crappy,awful,great,old,new,young,fresh,exciting,boring,dull,sleepy,tired,rest,nap,pillow,couch,chair,footrest,rug,tv,monitor,computer,shows,videos,movies,songs,games,nintendo,sony,xbox,games,remote,controler,cable,cord,programs,watch,observe,sit,relax,nothing,empty,blank,, , , , , , , , , , , , ,
1086,body,mind,brain,tissue,paper,tree,woods,forest,home,happy,joyful,glee,tv,ads,annoying,irritate,angry,emotion,something,anything,this,that\\,then,though,who,what,where,when,why,how,solve,other,self,selfish,desire,need,kneed,knee,flea,joint,pipe,bong,packed,bowl,plate,cup,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1089,water,wet,water,cold,ice,berg,ocean,north,,pole,santa,christmas,gifts,wrappingpaper,bow,ribbon,contest,first,,place,winner,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1095,water,bucket,basement,wet,towel,dryer,washer,plumber,carpenter,house,paint,brush,hair,shampoo,store,money,shopping,clothes,pants,shirt,sleeves,records,accountant,job,search,walk,summer,sun,pool,tan,swim,suit,business,meeting,hotel,center,stage,musician,guitar,bass,speaker,motivate,crowd,diverse,school,study,books,read,glasses,water,spigot,hose,lawn,furniture,chair,desk,top,game,spin,machine,worker,time,clock,face,smile,teeth,dentist,drill,army,major,minor,asia,europe,italy,rome,venice,apparel,manufacturing,trade,partners,marriage,divorce,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1096,water,plant,umbrella,cat,horse,ride,winter,storm,halo,instruction,grape,till,sour,cream,hip,money,notebook,lettuce,sewer,imagine,summon,transpire,transcript,interrupt,television,equipment,sewer,stash,zoo,radio,flash,enough,solicit,checkbook,card,magic,finish,screen,character,map,ribbon,battery,envelope,sanitizer,knife,knight,night,pen,pin,band,rock,stump,owl,nut,powerline,pole,desk,tire,engine,wall,grass,machine,terminator,equate,juice,liquidation,couch,stand,hammock,cutting,deer,slice,sword,shed,backing,tack,tact,interview,worsen,light,lite,notepad,wish,genie,napkin,sports,studder,rudder,fish,motorcycle,blimp,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1098,water,glass,clear,crystal,precious,loving,heart,organ,life,death,morbid,sad,happy,smile,glow,light,dark,black,white,bright,shine,shine,light,beam,laser,cut,bleed,drip,drop,fall,trip,stmble,balance,calm,storm,weather,rain,wind,blow,whistle,work,sweat,heat,cold,ice,tea,lemon,lime,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1099,water,drink,thristy,dehydrated,dry,mouth,hot,sunny,outside,playing,basketball,friends,tired,break,pain,relaxing,bored,nothing,silence,lonely,depressed,sad,anxiety,anxious,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1105,body,conclusion,beginning,middle,medium,large,small,grand,great,inferior,superior,king,queen,jack,ace,blackjack,poker,casino,resort,spa,pool,water,slide,playground,park,swings,field,football,basketball,baseball,golf,soccer,cricket,roach,spider,tick,watch,clock,time,finite,infinite,everlasting,original,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1110,body,arm,leg,toe,tow,truck,car,highway,road,deer,forest,tree,green,color,red,fire,heat,burn,ointment,medicine,sick,hospital,doctor,nurse,school,student,book,word,alphabet,letter,mail,stamp,rubber,tree,forest,ranger,army,war,fight,boxing,glove,hand,finger,ring,circle,square,city,people,population,census,compilation,group,herd,cattle,ranch,dressing,room,space,planet,earth,moon,star,hollywood,sign,language,english,class,type,print,newspaper,story,book,pages,squire,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1111,body,mind,heart,blood,red,apple,fruit,pear,pair,duo,done,deed,read,book,page,squire,knight,night,king,emperor,god,universe,totality,humanity,life,death,eternity,immortal,soul,rend,people,places,things,drugs,addiction,overdose,heroine,needle,record,music,note,dollar,bill,crisp,spend,cheap,sale,sail,boat,ocean,wave,surf,tao,river,flow,spit,rhymes,beat,rap,melody,rhythm,cadence,slang,accent,polish,nail,growth,hair,personal,private,secret,internal,combustion,engine,rev,revolution,orbit,galaxy,milk,fat,saturate,permeate,perm,dye,rainbow,spectrum,autism,disorder,disease,mentakl,cranium,crack,crevice,device,decisive,vice,ice,rice,nice,mean,dirty,filth,ugly,clean,fresh,new,buy,purchase,commercial,commodity,product,sell,profit,margin,marking,harken,hardship,championship,relationship,shipwreck,wreckage,rekt,, , , , , , , , , , , , , , , , , , , , , ,
1113,body,leg,foot,toes,nails,board,wood,splinter,sharp,dull,boring,bland,exciting,fun,new,improved,better,worse,same,game,lame,lane,car,truck,wheels,axis,machine,oil,gas,mass,glass,grass,green,earth,tree,leaf,brown,gown,noun,clown,clove,wove,dove,under,over,sideways,zigzag,flag,wag,nag,glad,bad,mad,magazine,limousine,opossum,blossom,awesome,lawson,lawn,son,gun,nun,sun,moon,sky,clouds,blue,glue,hot,cold,mold,fold,paper,money,honey,sweet,sour,flour,power,now,wow,bow,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1115,body,part,arm,skin,pink,wash,soap,bubble,bath,white,clean,antisceptic,medicine,disease,sickness,germ,infection,quarantine,virus,fear,stockpiling,travel,caution,worry,train,car,plane,airport,security,stop,go,game,board,pieces,pie,cherry,apple,crust,cake,layers,vanilla,bean,green,blue,ocean,wide,deep,wave,salt,gull,rocks,seal,eel,lake,mud,boat,park,picnic,blanket,sandwiches,ham,turkey,bread,baking,scones,croissants,italy,france,revolution,war,red,blood,fight,guns,gunpowder,smell,see,touch,feel,silk,soft,cloth,sewing,design,needle,art,paint,brush,canvas,studio,apartment,rent,complex,building,story,view,price,money,salary,raise,bank,account,save,spend,thrift,shopping,mall,food,court,pretzel,chicken,orange,bag,purchases,gifts,christmas,lights,presents,trip,garland,decoration,candle,flame,fire,conflagration,disaster,australia,koala,kangaroo,dead,sad,depressing,climate,hurricane,wind,tornado,damage,insurance,preparation,florida,everglades,mangroves,snakes,pythons,co
