ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152,word 153,word 154,word 155,word 156,word 157,word 158,word 159,word 160,word 161
1051,water,flood,book,river,damage,stream,blood,god,tree,mirror,hat,goat,free,drop,draught,milk,fill,cup,pitcher,golf,vet,zero,help,over,none,gone,limp,wet,awful,rain,pillow,sleep,bed,drink,juice,soda,box,cup,glass,plate,fork,spoon,giggle,apple,mount,please,deer,foxz,elephant,yelp,old,gold,pretzel,map,quest,fount,flip,full,good,fold,flip,dolphin,edge,nudge,gimp,ocean,wave,monsoon,titdal,pool,glimpse,fish,shark,whal,lapse,boat,ship,angry,scared,depth,monster,gull,bird,hawk,falcon,eagle,parrot,toucan,jungle,zebra,swamp,drain,givernment,pond,fishing,line,tackle,gear,paddle,drown,slip,slide,slow,slick,sallow,shallow,life,empty,tired,hurt,pain,injury,accident,car,dead,afraid,coffee,sandwich,donut,fries,dip,salt,hundrgy,food,ache,pain,limp,mood,dream,nightmare,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1052,body,pain,moment,love,join,death,embrace,cold,hell,pray,sorry,burn,angry,key,silence,smoke,monitor,book,coffin,food,glasses,wine,sauce,picture,laptop,floss,leg,iron,cork,bug,frozen,wine,baby,flame,flower,fall,night,romance,window,melody,chain,box,pipe,chrome,drum,dress,hair,finger,tan,blue,wish,soothing,dream,wither,soul,wall,haunted,memory,pill,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1053,body,lies,truth,FALSE,TRUE,not,some,apparent,obvious,obtuse,acute,trying,vexing,beliggerent,abusive,animal,dog,cat,fish,trophy,cletus,baseball,bat,wrestling,championship,belt,award,godl,gold,silver,diamond,wedding,ring,wife,child,family,old,young,life,death,timeline,car,delorean,space,flying,airplane,joke,funny,compedian,comedian,show,music,rock,paper,scissors,wim,win,lose,try,star,wars,movie,science,fiction,spaceship,camp,fire,tent,fishing,sports,football,score,sex,woman,boobs,legs,thighs,chicken,fry,fat,oil,weight,exercise,running,escape,scared,timid,afraid,lame,duck,wet,lake,pond,creek,cow,graze,snack,hike,climb,sweat,exhaustion,tired,sleep,retire,work,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1054,water,air,water,hydrogen,chemistry,school,work,youth,age,elder,statesman,constitution,law,democracy,riot,food,baguette,pastry,brian,retirement,shuffleboard,floor,ship,vacation,cruise,money,class,waste,ink,consumerism,capitalism,inequality,wage,gender,bernie,voting,yuriy,money,job,enter,pay,leisure,larry,games,childhood,father,truck,truck,chevy,gmc,old,yellow,garage,cars,oil,grease,messy,hair,room,house,home,renting,mortgage,responsibility,debt,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1055,body,horror,movie,sex,woman,man,kind,weed,pot,drugs,coke,sex,love,babies,puppies,music,love,peace,iran,trump,missles,vote,bernie,nader,zinn,chomsky,trotsky,icepick,california,ocean,van,drugs,love,woman,cat,dog,flipper,nemo,fishbowl,crab,walk,beach,sand,rocks,tide,starfish,camera,catherine,camera,film,develop,darkroom,redlight,paper,photo,art,gallery,frame,wine,accolades,grant,house,ocean,breeze,children,grandchildren,nintendo,studio,hardwoodfloor,rug,drums,bass,guitar,synthesizer,modular,cables,wifi,bluetooth,led,sequence,monophonic,tape,tapedeck,record,packaging,mail,sales,check,account,money,cash,grow, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1057,body,clean,shower,hot,drink,milk,cow,steak,food,chocolate,pie,desert,meal,eat,stomach,sick,puke,bad,people,world,round,sphere,3dcircle,3dimensions,space,stars,sky,blue,color,primary,red,yellow,paint,painting,art,sculpture,marble,tile,bathroom,dirty,clean,nature,recycle,plastic,trash,bottle,glass,silica,sand,beach,water,ocean,blue,waves,salt,ocean,fish,whales,migration,birds,flying,planes,travel,vacation,miami,florida,alligators,snakes,swamp,green,mud,turtles,pond,lillies,plants,grass,cut,fresh,outside,fence,white,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1058,body,arm,throw,ball,gown,dress,clothes,washer,dryer,appliance,oven,cook,food,eat,lunch,break,work,job,office,building,city,large,elephant,zoo,monkey,banana,apple,fruit,vegetable,carrot,rabbit,tortoise,slow,fast,cheetah,jaguar,car,drive,roads,highway,travel,airplane,fly,bird,eagle,america,country,world,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1059,water,drink,juice,orange,tree,leaves,fall,season,salt,pepper,green,bean,plant,flower,yellow,sun,hot,summer,swim,water,drink,soda,coke,drug,antibiotic,sick,fever,hot,cold,winter,coat,warm,heat,hot,cool,chilly,freezing,ice,cube,square,box,present,gift,birthday,candles,fire,hot,cold,ice,melt,cheese,dip,swim,suit,work,tired,sleepy,awake,wired,engine,go,stop,pause,start,begin,end,start,stop,sign,car,beetle,bug,squash,vegetable,eat,hungry,food,burger,cheese,lettuce,ketchup,mustard,pickle,cucumber,plant,garden,sr, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1061,body,sex,fun,vagina,breasts,ass,legs,thighs,stomach,neck,stroking,choking,slapping,fucking,drinking,alcohol,beer,shots,guns,shooting,crime,murder,cars,chase,police,crime,laws,driving,eating,restaurants,burger,soda,fries,napkins,dinner,table,family,mother,father,brother,uncle,cousins,aunt,travel,vacation,hotels,subway,television,beds,shower,lobby,coffee,starbucks,neighborhood,walking,visiting,reading,nap,tired,caffeine,energy,health,depression,sad,doctor,appointment,healthcare,insurance,annoyance,money,poverty,income,job,work,sleep,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1062,water,bath,room,house,street,city,town,people,crowd,shoppers,christmas,santa,toys,children,babies,mothers,birth,death,coffin,vampire,blood,knife,fork,spoon,coke,party,drinks,people,laughter,jokes,comedians,television, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1064,body,leg,hand,eyes,mouth,ear,head,nose,fingers,toes,knee,waist,human,bone,flesh,muscle,tissue,cell,fluid,growth,hair,skin,lips,tough,system,blood,veins,intestine,kidney,liver,heart,lungs,ribs,vertebrae,anu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1065,water,river,pond,frog,amphibian,animal,human,darwin,evolution,theory,science,progress,advancement,improvement,self-help,therapy,psychiatry,study,university,education,class,economics,marx,socialism,government,democracy,us,america,nation,geopolitics,trade,china,uighur,genocide,judaism,rabbi,orthodox,conservative,republicans,fygm,twitter,socialmedia,facebook,zuckerberg,privacy,right,erode,river,water,rain,weather,snow, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1066,water,fall,winter,snow,ice,tea,coffee,mocha,frappe,cup,saucer,plate,dish,spoon,knife,fork,spear,pickle,dill,sour,sweet,candy,easter,bunny,battery,acid,rain,umbrella,dry,arid,desert,camel,hump,oasis,resort,hotel,lobby,room,porter,train,tracks,travel,journey,vacation,sightseeing,camera,digital,computer,printer,keyboard,monitor,baby,child,parent,mother,father,sister,brother,family,home,work,school,teacher,class,blackboard,math,grades,graduation,college,degree,temperature,climate,weather,forecast,reporter,news,breaking,headlines,national,sensation,politics,dirty,spy,espionage,secret,compartment,glove,hand,mitten,socks,shoes,sandals,foot,toe,toenail,pedicure,spa,salon,manicure, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1067,water,ocean,sea,river,stream,rapids,waterfalls,pond,lake,dam,powerplants,energy,sustainable,renewable,environment,climate,pollution,extreme,weather,temmperature,rainfall,snowfall,cold,hot,flood,tornadoes,hurricanes,forestfire,wildfire,australia,globalwarming,carbondioxide,greenhousegases,methane,gases,air,pollution,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1068,water,balloon,children,board,chalk,white,black,colour,dress,girls,attraction,beauty,parlor,saloon,haircut,band,music,instrument,piano,lyrics,musician,composer,director,films,hero,father,head,leader,school,teacher,students,boks,books,lesson,units,numbers,zero,nothing,something,excited,surprise,birthday,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1069,water,ice,cold,hot,freeze,melt,cheese,burger,fries,coke,soda,drink,sip,straw,hat,brim,edge,cliff,rock,mountain,dew,salt,snow,rain,wind,breeze,sail,boat,oar,raft,gushing,blood,cut,snip,hair,sty;e,color,dye,braid,ponytail,horse,carriage,whip,slash,cheap,sale,buy,shirts,pants,dresses,underwear,run,jog,shoes,pace,time,win,lose,gain,ahead,happy,sad,funny,laugh,smile,sneer,sleep,snore,drink,snooze,nap,dig,shovel,pick,select,choose,opt,purchase,selsct,mine,yours,ours,family,mom,dad,brother,sis, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1070,body,mind,soul,sole,shoe,laces,tied,up,down,left,right,wrong,icorrect,mistake,correction,nes,report,microphone,sound,speaker,volume,loud,quiet,set,props,accolades,congratulations,graduation,ceremony,life,living,eating,breathing,breath,air,hot,cold,freeze,hell,heaven,halo,hat,haberdashery,shop,cigar,lighter,fire,ice,cube,sphere,round,sharp,knife,gun,rifle,bullet,ammo,clip,paper,weight,heavy,cream,sugar,spice,cloves,cooking,stove,burner,pan,spatula,stir,mix,shuffle,cards,deck,patio,furniture,house,roof,shingles,repair,broken,break,hassle,unpleasant,bad,negative,immoral,unethical,philosophy,logic,reason,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1071,water,surface,tension,ocean,deep,pressure,trench,grenade,rifle,machinegun,automatic,aircraft,missle,airlines,spaceship,boeing,moon,planets,earth,sun,clouds,rain,hurricanes,tsuami,earthquakes,wildfires,hiking,trails,shoes,backpacks,emergency,flares,cars,tires,wiperblades,dogs,puppys,cats,kittens,animals,farm,ducks,birds,cows,geese,hay,grass,orchards,oranges,apples,melons,fruit,wheat,bread,pastries,turnovers,pies,cakes,birthdays,candles,sugar,sweets,liqorice,jelllybeans,gumdrops,chocolate,coffee,arabica,kona,whiskey,rum,scotch,monkey,donkey,alligator,home,appartment,house,mone,retirement,savings,spending,insurance,health,excersise,pullups,lifting,eating,sleeping,bed,blanket,desk,cup,keyboard,telephone,laptop,pens,batteries,notepad,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1072,water,cold,liquid,matter,adore,love,hate,annoying,obnoxious,scream,loud,benevolent,pity,charming,cute,small,risky,abrasive,harsh,slick,clear,soft,bright,smart,quick,straight,bent,painful,warm,swollen,throbbing,rigid,girth,wet,black,intimidating,threatening,avoid,distract,run,hide,pray,beginning,flash,belittle,proud,shiny,glitter,round,noisy,printed,damp,moist,windy,brick,heavy,big,huge,gigantic,enormous,closed,open,welcome,fluffy,bits, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1073,body,rash,ache,pain,sick,ill,absent,gone,away,never,leave,go,drive,car,wheels,oil,tire,pavement,drive,trip,vacation,hawaii,tropical,fish,ocean,beauty,nature,hippy,boho,style,thrift,shop,business,owner,woman,jewelry,gold,diamond,valuable,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1074,water,falls,height,meter,kilometer,travel,bike,vehicle,bus,passenger,ticket,movie,horror,thrill,fight,gun,shoot,video,camera,selfie,persons,laugh,comedy,angry,bite,buscuits,children,milk,glass,white,color,paint,paper,book,read,write,test,experiment,lab,research,scientist,invention,discovery,channel,show,animal,kingdom,planet, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1075,body,butter,cow,grass,insect,bugg,child,toys,barbie,son,instrument,melody,note,writing,pen,colorful,rainbow,rain,boots,countryside,pigs,christmas,presents,joy,love,boyfriend,home,fireplace,cozy,winter,snow,cold,white,angel,religion,bible,books,library,event,fun,laughingg,joke,people,friends,gathering,dinner,drinks,alcohol,hangover,pills,doctor,health,exercise,yoga,goats,pets,dogs,fetch,stick,forest,trees,green,plant,tomato,pizza, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1078,water,ocean,blue,color,orange,fruit,apple,tree,bird,fly,airplane,travel,vacation,beach,sand,relax,bath,clean,vacuum,house,family,husband,father,provider,money,bank,savings,spend,shopping,clothes,dress,date,restaurant,food,dinner,date,romance,flirt,love,commitment,wedding,ceremony,religious,vows,promise,loyal,friend,confide,secrets,stories,lies,untrusting,cautious,slow,time,clock,face,numbers,mor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1079,body,part,time,bound,gagged,spoon,fork,knife,hunting,gun,bird,caw,noise,quiet,place,mat,reed,bow,tie,strap,hook,crane,building,roof,chimney,smoke,fire,wood,burn,fireman,red,color,pastel,green,slime,squish,squash,seed,plant,soi;,garden,fresh,market,flowers,algernon,algeria,africa,continent,europe,euro,money,stocks,bonds,chains,captivity,pain,suffering,buddha,truth,christ,jesus,manger,wisemen,spices,nutmeg,cinnamon,tea,ceylon,india,elephant,ride,rollercoaster,park,car,drive,movie,camera,lens,photo,video,vhs,tape,cassette,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1080,body,part,hair,love,life,size,queen,king,royal,palace,home,heart,people,animals,deer,wild,free,speech,loud,exuberant,vivacious,character,charisma,charming,prince,princess,elegant,luxury,quality,comfortable,eas,relax,sleep,dream,fantasy,magic,fairy,nature,flowers,trees,sky,blue,color,rainbow,gay,aware,open-minded,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1081,water,hydration,life,earth,planet,galaxy,universe,space,time,history,past,memory,brain,thought,knowledge,power,influence,change,progress,future,forward,move,grow,tree,forest,nature,resource,useful,tool,fix,repair,upgrade,advance,create,design,plan,idea,problem,solution,answer,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1082,body,pain,relief,drugs,doctor,hospital,nurses,care,rest,bed,room,key,hole,dig,deep,thought,mind,body,temple,shrine,pray,church,priest,nun,convent,dark,night,day,trip,car,gas,engine,airplane,travel,vacation,family,kids,marriage,love,hate,bad,good,better,best,top,above,mountain,peak,high,noon,lunch,food,eat,snack,chips,dip,pool,table,meal,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1083,body,part,whole,milk,cereal,egg,white,chalk,board,card,birthday,candles,flame,lighter,yellow,card,fold,apron,string,cheese,mouse,cat,kitty,litter,box,cart,wheel,chair,table,leg,arm,head,shoulder,elbow,hit,ball,soccer,kick,player,hockey,puck,net,fish,fins,swim,lake,float,device,phone,speaker,loud,soft,sheets,clean,smell,nose,nostrils,pig,animal,giraffe,tall,short,plump,round,circle,unit,measure,spoon,cup,saucer,space,planet,stars,sun,moon,eclipse,dark,light,angel,christmas,star,compass,navigate,system,direction,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1084,water,wet,rain,umbrella,shade,shadow,cold,snow,ice,slippery,banana,fruit,apple,computer,pc,technology,smart,intelligent,good,happy,smile,grin,teeth,brush,hair,ponytail,rubberband,stretch,long,tall,building,concrete,urban,city,roads,cars,auto,mobile,baby,child,yoda,star,wars,warfare,violent,sad,mad,angry,fierce,hard,soft,butter,cake,candles,torch,fire,hot,cold,snow,white,colors,rainbow,skittles,candy,sweet,sugar,unhealthy,bad,good,nice,pleasant,likable,endearing,lovely,beautiful,gorgeous,stunning,sharp,dull,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1085,body,limbs,hands,fingers,nails,fingertips,cuticle,pain,hurt,sad,angry,violent,powerful,strong,person,human,alive,rowdy,excited,loud,obnoxious,annyoing,bad,people,population,city,town,neighborhood,street,houses,house,address,home,living,alive,awake,asleep,bed,room,carpet,bed,queen,country,president,leader,power,status,money,cars,expensive,reparis,often,fixing,broken,ruined,area,place,museum,science,technology,computers,screen,display,colors,bright,clear,large,awesome,cool,wind,weather,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1087,body,arm,finger,nail,board,fence,wood,pole,flag,star,sky,moon,sun,bright,light,bulb,lamp,table,plate,food,chicken,feather,bug,outside,cold,snow,water,plants,green,tree,bark,dog,fur,floor,vacuum,trash,can,truck,dump,plastic,bottle,drink,juice,fruit,apple,sticker,book,print,newspaper,paper,tree,leaves,fall,ground,dirt,worm,poop,fertilizer,,,plants, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1088,water,drink,swim,lake,ocean,sea,fish,hydrate,sip,island,boat,fishing,shark,whale,crab,shells,sand,beach,ingredient,coffee,puddle,mud,rain,storm,tornado,hurricane,flood,water,delicious,drinking,hydrogen,oxygen,ship,submarine,swim,navigate,ocean,pacific,atlantic,indian,arctic,ice,iceberg,polarbear,penguin,globalwamring,climatechange,northpole,southpole,antarctica,earth,water,drinking,hydrate,refreshing,soap,clean,shower,bath,tub,pool,swimming,olympics,michaelphelps,synchonizedswimming,divingintoapoool,bellyflops,fast,go,dogs,cats,water,laptop,phone,apples,bananas,lumpy,vacuum,wine,plants,chlorophyl,photosynthesis,sunlight,biology,chemistry,cells,cellwall,mitochondira,donaldtrump,granola,podcast,working,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1089,body,mind,brain,matter,grey,cloud,sun,storm,wind,fire,blaze,heat,miami,latino,brown,shit,nasty,sick,cancer,death,mortician,embalm,fluid,ascites,abs,bloat,food,sour,taste,calories,oil,snake,charm,india,east,west,shrine,game,play,sport,fun,run,gun,bullet,colt,horse,spirit,disney,animation,traditional,computer,cringe,yikes,oof,dilate,eyes,pupils,students,captain,luck,cardinal,red,dead,redemption,salvation,resurrection,rebirth,phoenix,rising,dark,night,star,twinkle,gleam,shine,light,infrared,crimson,tide,moon,sea,tranquility,calm,peace,dove,hawk,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1090,water,lake,pond,river,ocean,fish,crab,sand,beach,volleyball,net,tennis,racquet,ball,foot,soccer,black,mascara,makeup,foundation,skin,acne,teenager,gross,bugs,insects,spiders,ants,creepy,ghosts,bigfoot,aliens,ufo,planes,helicopter,hotairballoon,gas,neon,hydrogen,oxygen,lungs,breathe,exercise,reps,set,table,plates,napkin,eat,food,chicken,potatoes,beans,gravy,taters,mashed,cauliflower,white,pale,skin,itchy,bite,summer,sunlight,growth,flowers,grass,trees,leaves,dirt,worms,rain,thunder,lightening,boom,crash,fall,slip,ouch,hurt,sorry,bad,contrite,bashful,goofy,serious,silly,young,boy,child,son,love,happiness,joy,fullfillment,hunger,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1092,water,fire,flame,yellow,flower,fragrance,perfume,air,wind,speed,car,ford,company,manufacturing,product,goods,receipt,bills,papers,pen,ink,blue,color,sky,cloud,white,pure,milk,yogurt,food,burger,chicken,bird,fly,kite,toy,kid,play,football,players, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1094,water,drink,cup,mug,coffee,folders,tin,jar,fruit,vegetables,broccoli,salad,dressing,eat,food,nutrition,diet,healthy,health,living,life,doctor,appointment,care,sick,illness,cancer,chemotherapy,death,funeral,grief,family,sadness,hurt,life,live,school,kids,family,graduate,wedding,marriage,career,goals,achievements,awards,vacation,trip,beach,fun,food,water,happy,anger,resentment,love,care,worry,cry,sadness,thoughts,sleep,nap,tired,exhaust,nap,wake,coffee,breakfast,lunch,dinner,snack,food,drink,dessert,diet,habit,smoking,drinking,alcohol,cigarettes,drugs,rehab,exerc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1095,body,arm,human,dog,cat,television,food,lunch,time,produce,show,must,horse,hous,hours,record,union,noun,verb,house,heart,,holiday,year,data,home,race,car,garage,purple,dirt,dime,casseste,radio,satelite,jet,plane,bus,gym,workout,juice,golf,cart,fun,game,super,item,store,restaurant,got,yellow,food,vegetable,tomato,cucumber,makeup,paint,crust,laundry,soap,window,door,king,queen,number,gas,station,supermarket,bus,motorcycle,vehicle,hair,brush,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1096,body,vest,wear,clothes,clean,floor,shine,shoes,kick,chair,sit,stand,walk,talk,to,someone,lost,life,love,stress,forget,drama,love,friend,left,store,ship,shop,dance,window,clean,feel,love,forget,past,dream,sleep,new,idea,forget,enemies,hate,dance,anger,rage,yell,begin,again,forget,love,forget,hate,chain,gang,lost,icon,turn,drive,forgive,beg,excel,bear,grit,turn,leave,tried,failed,begin,anew,change,season,flame,burn,lost,money,idea,cordon,forget,hot,cold,begin,run,away,let,go,feeling,small,dancing,fast,tall,cordial,special,forgotten,sex,special,mistak,regret,season,option,forgot,lost,pain,suffer,fear,begin,do,something,hate,start,leave,forget,endless,hate,mean,leave,get,out,end,begin,make,up,mind,let,go,hot,winter,burn,deep,run,fast,hope,leav, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1097,water,air,plant,green,red,light,day,warm,heat,content,placid,calm,relax,peacful,relax,calm,content,free,happy,content,frustration,angry,upset,crazed,calm,unsure,worried,upset,anxiety,panic,fear,scared,unsure,worried,unsure,unpleasant,anxios,fretful,fearful,trepidation,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1098,water,drink,hydrate,health,happy,life,fight,win,effort,best,ideal,love,kind,grandmother,ancestry,lineage,tradition,detriment,backward,failure,recovery,difficult,worthy,me,different,good,relative,perception,unique,one,all,illusion,real,internal,bodchitta,buddha,pema,starting,growth,education,practice,perfection,imperfect,beauty,beholder,strength,wisdom,experience,confidence,self-worth,built,environment,feed,greens,plants,eat,meals,eggs,chickens,farm,land,production,economy,money,greed,evil,power,control,prey,citizens,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1099,water,drink,thristy,dehydrated,hot,warm,season,summer,flowers,plants,trees,nature,forests,hiking,trails,climbing,mountain,hills,country,rural,city,bulidings,stores,shopping,spending,money,earn,work,job,stress,tired,sleepy,wornout,old,young,youth,kids,babies,playground,slide,swing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
