ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
3105,body,arm,wrist,hand,finger,ring,chain,steel,tower,paris,world,globe,space,large,infinate,universe,kids,jeremiah,fun,playfull,happy,sad,crying,laughing,funny,weird,myself,laughing,halarious,funny,friends,drinks,beer,video,games,monopoly,hasbro,long,sticks,tree,leaves,fall,color,red,fire,flames,hell,hot,bad,devil,satan,horns,goats,simulator,sims,death,pool,funny,fun,happy,work,annoying,fast,usainbolt,black,africa,aids,sickness,corona,nasty,lime,lemon,apple,fruit,pie,cake,chocolate,vanilla,pancakes,surup,maple,expensive,house,car,minivan,family,dog,lab,scientist,white,coat,cold,winter,snow,shoveling,sidewalk,grey,holes,long,fall, , , , , , , , , , , , , , , , , , , , , , ,
3106,water,lake,ocean,pond,river,fish,food,steak,cow,grass,tree,sun,planet,earth,mountain,valley,prairie,hay,horse,zebra,giraffe,lion,tiger,monkey,elephant,donkey,carry,stuff,people,human,virus,sick,dead,old,young,friend,person,stranger,family,friend,brother,sister,mother,father,grandfather,grandmother,cousin,married,marriage,years,time,seconds,hours,days,weeks,months,years,decades,centuries,millenia,old,new,bronze,gold,silver,copper,zinc,hydrogen,helium,carbon,gas,solid,liquid,atom,electron,nucleus,cell,mitochondria,laser,energy,fan,air,nitrogen,enemy,friend,acquaintance,work,b, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3107,water,drink,food,pizza,beer,barley,grain,oats,cheerios,cereal,milk,cow,animal,meat,potatoes,mashed,butter,creamy,white,black,grey,colo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3108,body,head,neck,torso,arms,elbow,hands,hips,legs,knees,shin,feet,walk,jog,run,sprint,quickly,fast,speed,distance,time,age,date,birthday,party,happy,cake,food,drink,water,thirst,dry,salt,shrink,small,tiny,grow,bigger,giant,statue,liberty,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3109,water,fall,down,ward,game,day,light,house,plant,garden,bed,blanket,sleep,pillow,comfort,rest,relax,sleep,rest,stop,sign,bright,sun,moon,stars,space,ship,boat,water,ocean,fish,school,child,mother,spouse,work,bills,debt,credit,bank,loan,house,shopping,grocery,food,eat,snack,cheese,meat,bread,butter,sandwich,peanutbutter,jelly,,jar,container,glass,bottle,cup,drink,juice,milk,water,fresh,clean,sheets,laundry,washer,dryer,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3110,body,trim,lean,cut,knife,cooking,food,tasty,chicken,feathers,bird,flying,airplane,trip,japan,culture,anime,cartoons,children,daughter,son,cherish,love,wife,lover,intimacy,sex,pleasure,fun,baseball,sport,athletic,cardinals,st.louis,city,populated,people,crowds,shopping,groceries,food,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3111,water,fall,down,town,hall,way,weigh,sleigh,snow,man,woman,girl,boy,friend,pal,pay,day,time,hour,second,third,home,run,fast,ball,base,bass,treble,sound,music,tunes,toons,loony,bugs,bunny,rabbit,furry,fluffy,stuffy,hot,arid,dry,desert,mojave,indian,thorpe,runner,olympics,japan,summer,corona!,virus,flu,ill,license,beastie,boys,youngster,hip,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3113,body,skin,mole,shrew,mouse,computer,printer,ink,black,white,race,gender,liberal,conservative,church,pew,seat,head,government,capital,word,book,print,online,news,television,game,controller,germs,hospital,coronavirus,isolation,home,repair,paint,brush,watercolor,comics,newspaper,puzzle,pen,pencil,sharpener,electric,fan,heater,winter,snow,plow,car,driving,crash,hockey,stick,popsicle,summer,sun,heat,july,fireworks,night,stars,moon,astrology,libra,scales,kitchen,flour,bread,sandwich,tomato,garden,harvest,canning,salt,chips,snacks,movie,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3114,body,soul,heart,tick,tock,clock,hands,feet,shoes,socks,toes,polish,nails,fingers,gloves,pretty,flowers,colors,purple,yellow,sun,moon,starts,stars,life,bigger,small,people,together,why,are,we,separate,hold,hands,warm,sun,winter,snow,peaceful,clean,squirrels,nuts,backyard,family,feeding,cats,entertainment,funny,chirping,tv,birds,nature,sounds,calming,music,jazz,cats,relax,peaceful,quiet,love,friends,people,cats,melissa,both,happy,funny,chase,grace,healthy,medicine,exercise, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3116,water,fall,down,spout,sprout,bean,chilli,dinner,breakfast,lunch,date,calendar,month,week,end,table,chair,arm,leg,chicken,rooster,foot,toe,nail,glue,board,sail,boat,house,cat,tail,spin,around,corner,store,credit,card,stock,yard,sale,price,tag,line,back,front,cold,hot,mama,father,child,play,time,clock,face,facts,fiction,book,mark,step,over,hill,mountain,range,rover,red,door,jam,jelly,sandwich,bread,butter,fly,paper,plane,train,door,shut,up,down,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3118,water,pool,swim,sunshine,clouds,rain,snow,ice,tea,water,soda,drink,alcohol,pinacoloda,beach,sand,ocean,tan,sun,bright,light,room,house,yard,grass,dog,cat,fish,river,boat,ski,race,run,walk,track,train,engine,motor,vehicle,truck,road,dirt,mud, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3120,water,rain,wet,splash,puddle,umbrella,precipitation,science,scientist,lab,microscope,school,chemistry,chemicals,elements,earth,iron,metal,steel,mailbox,letters,writing,pen,pencil,ink,quill,feather,bird,pigeon,dove,wedding,celebration,champagne,love,hope,heart,liver,organ,doctor,surgery,scalpel,clean,sanitize,sponge,scrub,sink,faucet,soap,gloves,mask,virus,quarintine,hazard,caution,sign,,car,drive,wheels,window,windshield,outside,nature,tree,animals,roads,highway,freeway,store,employee,work,salary,budget,groceries,beverage,drink,soda,alcohol,coffee,tea,leaves,beans,boil,salt,vinegar,chips,aluminum,crunch,paper,parchment,oven,toaster,microwave,counter,kitchen,plate,pot,pan,utensil,spoon,fork,knife,spork,silverware,stir,, , , , , , , , , , , , , , , , ,
3121,body,double,take,down,town,center,field,mouse,trap,door,way,means,end,game,over,pass,through,way,how,down,under,take,out,doors,stop,sign,language,arts,crafts,needlepoint,sewing,machine,tools,hammer,nails,fingers,chicken,coop,stoop,chair,leg,lamb,chops,stick,tree,bark,dog,cat,mouse,cheese,steak,fries,potato,chips,dip,stick,mud,daubber,bug,spray,deoderant,pits,stop,sign,post,notes,paper,shredder,destroy,bomb,drop,ship,sails,sea,fare,toll,booth,car,door,open,close,call,center,baseball,diamond,cruise,ship,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3125,body,arms,legs,walk,distance,far,place,meet,time,day,when,where,way,quick,fast,path,narrow,wide,easy,nice,enjoy,happy,us,we,love,family,together,strong,healthy,long,time,safe,care,help,survive,strive,difficult,hard,present,past,better,great,lovely,friends,fun,event,spend,money,supplies,beverages,store,shop,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3128,water,coolwater,anybody,difference,research,quit,experiment,order,activate,install,appear,enrolled,agreement,eggplant,apple,orange,grapes,elapsed,encourage,best,dog,hight,good,bad,opinion,survet,arrange,disorder,increase,decrease,indoor,outdoor,games,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3133,water,wet,cold,hot,warm,dust,wind,air,sky,blue,cloud,white,grey,dark,storm,rain,mud,flood,tires,car,gas,price,station,people,pump,cashier,money,dirty,gross,infected,sanitizer,clean,safe,corona,vigilance,help,hurt,scared,tired,end,months,stock,money,broke,wait,over,under,out,in,top,bottom,inside,outside,world,all,nothing,trying,dont,outside,spring,flowers,garden,grass,green,happy,coming,river,fish,hook,caught,smile,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3135,water,fresh,apple,tart,cherry,pie,face,lotion,cream,coffee,latte,shop,groceries,closed,building,condemned,actions,moving,stones,river,waters,clear,mind,manners,child,toy,animal,calling,grandma,happy,wife,homemaker,clean,clothes,line,dry,scalp,itchess,arm,tatoo,artist,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3139,body,hand,finger,touch,sense,feel,nail,skin,movement,motion,energy,air,fuel,combustion,burning,consume,consume,eat,grow,vegatables,life,food,hunger,thirst,fear,collect,panic,home,safety,sickness,clean,germs,virus,quarantine,boredome,idle,pause,cancel,losses,waste,government,control,assistance,leadership,frustration,confusion,worry,job,employment,sickdays,help,clean,saving,prepare,supplies,water,food,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3142,water,wet,river,flowing,rapid,fast,quick,speed,rushing,waterfall,falling,crashing,impact,collision,breaking,cresting,rising,flying,airborne,clouds,rain,water,drops,splashing,soaking,drenching,drowning,deluge,flooding,innundate,covering,blanket,soft,cozy,safe,warm,happiness,contentment,relaxation,sleepiness,drowsiness,dreaming,lucidity,awake,aware,alert,perceptive,quizzical,questioning,curious,inquiring,asking,learning,knowledge,intelligence,growth,growing,taller,higher,stronger,muscles,power,imposing,dominating,forceful,assertive,crushing,dominance,tyranny,despot,ruler,leader, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3144,water,water,water,wine,table,pen,goat,drinks,table,cup,cake,icecream,milk,tea,cat,them,plate,food,ankle,leg,hand,oil,liquid,salt,tomato,carrot,ginger,cane,suger,bread,bakery,men,women,man,men,aunt,uncle,sister,brother,bath,tub,tuber,video,game,television,angle,circle,block,palate,knive,cutlass,cool,sweet,heart,honey,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3151,water,lilly,rose,white,flour,dress,spring,woman,nice,nails,lips,blue,happy,cream,shower,river,cold,swimmer,fish,sunny,ring,wine,cherry,memory,eyes,green,life,tomorrow,work,cooking,sleep,evening,london,sauce,page,neecklace,ribbon,son,aunt,house,proud,joy,morning,phone,movie,task,sound\\, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3152,water,blue,sky,clouds,dream,imagine,fact,tell,listen,begin,end,story,book,novel,page,white,yellow,bird,flower,green,grass,field,yard,lawn,mowing,dad,mom,child,sister,brother,football,sports,soccer,ball,kick,throw,hit,yell,sceam,toss,car,take,get,give,locker,metal,school,class,teacher,book,teach,glasses,glass,water,drink,tea,coffee,brown,dirt,garden,earth,tree,tall,bark,leaves,leave,go,away,dribe,station,gas,smell,taste,hear,listen,shirt,pants,dresser,store,buy,purchase,invest,money,loan,bond,bank,withdraw,green,dollar,bill,president,old,dead,rotting,body,killed,grave,gray,sky,rain,storm,thunde, , , , , , , , , , , , , , , , , , , , ,
3153,water,flow,stream,river,ocean,rain,canal,spring,puddle,droplet,drop,stream,swim,drink,thirst,dehydration,waves,rain,storm,hail,liquid,life,h20,dew,tear,shower,faucet,plumbing,pool,float,ship,sail,lighthouse,voyage,antartica,frozen,fish,seals,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3157,body,part,of,some,where,over,under,cut,off,on,top,hat,hair,cut,finger,nail,hammer,tool,belt,leather,cow,milk,drink,beer,bar,stool,sit,down,hill,ski,lodge,fireplace,heat,lamp,shade,dark,night,stars,telescope,science,school,closed,open,door,knob,lysol,sanitize,germs,clean,bleach,white,black,shirt,tail,cat,meow,charlie,baby,cuddles,relax,home,familiar,comfortable,relax,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3159,body,soul,water,energy,fruit,food,burger,meat,cow,animal,world,people,human,friends,adults,worker,employer,money,bills,saving,bank,building,construction,metal,vehicle,glass,door,house,kids,family,dog,pet,food,snack,chips,salsa,hot,feel,emotion,person,different,value,kind,think,smart,math,problem,teacher,teen,school,education,learn,aid,help,people,outside,tree,garden,vegetable,water,dirt,plant,sky,land,sun,orbi,orbit,space,star,galaxy,universe,marvel,comics,batman,dc,paper,staple,story,money,writer,artist,convention,meet,hand,paid,crowd,speech,paper,microphone,speak,talk,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3161,water,flow,,stream,consciouness,awake,sleep,tight,jeans,blue,sky,clouds,white,fluffy,sheep,wool,socks,clothers,shirt,sleeves,button,cuff,hand,shake,rattle,baby,diapers,pail,water,pipe,mario,game,board,plank,pirate,ship,sail,ocean,blue,gill,fish,swim,stroke,disease,heart,blood,red,rose,bush,leaves,green,frog,croak,sound,pressure,tire,air,breathe,pink,carnation,milk,white,out,in,box,cardboard,paper,news,print,writing,pencil,lead,poisoning,die,life,live,function,math,problem,word,sentence,judge,ju, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3162,water,glass,cup,mug,coffee,hot,cold,snow,north,minnesota,family,parents,kids,teens,school,homework,tests,scores,teachers,jobs,home,quarantine,virus,scary,confusion,government,frustration,ineffective,slow,response,react,proactive,plan,think,list,supply,shop,store,employee,work,hours,open,closed,door,window,house,home,pets,dog,walks,outside,sunny,warm,hot,sidewalk,neighborhood,houses,streets,cars,trucks,trailers,moving,uhaul,packing,boxes,paper,wrapping,breakables,china,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3163,water,fall,down,up,across,below,beside,against,wall,paper,clip,board,room,decor,house,family,people,school,bus,city,street,car,fast,food,eat,pizza,cheese,whell,bike,ride,travel,see,eyes,glasses,break,down,up,stairs,climb,mountain,cold,snow,man,hat,baseball,team,work,job,money,bills,pay,check,cash,coins,bank,card,game,football,ball,basket,eggs,crack,line,straight,edge,cliff,big,little,tiny,few,many,several,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3164,water,river,sea,water,play,creativity,life,imagination,poetry,healing,heart,purity,earth,magic,love,dream,book,youth,dream,day,night,tomorrow,world,future,waking,walking,discovery,art,painting,drawing,moon,sun,house,movies,fiction,truth,philosophy,completion,helping,writing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3166,body,morph,dog,car,cart,truck,bike,trike,sleep,deep,brain,train,rain,dam,course,river,rock,bed,dark,candle,flame,forest,tree,leaf,bird,song,fall,leaves,crunch,brown,board,wood,flat,plane,four,square,triangle,tent,cover,blanket,wash,cycle,translucent,sack,black,moss,trough,pig,mud,water,grass,fence,land,storm,head,face,ear,eye,eyelash,glasses,vision,clear,pour,cup,liquid,soap,banana,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3168,body,some,time,clock,hour,minute,small,tiny,house,home,work,money,paycheck,hourly,wage,payment,green,grass,tree,squirrel,monkey,zoo,animal,play,sun,summer,heat,shorts,sunglasses,driving,road,car,wheel,turn,move,gas,oil,butter,margarine,cake,icing,cookie,food,hungry,monster,blue,sky,cloud,airplane,passenger,seats,sick,coronavirus,spread,peanutbutter,jelly,sandwich,food,hungry,chips,apple,drink,water,milk,coffee,ice,cold,sweet,awake,bed,sleep,comfy,blanket,warm,pillow,window,outside,bird,chirp,fly,worm,egg,omelet,peppers,onion,cheese,melt,icecream,drip,sugar,table,chairs,people,family,friends,thanksgiving,potatoe,turkey,stuffing,pie,rolls,cassarole,games,lasagna,meatloaf,cards,cafeteria,school,work,interview,drive,road,paper,printer,ink,page,open,book,, , , ,
3172,body,foot,toe,nail,ankle,leg,hip,torso,arm,hand,finger,thumb,joint,palm,shoulder,neck,jaw,head,face,nose,ears,eyes,mouth,hair,skull,heart,brain,stomach,intestines,muscles,veins,arteries,tongue,teeth,glands,sweat,saliva,kidneys,pancreas,bladder,,lips,eyebrows,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3173,body,soul,life,magazine,tvguide,television,shows,naked,nude,art,bell,ring,ding,bell,whistle,blow,wind,stormy,lightning,thunder,loud,noise,cacaphony,foment,stir,drink,manhatten,doctor,hospital,nurses,helpers,aid,first,primary,election,president,leader,group,together,join,unite,weld,joint,bar,disco,70s,shoes,laces,ties,bow,arrow,superhero,batman,robin,bird,nest,home,house,store,supermarket,shop,bodega,local,near,far,away,gone,empty,nothing,zero,one,only, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
