ID,cue,word  1,word  2,word  3,word  4,word  5,word  6,word  7,word  8,word  9,word  10,word  11,word  12,word  13,word  14,word  15,word  16,word  17,word  18,word  19,word  20,word  21,word  22,word  23,word  24,word  25,word  26,word  27,word  28,word  29,word  30,word  31,word  32,word  33,word  34,word  35,word  36,word  37,word  38,word  39,word  40,word  41,word  42,word  43,word  44,word  45,word  46,word  47,word  48,word  49,word  50,word  51,word  52,word  53,word  54,word  55,word  56,word  57,word  58,word  59,word  60,word  61,word  62,word  63,word  64,word  65,word  66,word  67,word  68,word  69,word  70,word  71,word  72,word  73,word  74,word  75,word  76,word  77,word  78,word  79,word  80,word  81,word  82,word  83,word  84,word  85,word  86,word  87,word  88,word  89,word  90,word  91,word  92,word  93,word  94,word  95,word  96,word  97,word  98,word  99,word  100,word  101,word  102,word  103,word  104,word  105,word  106,word  107,word  108,word  109,word  110,word  111,word  112,word  113,word  114,word  115,word  116,word  117,word  118,word  119,word  120,word  121,word  122,word  123,word  124,word  125,word  126,word  127,word  128,word  129,word  130,word  131,word  132,word  133,word  134,word  135
2057,water,front,sleep,run,fast,eat,small,fat,sheep,cow,milk,oil,petrol,run,cut,now,eat,cook,delicious,meal,restaurant,drinks,sour,ripe,fruits,vegitables,green,yellow,pepper,cream,flour,nuggets,aim,chain,group,sing,loud,smooth,ground,harvest,seedling,growth,worms,affids,herbicides,goats,birds,fly,sky,eagle,higher,blue,rain,storm,sight,cyclone,harricane,wisdom,fo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2058,body,face,,,,toes,knees,shoulder,back,spine,abdomen,thigh,calf,head,hair,eyelashes,eyes,nose,mouth,theeth,clavicel,breast,bellybutton,finers,fingernails,wrist,elbow,arm,heart,lungs,esophogas,diaphragm,intestines,stomach,appendix,pancreas,liver,gallbaldder,spleen,femur,acetablulum,pelvis,tailbone,fall,injury,healing,ice,heat,excersise,movement,dance,stretches,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2060,water,sea,tranquil,serene,peaceful,calm,nature,forests,trees,birds,song,music,dance,happy,smile,teeth,white,clean,clear,skies,blue,ocean,waves,water,beach,sand,fun,family,children,life,grateful,happy,content,pages,chapters,book,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2061,body,part,leg,table,food,lunch,break,hospital,doctors,education,school,kids,playful,games,computers,science,future,development,space,amazing,wonderful,pride,success,failure,unlikely,slim,weight,unhealthy,gym,muscles,training,investment,stocks,value,supermarket,stock,low,stream,seaside,warmth,sunshine,life,breathing,cool,clothing,functional,process,sy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2063,water,lake,water,sea,salt,food,pizza,cheese,cows,dairy,milk,icecream,sweet,sugar,chocolate,coco,brazil,amazon,trees,animals,dogs,bark,woof,dog,cat,whiskers,cat,dog,bark,dog,food,eggs,chicken,meat,kfc,fried,unhealthy,fat,sugar,soda,coke,cavaties,teeth,dentist,toothbrush,toothpaste,brush,clean,dirty,wash,clean,clothes,pants,tshirt,shoes,laces,dirt,ground,pavement,walk,shoes,run,healthy,fitness,gym,cardio,weightd,barbell,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2064,water,snow,tree,leaf,grass,flower,bee,honey,bug,grasshopper,butterfly,color,blue,red,purple,green,yellow,dog,cat,milk,coffee,breakfast,egg,potato,salad,tomato,lettuce,raddish,games,television,computer,keyboard,controller,technology,reading,math,school,document,typing,words,pen,pencil,paper,drawing,painting,marker,pastel,sandpaper,foam,wire,leather,cloth,fabric,sewing,making,folding,towel,clothing,shorts,shirt,sandals,beach,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2066,body,mind,brain,head,eyes,nose,mouth,ears,hear,sound,noise,loud,quiet,silent,small,big,large,house,home,rooms,walls,carpet,floor,ceiling,tile,wood,tree,plant,flower,rose,tulip,grass,green,yellow,blue,red,brown,gray,black,night,stars,moon,planet,sky,day,sun,cloud,sky,wind,rain,thunder,lightning,flash,light,bright,dark,sad,happy,mad,glad,upset,angry,joyful,excited,bored,slow,fast,energy,speed,running,jumping,play,sports,ball,baseball,basketball,football,soccer,hockey,swimming,olympics,skating,snowboarding,skiing,sledding,snow,flakes,winter,summer,fall,spring,holidays,vacation,beach,mountain,river,lake,ocean,fish,shark,dolphin,octopus,starfish,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2069,body,hair,net,football,match,light,electric,lamp,stand,still,water,cooler,warmer,sunny,day,night,light,lunch,break,fast,hurry,run,race,time,clock,watch,strap,leather,jacket,overcoat,warm,fire,flames,hot,climate,change,renew,passport,holiday,country,foreign,abroad,fly,plane,jet,water,stream,brook,countryside,green,planet,earth,dirt,field,fence,wooden,varnished,shiny,glass,wine,red,blood,cut,knife,sharp,slice,loaf,bread,eat,hungry,food,cook,recipe,follow,leader,manager,work,hard,rock,sharp,cut,hurt,hit,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2070,water,wet,towel,deodorant,shirt,trousers,girl!,blowjob!,handjob!,sex!,babies,toddlers,children,teenagers,people,population,russia,ukraine,war,violence,killing,death,murder,mayhem,carnage,spiderman!,superman,batman,scooby-doo!,fred,velma,daphne,shaggy,mystery,machine,van,car,hearse,funeral,ground,soil,dirt,earth,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2071,body,head,shoulders,toes,feet,ankle,shoes,heels,brogue,sandals,beach,sand,holiday,destination,aeroplane,flying,fear,spider,insect,bug,ladybug,nickname,petname,pet,cats,dog,hamster,dopey,snowwhite,disney,walt,castle,themepark,characters,snowwhite,belle,disneyplus,streaming,netflix,amazon,amazonprime,shopping,parcels,cost,spend,overdraft,bank,finances,job,ledger,office,printer,computer,monitor,screen,computergames,reddead,longdark,play,fun,timetogether,happy,memories,happy,relationship,partner,love,family,home,safety,covid,pandemic,virus,emotional,hard,difficult,long,endless,vaccination,hope,deathy,infection,casenumbers,rate,government,tories,boris,scandal,partygate,trouble,thoughtless,selfish,resign,sack,potato,dinner,soup,leek,vegetables,stock,gammon,co, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2072,water,glass,eye,vision,work,pain,relief,piece,peace,travel,warm,happy,cake,eat,food,shopping,tesco,groceries,discount,evening,car,drive,partner,nice,love,warmth,relax,game,control,computer,electronics,laptop,price,expensive,money,bank,account,card,debt,home,heating,cost,repair,time,mess,distruction,cleaning,effort,exhaustion,workload,students,complain,vodafone,internet,speed,racecar,nascar,usa,flag,travel,sea,beach,sand,sun,experience,parents,visit,opportunity,hardship,distance,communication,call,whatsapp,cellphone,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2073,water,water,bottle,notebook,pencil,eraser,chips,animals,oil,tea,sugar,fish,ring,yes,tall,sky,fingers,hand,nails,space,keys,doors,portals,dimensions,aliens,invasion,defenders,heroes,oaths,paladins,pirates,ship,ocean,loot,treasure,island,desert,deserted,survival,skills,fire,stone,tools,food,sex,family,society,benefit,money,cooperation,teamwork,job,education,exams,study,book,science,discovery,inventions,innovation,problems,solutions,manuals,machines,steam,trains,planes,industry,transportation,environment,sustainability,ecosystems,globalwarming,paris,french,german,renewables,solar,energy,holland,windmill,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2075,body,part,art,cart,fart,tart,par,car,far,tar,are,war,far,air,wear,tear,sire,hire,fire,buyer,house,meet,eat,teeth,treat,greet,heat,fear,tear,sear,sears,store,nostalgia,malasia,asia,anastasia,biege,gage,nicolas,act,pact,stacked,against,me,tree,family,main,lobster,maine,gain,water,tower,power,layer,cake,bake,steak,delicious,bean,dean,green,leaf,tea,peak,realmonsters,kanye,album,artist,producer,kidcuddie,buddy,bear,care,tv,mtv,apple,sauce,cost,boss,power,50cent,rapper,actor,artist,father,mother,earth,ear,listen,aim,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2077,body,muscles,bones,calcium,mineral,nature,forest,outside,exercise,health,wellbeing,balance,level,solid,stable,reliable,mainain,sustain,long,lengthy,time,enegrgy,calories,nutrition,food,saute,grill,prepare,organize,sort,catagories,similar,compair, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2078,water,book,car,lap,key,spoon,hand,cup,fridge,door,rag,kettle,pot,fan,knife,kneel,television,army,desert,fight,cream,towel,chain,scorching,pencil,sun,moon,hand,rich,scorpion,light,pain,task,return,sand,came,force,where,wait,egypt,silent,again,would,love,air,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2079,water,tap,sink,wash,clothes,shop,trolley,coin,purse,cash,machine,factory,worker,union,wedding,gift,birthday,card,paper,news,politics,debate,argue,fight,boxing,sport,olympics,torch,mine,canary,islands,countries,land,farm,animal,dog,walk,forest,tree,oak,acorn,squirrel,autumn,leaves,tree,house,home,kitchen,table,desk,school,bell,whistle,race,finish,stop, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2081,water,ocean,fish,river,lake,drink,wet,rain,aqua,pond,frog,croak,die,death,coffin,coughing,smoking,hot,desert,cactus,prickly,hedgehog,hibernation,bear,forest,trees,birds,song,music,festival,feast,tavern,drinking,drunk,sailor,ship,sink,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2082,body,mind,soul,heart,lungs,spleen,organs,meat,vegetables,flowers,potatoes,tomatoes,travel,transport,cars,bikes,planes,flight,birds,owl,night,moon,stars,sky,sun,space,rocket,engine,fire,firework,colours,shapes,triangle,square,boring,basic,complex,structured,aimless,lost,trapped,prisoner,convict,judge,jury,executioner,king,queen,wife,punishment,adultery,cheating,dishonesty,lies,reclining,chair,bed,furniture,house,home,garden,grass,shed,fence,flowers,crops,farming,peasants,revolution,scythe,pitchfork,tyranny,industrial,steam,train,weaving,factory,outsourcing,labour,pregnancy,children,hospitals,doctor,nurse,blood,medicine,ward,protect,guard,palace,chandelier,gems,mining,pickaxe,helmet,spear,burial,grave,ship,oars,ocean,raiding,plunder,piracy,eyepatch,sails,parrot,rainforest,tree, , , , , , , , , , , , , , , , , , , , , , , , , ,
2083,body,part,type,keyboard,computer,robot,aliens,space,planets,earth,soil,plants,nature,countryside,animals,love,peace,kindness,human,emotions,sad,cry,tears,water,thirsty,dehydrated,summer,sun,heat,fire,burn,pain,hospital,doctor,nurse,cure,medicine,aid,wellbeing,ment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2084,body,hand,foot,arm,leg,head,brain,smart,dumb,stupid,cool,fun,nerd,fat,glasses,apple,banana,orange,red,blue,green,turle,fish,dog,cat,sun,moon,day,night,noon,time,watch,clock,pool,water,drink,eat,food,pizza,burger,window,door,handle,pan,stove,fridge,football,ball,run,catch,throw,fast,slow,big,small,medium,up,down,side,front,back,pie,cake,microwave,microphone,talk,speak,good,bad,ear,tie,knowledge,car,lamp,street,tree,bush,zoo,elephant,ice,freeze,cold,hot,warm,tuna,ipad,tv,computer,phone,bald,hair,nice,mean,brave,movie,sword,tennis,net,shark,jump,swim,dive,find,see,eyes,smell,taste, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2086,body,work,tired,sleep,night,day,man,woman,animal,child,kid,goat,football,sports,gaming,drinking,music,party,relax,massage,pet,cat,friend,hang,chill,snow,ice,plow,salt,road,trip,car,debt,money,work,tired,exhaustion,bored,repetitive,lonely,home,alone,remote,separated,distanced,cigarette,smoke,break,tired,nap,sleep,blankets,cozy,cuddle,pillow,soft,energy,awake,strong,determined,willful,charged,insistent,fighter,boxing,workout,exercise,sweat,fun,endorphins,shower,steamy,clean,chores,laundry,dishes,yard,shovel,mail,trash,fridge,recycling,cans,soda,beer,caffeine,nicotine,drugs,food,government,vaccine,covid,sister,niece,work,worry,stress,money,cash,paid,bank,bills,rent, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2088,body,legs,arms,hands,gloves,mittens,snowman,winter,cold,igloo,eskimo,snow,winter,christmas,tree,bird,nest,eggs,bacon,sausages,pan,cook,eat,dinner,food,drink,water,well,africa,world,globe,planets,space,room,bed,sleep,teddy,cuddling,warmth,family,home,love,togetherness,holidays,adventures,mountains,climbing,reaching,summit,top,bottom,seabed,starfish,jellyfish,legs,socks,shoes,laces,school,children,youth,disco,dancing,party,dress,make-up,painting,vangoch,sunflowers,yellow,sunshine,beach,sand,bucket,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2090,water,bottle,bar,drink,thristy,hungry,food,tasty,meal,dinner,plate,dish,spoon,knife,cut,sore,ouch,heal,plaster,injury,aid,hospital,nurse,professional,respected,liked,nice,friendly,chatty,extroverted,loud,quiet,noise,music,dancing,party,presents,christmas,santa,sleigh,snow,winter,cold,weather,rain,storm,thunder,loud,quiet,reading,book,library,education,school,learning,brain,body,clothes,fashion,spending,money,debt,struggle,help,care,love,family,children,fun,games,toys,play,run,kick,punch,b, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2092,water,bucket,hole,dig,bone,dog,walk,moutain,high,sky,aeroplane,travel,exciment,funtime,happiness,family,meals,food,lucky,treasure,pirate,ship,sea,fish,swim,lessons,life,universe,endless,time,clock,face,people,masses,ingredients,cake,mixture,method,logic,brain,body,muscle,organ,health,exercise,walk,run,hike,hills,countryside,fresh,farm,animals,nature,happiness,wonder,knowledge,power,enternal,space,shuttle,possibilities,lots,many,much,more,experiences,education,children,family,happiness,heredatery,tree,roots,leaves,animals,circle,shape,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2095,body,face,smile,teeth,cavity,fix,repair,correct,wrong,bad,good,great,perfect,happy,fun,excited,spirited,gay,bi,queer,homosexual,straight,line,road,car,travel,trip,vacation,beach,water,sun,fun,drink,cocktails,beer,party,celebrate,summer,winter,cold,snow,ice,cream,dessert,cake,cookies,berries,fresh,garden,grow,organic,soil,bees,pollen,birds,crow,chirp,sing,song,music,karaoke,fun,exciting,friends,play,hang,man,woman,child,baby,birth,death,end,beginning,life,spirit,peace,tranquility,hope,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2098,water,cold,ice,freezing,hyperthermia,death,end,moarning,depression,metalhealth,phycologist,professional,sport,rugby,pain,injury,disabled,help,useless,purpose,movitivation,hope,dissapointments,family,sister,brother,mother,home,ashamed,stressed,finance,broke,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2099,body,mind,brain,knowledge,wisdom,teeth,clean,mop,hair,blonde,barbie,doll,toy,child,parent,mum,dad,car,wheels,bike,annoying,noises,loud,people,work,school,students,uniform,clothes,trousers,shorts,summer,holiday,sunshine,sunglasses,tan,fake,nails,red,love,girlfriend,lesbian,me,you,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2100,body,computer,database,searching,students,essays,tutors,university,poor,homeless,streets,shelter,charity,hostel,home,safety,security,police,self-defence,weapon,alarm,clock,watch,timekeeping,late,punishment,detention,manners,polite,time-waster,unreliable,student,kids,school,boredom,lessons,teachers,breaktime,bell,bellringing,church,handbells,skill,music,maths,numbers,accounting,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2103,water,river,flow,run,jog,park,picnic,sandwiches,ham,meat,pork,pig,farm,chickens,cluck,hen,eggs,breakfast,cereal,corn,maize,field,fence,climb,exercise,yoga,stretch,supple,bendy,fit,healthy,young,child,happy,laughter,funny,joke,comedian,show,theatre,film,cinema,popcorn,eating,dinner,roast,pudding,apples,crumble,custard,trifle,christmas,presents,giving,treats,chocolate,nice,lovely,spring,flowers,pretty,colourful,bright,sunshine,weather,cold,ice,cubes,shapes,circle,square, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2104,body,penis,vegina,sex,girls,porn,arms,fingers,toes,head,shoulder,knees,eyes,nose,mouth,hair,style,paris,french,cheese,garlic,savory,pasta,italy,icecream,cone,biscuit,toffee,fudge,brown,poo,wee,child,nursery,teacher,caregiver,lady,man,oldperson,age,young,old,middle,waist,obese,fat,weight,kilos,grams,metric,imperial,clever,silly,unique,myself,individual,rugby,scrum,lineout,maul,ruck,tackle,prop,8,row,centre,fast,quick,runners,sprinters,jamaica,carribean,barbados,slavery,rights,freedom,abolish,equal,equality,seeking,fighting,protesting,change,usa,trump,obama,biden,president,controvecy,boris,party,outrage,media,sport,football,tennis,djokovich,covid,pandemic,restrictions,sad,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2105,body,soul,spirit,alcohol,wine,cheese,cracker,white,color,art,painting,house,home,body,life,death,wife,spouse,marriage,commitment,sentence,word,speak,listen,hear,say,speak,write,book,story,tale,tail,dog,friend,care,hospital,emergency,police,responder,speaker,congress,clown,circus,elephant,mouse,small,tiny,large,big,huge,deal,trade,store,buy,gift,present,class,school,education,learned,taught,fish,sea,water,drink,soda,pop,dad,father,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2106,body,brain,mind,thoughts,feelings,pain,pleasure,fun,happy,sad,crying,laughing,comedy,films,tv,activities,cycling,excercising,scales,fish,sea,water,drink,eat,digest,learn,earn,work,eat,sleep,wake,tired,fatigue,ill,well,active,able,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2107,body,suit,case,file,box,fruit,salad,lead,iron,clothes,horse,ride,fairground,donuts,stand,up,high,chair,cover,all,spice,mix,up,down,hill,climb,high,low,down,stairs,runner,jog,exercise,bike,cycle,drive,through,way,back,pack,up,high,back,chair,seat,sit,stand,music,tune,sounds,hear,see,taste,flavour,sweet,sour,lemon,lime,soda,water,drink,eat,hungry,meal,food,vegetables,fruit,strawberry,raspberry,cherry,cola,bottle,drink,thirsty,quench,dry,desert,sand,dunes,beach,shells,oysters,pearls,jewellery,necklace,earrings,ears,eyes,glasses,reading,books,writing,words,sentences,paragraphs,pages,chapters,sections,gro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2108,water,wet,dry,sun,hot,cold,ice,winter,spring,coil,retract,small,large,elephant,africa,dry,wet,rain,weather,man,woman,mother,love,attraction,ride,car,truck,haul,grocery,store,buy,money,earn,trust,family,unit,apartment,home,heart,beat,drum,brakes,stop,light,bulb,flower,bloom,yeast,bread,bake,cake,calories,weight,gain,detergent,clean,house,live,long,mile,high,drugs,doctor,health,fail,pass,driving,car,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2109,body,brown,chocolate,tasty,sweet,cookie,flour,wheat,cereal,breakfast,food,pizza,tomato,red,car,drive,test,exams,university,lazy,sleep,rested,holiday,sun,abroad,spain,hot,weather,rain,cold,winter,snow,wet,windy,autumn,leaves,colour,blue,ocean,water,waves,sea,side,back,forward,turn,right,left,centre,edge,darkness,light,outside,inside,house,room,bathroom,bath,clean,night,moon,bright,midday,coffee,alert,no,yes,why,question,answer,dislike,retaliate,abuse,prison,inmate,guard,authority,police,arrest,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2110,water,liquid,drink,water,tap,drip,leak,waste,rubbish,mess,clear,clean,nice,good,happy,sad,cry,tears,salty,sea,tide,wave,hello,goodbye,part,leave,stay,sit,chair,table,dinner,eat,food,bread,sandwich,cheese,cheddar,gorge,valley,mountain,climb,tree,leaf,green,red,stop,go,light,dark,moon,sun,light,dark,pit,tunnel,cave,gem,saphire,blue,sky,cloud,rain,puddle,splash,water,drink,eat,food,plate,bowl,fork,knife,cut,break,fix,glue,tape,make,craft,model,car,drive,fast,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
