ID,cue,word  1,word  2,word  3,word  4,word  5,word  6,word  7,word  8,word  9,word  10,word  11,word  12,word  13,word  14,word  15,word  16,word  17,word  18,word  19,word  20,word  21,word  22,word  23,word  24,word  25,word  26,word  27,word  28,word  29,word  30,word  31,word  32,word  33,word  34,word  35,word  36,word  37,word  38,word  39,word  40,word  41,word  42,word  43,word  44,word  45,word  46,word  47,word  48,word  49,word  50,word  51,word  52,word  53,word  54,word  55,word  56,word  57,word  58,word  59,word  60,word  61,word  62,word  63,word  64,word  65,word  66,word  67,word  68,word  69,word  70,word  71,word  72,word  73,word  74,word  75,word  76,word  77,word  78,word  79,word  80,word  81,word  82,word  83,word  84,word  85,word  86,word  87,word  88,word  89,word  90,word  91,word  92,word  93,word  94,word  95,word  96,word  97,word  98,word  99,word  100,word  101,word  102,word  103,word  104,word  105,word  106,word  107,word  108,word  109,word  110,word  111,word  112,word  113,word  114,word  115,word  116,word  117,word  118,word  119,word  120,word  121,word  122,word  123,word  124,word  125,word  126,word  127,word  128,word  129,word  130,word  131,word  132,word  133,word  134,word  135,word  136,word  137,word  138,word  139,word  140,word  141,word  142,word  143,word  144,word  145,word  146,word  147,word  148,word  149,word  150,word  151
2052,body,bag,paper,lined,straight,laced,corset,dress,zip,tie,shirt,suit,cards,poker,gamble,risk,adrineline,junkie,heroin,drugs,pharmacy,medicine,doctor,surgery,heal,wound,cut,stitch,sewing,buttons,beeps,electronics,computer,laptop,work,earn,money,currency,gold,silver,bronze,medal,olympics,sport,compete,win,loose,fail,miss,fire,engine,car,drive,road,travel,bus,ticket,parking,park,garden,grow,flower,petal,confetti,wedding,married,babies,bottle,drink,tea,coffee,sugar,sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,body,interesting,curiousity,hair,breasts,legs,hands,beautiful,car,lights,windows,clothes,gown,night,lamps,smile,scared,lust,slim,tender,soft,white,brown,dream,paradise,water,tea,warm,cold,mountains,hike,camp,fog,winter,insects,glow,noise,city,alone,loneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,body,arm,leg,eye,teeth,dentist,filling,sore,injecton,blood,hurt,nurse,ambulance,surgery,heart,scapel,tools,building,gardening,flowers,plants,summer,season,hayfever,pollen,bees,plants,sun,sky,blue,clouds,trees,leaf,grass,green,cucumer,vegetables,potato,farming,cows,horses,sheep,chickens,eggs,rotten,dead,smell,fish,eyes,guts,mark,john,bible,god,age,years,decades,newyear,firworks,colours,pretty,loud,bang,shot,blood,kill,death,funeral,end,bomb,war,nazis,holocaust,hitler,poland,jews,unfair,sad,cry,sleep,bed,mattress,comfy,cosy,warm,awake,coffee,caffeine,good,tatsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,water,life,earth,planet,sun,vegetation,forest,ecology,green,colour,bright,light,day,week,time,age,old,death,end,beginning,new,strong,power,fight,blodd,blood,pain,suffer,cry,joy,play,fun,laugh,child,innocent,freedom,justice,fair,egality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,body,leg,chest,feet,hand,arm,head,ear,stomach,backbone,uterus,womp,toes,shoe,polish,walk,slide,door,out,wind,chair,sit,table,pen,book,read,write,black,blue,teacher,mark,tired,sleep,dream,anxiety,navous,naive,sleepless,stress,thinking,introvet,life,partner,man,loving,caring,handsome,christian,god,hears,wisper,pray,listen,believe,patient,waiting,answers,time,worring,happy,soft,wonder,beauty,special,somebody,worth,brave,wise,consistance,fast,ask,given,look,try,ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,water,sea,ocean,boats,seaweed,whales,sharks,sand,beach,children,runners,families,beachball,coolers,ice,drinks,food,fun,picnic,summertime,sun,wamrth,shorts,tshirt,sandals,convertible,icecream,watermelon,sandwiches,soda,baseball,hotdogs,peanuts,tailgate,vacation,cruise,camping,fun,family,friends,parties,freetime,walking,shopping,crafts,knitting,swimming,travel,hotel,seaworld,whatles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,body,shape,circle,round,ball,moon,sun,planets,stars,space,galaxy,chocolate,sweet,food,craving,hunger,eat,satisfied,content,happy,fulfilled,grateful,appreciate,gratitude,love,family,first,top,bottom,start,journey,complete,finish,accomplish,happy,thoughts,feelings,emotions,sad,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,water,cold,beer,social,firends,family,safe,cracker,theft,police,law,job,security,network,interent,learning,university,fun,growing,personal,intimate,girlfriend,kind,loving,worth,always,constant,era,time,scale,balance,compounding,persevere,consistant,hard,worthy,superior,better,pushing,upgrade,snowball,theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,body,clock,time,watch,rolex,money,wealth,rich,stocks,bonds,property,house,walls,paint,color,blue,sky,clouds,rain,water,wet,floods,river,fish,eat,protein,muscles,gyn,weightd,strong,lifting,training,marathon,running,fitness,healthy,active,walking,shoes,ground,dirty,rubbish,plastic,bottles,beer,drunk,falling,hurt,injury,pain,doctor,hospital,patients,sick,medicine,wellness,meditation,buddhist,religion,jesus,bible,god,prayer,church,priest,monk,nun,woman,man,people,city,bulidin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,body,leg,foot,arm,hand,hair,red,blonde,black,coffee,breakfast,egg,toast,avocado,green,leaf,tree,flower,grass,bug,bird,sky,cloud,sun,hot,fire,earth,wind,water,swimming,pool,fish,shark,bear,honey,bee,tea,milk,cow,farm,barn,pig,sheep,wool,coat,button,sewing,cloth,fabric,leather,pattern,thread,online,mouse,keyboard,computer,technology,screen,light,dark,night,moon,star,planet,space,alien,monster,werewolf,vampire,blood,glasses,eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,water,wind,air,rain,snow,slee,sleet,hail,sun,cloud,sky,day,night,star,planet,sun,hot,warm,col,cold,frigid,temperature,measure,length,width,height,tall,short,small,big,large,huge,giant,skyscraper,building,city,town,country,state,lake,ocean,fish,cat,dog,mouse,rat,hamster,ferret,gerbil,elephant,rhino,monkey,ape,gorilla,orangutan,orange,red,yellow,blue,pink,brown,gray,green,grass,plant,tree,bark,leaf,stem,root,grow,old,young,child,adult,man,woman,person,human,body,skeleton,bones,head,shoulder,knees,toes,feet,hands,fingers,toes,face,torso,eyes,ears,nose,mouth,eat,food,burger,salad,sandwich,steak,fruit,vegetable,carrot,peas,corn,broccoli,cauliflower,potato,rice,beans,pork,pig,cow,turkey,chicken,turkey,dinner,meal,lunch,breakfast,dinner,plate,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,water,baby,pram,pushchair,shopping,store,groceries,vegetables,dinner,cook,stove,pans,sauce,gravy,chicken,roast,dinner,time,clock,watch,strap,leather,bag,carry,shoulder,bone,leg,arm,hand,hold,still,time,stand,hat,head,hair,dresser,clothes,wardrobe,storage,room,house,bedroom,bathroom,bath,shower,warm,comfort,blanket,rug,fur,animal,tiger,stripes,pattern,knitting,sweater,blue,whale,ocean,deep,dark,light,candle,wax,honey,bee,insect,flying,plane,trip,holiday,hotel,beach,sand,storm,dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,body,death,murder,killing,homicide,investigation,police,detective,holmes,victorian,victoria,albert,monarchy,uk,england,scotland,snp,nationalism,separatism,referendum,defeat,treaty,pact,molotov,cocktail,mohito,mint,thyme,rosemary,baby,horror,thriller,film,movie,actress,women,breasts!,ass!,sex!,intercourse!,playing!,congress,pol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,water,deep,river,flowing,blue,green,fish,swim,drown,bridge,crossing,cars,road,traffic,pedestrian,crossing,dangerous,accident,injury,wond,firstaid,bandage,help,paramedic,ambulance,siren,wail,witch,halloween,spooky,october,autumn,pumpkins,orange,leaves,cold,hotchocolate,warm,comforting,drink,tea,coffee,cafe,muffin,customer,croissant,cake,syrup,pancake,shrove,biblical,religion,christian,agnostic,atheist,beliefs,morals,right,wrong,good,evil,hurt,bad,selfish,focused,hardworking,job,career,educated,school,teacher,university,lecturer,courses,student,poor,unemployed,struggling,hungry,food,meal,rely,others,kindness,fridge,community,together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,body,dead,murder,crime,violence,horror,scared,movie,netflix,tvseries,time-pass,waist,garbage,human,excess,population,explusion,hunger,famine,draught,future,uncertain,tasks,time,work,responsibilities,tasks,chores,dishes,washing,cold,water,life,living,animals,panda,cure,cute,china,ev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,body,body,parts,arms,legs,heart,kidney,stomach,brain,neck,hair,wig,long,short,pants,shoes,belt,jeans,mining,workers,accidents,dark,tunnel,train,debris,explosives,weapons,nature,exploitation,deforestation,disruption,unnatural,control,fisherman,resources,manegement,taxes,incentives,ecology,industry,emissions,biological,photosynthesis,plants,oxygen,carbon,nitrogen,fertilizers,chemicals,disposal,river,fish,dead,mercury,harmful,health,hospital,poisioning,er,doctors,ambulance,covid,cold,winter,vaccine,obligation,protestors,riots,army,military,intervention,diet,food,healthy,organic,supermarkets,restaurants,vegetables,meat,eggs,chicken,farms,cows,milk,dairy,cheese,italy,regional,countryside,rural,calm,empty,soothing,fam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,water,sewage,trees,river,lake,death,dying,living,trying,sky,breath,life,level,dirt,land,tree,oxygen,vein,glass,tar,art,beans,gas,pass,last,task,train,us,tea,oil,boil,soil,coil,snake,grass,bass,water,boat,tot,tower,pwer,hour,coward,crowd,gain,loss,boss,cost,time,hourly,cowardly,fatherly,motherly,me,you,grew,grow,plant,green,money,honey,funny,comedian,galifinakis,hungover,pulledover,baby,vaegas,gamble,owe,debt,chaos,crazy,sin,lust,dust,bust,gust,wind,sand,and,band,strand,guitar,far,car,our,heart,broken,chipped,cracked,act,fact,opinion,lies,guilt,socialmedia,facebook,people,metaverse,worst,cursed,durst,spiderman,web,movie,groovy,austinpowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,water,liquid,solution,mixture,beverage,thirsty,dry,parched,arid,desert,empty,low,expanse,open,wide,narrow,small,miniature,tiny,little,large,great,impressive,amazing,astounding,shocking,puzzling,confusing,disoriented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,body,begin,house,cup,song,music,book,plate,phone,london,pretty,father,mother,chord,paper,door,leg,wire,fan,fast,race,buttonfair,monster,light,run,keep,chase,colour,red,green,blue,window,jump,like,ark,city,dimples,marry,love,woman,tight,jump,mortar,cold,warm,large,small,thick,brush,movie,date,arrest,coomand,command,house,home,associate,clip,adjust,elongate,exercise,push,drag,eyes,ear,message,darkness,li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,body,shower,bath,soap,clean,polish,shine,sun,summer,holiday,beach,sand,castle,moat,ducks,feed,birds,nest,twig,branch,swing,playground,slide,down,hill,mountain,spring,flower,garden,fork,knife,cut,hair,brush,sweep,clean,tidy,organise,system,computer,laptop,internet,browser,tabs,window,glass,juice,apple,orange,carrot,stick,insect,beetle,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,body,cage,prison,cell,mate,friend,buddy,elf,shelf,store,shop,buy,spend,money,poor,needy,clingy,child,responsibility,dread,fear,loathing,hate,anger,violence,pain,healing,potion,alchemy,gold,fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,water,cross,bridge,river,running,shoes,boots,winter,cold,snow,ice,drink,lemonade,sugar,palm,date,ancient,honey,milk,cow,calf,farm,industry,supermarket,shopping,groceries,fridge,food,dinner,cooking,saucepan,stove,oven,gas,pipes,warmth,radiator,cocoa,scarf,gloves,walking,outside,frost,buds,tulips,daffodils,flowers,gardening,trowel,compost,burial,church,glass,prayer,hymn,music,piano,monks,chanting,monastery,history,maps,cartographers,archaeologists,digging,pottery,mosaic,mansions,baths,spa,thermal,spring,sulphur,potassium,chemistry,reaction,explosion,fireworks,bombs,terrorism,postbox,letters,cards,christmas,presents,gifting,ribbon,tape,wrapping,excitement,carols,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,water,life,breathe,air,oxygen,element,chemistry,metal,tin,beans,baked,bread,food,nourishment,hungry,poverty,money,rich,consumerism,greed,sin,religion,church,pray,god,jesus,cross,angry,rage,argument,row,paddle,oar,boat,ship,cruise,holiday,relaxation,rest,bed,comfort,warmth,cuddle,hug,bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,water,wet,ocean,floor,cave,bat,man,women,space,stars,planet,rocket,jet,plane,fly,soar,eagle,chicken,free,fries,chips,cookie,hard,soft,card,piano,joker,dish,plate,spoon,fork,fire,ice,igloo,worm,dance,balloon,trumpet,clown,duck,pit,year,day,month,week,summer,winter,fall,spring,lunch,dinner,breakfast,victory,win,lose,mile,bar,police,nurse,doctor,ambulance,melon,sugar,sweet,spicy,taco,nachos,house,stairs,ladder,new,old,sail,send,deliver,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,water,wheel,tire,car,truck,drive,trip,vacation,relax,sleep,nap,recharge,unwind,disconnect,internet,networking,computers,work,grind,repetitive,boring,tired,slow,lazy,unmotivated,motivated,strong,willful,brave,dragon,fantasy,magic,fiction,reading,break,books,kindle,amazon,greed,capitalism,death,chaos,dark,shadow,reflection,mirror,cleaning,toothbrush,toothpaste,water,sink,plumbing,electrical,contracting,painting,art,museum,vacation,work,money,debt,sad,bored,tired,yawn,air,breath,singing,music,love,life,happy,cat,pet,rub,scratch,ears,tail,orange,fruit,apple,grape,candy,sugar,toothbrush,healthcare,capitalism,evil,death,pain,reform,society,improve,grow,evolve,science,school,teacher,movie,dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,water,fire,hot,toast,butter,melting,candels,church,vicar,robes,baby,crying,sleep,duvet,bedding,washing,cleaning,hoover,busy,jobs,lists,tasks,tired,aching,running,distance,marathon,medal,gold,pirate,ship,parrot,feathers,birds,wings,flying,aeroplane,america,stars,planets,spaceship,astronaught,buzz,pop,coke,brown,bears,claws,sharp,pointed,long,jump,olympics,winner,dinner,plate,fork,toast,marshmallow,fluffy,clouds,rain,umbrella,wind,electricity,power,energy,speed,car,race,bri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,body,bag,shopping,spending,money,work,job,office,workers,factory,products,design,art,museum,history,past,memories,happy,sad,cry,tears,pain,hurt,heal,wound,blood,red,blue,green,yellow,sunshine,summer,hot,sweat,exercise,run,jump,scared,brave,hero,cape,witch,broom,sweep,clean,tidy,home,house,garden,lawn,grass,green,trees,leaves,autumn,halloween,pumpkin,soup,hungry,tired,sleep,dream,nightmare,wake,alarm,microwave,meal,lunch,dinner,cook,boil,potatoes,mash,sausages,meat,vegan,vegetables,carrots,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,body,part,item,many,memories,happiness,history,long,time,clock,face,smile,happiness,family,children,fun,play,toys,games,christmas,festive,season,winter,snow,ice,cold,hot,summer,holiday,plane,travel,time,clock,hands,feet,shoes,socks,feets,toes,nails,polish,wood,varnish,paint,decorate,design,profession,job,work,money,finances,stability,balance,scales,measurements,bake,cakes,eat,hungry,recipe,instructions,follow,guide,dog,cat,meow,sound,music,dance,movement,mobility,travel,car,repair,fix,mend,replace,irriplacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,water,ocean,sea,salt,pepper,green,red,blue,sea,oats,oatmeal,bake,cookies,dessert,cream,ice,sweets,snacks,fattening,tasty,good,bad,indifferent,either,neither,both,together,forever,love,marriage,wedding,children,birth,family,swing,kids,birthday,party,cake,candles,fun,celebrate,holidays,christmas,easter,dinner,meal,fixins,yummy,tasty,good,love,like,travel,world,sightsee,beautiful,spacious,pretty,amazing,animals,birds,trees,plants,flowers,woods,beaches,mountains,rivers,streams,lakes,water,drink,thirsty,cold,sweet,sour,liquor,wine,beer,vodka,rum,scotch,whiskey,limoncello,italy,lemons,grapes,wine,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,body,skinny,hungry,food,fastfood,mcdonalds,unemployed,stress,broke,stress,medication,pharmacy,pills,overdose,death,sadness,happyness,rage,father,hate,self,love,her,want,needs,money,food,pizza,pineapple,fuits,vegtables,health,expensive,car,fast,speed,aderenaline,rush,alive,death,murder,end,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,water,river,drowning,murder,killer,men,bad,scary,horror,film,tv,show,play,theatre,opera,london,paris,train,ticket,check,cash,money,banks,city,pollution,environment,damage,harm,attack,hurt,wound,plaster,blister,socks,shoes,feet,hands,touch,physical,contact,number,one,single,couple,match,strike,warning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,water,seaside,shells,sand,sandcastle,seaweed,salad,vegetables,plants,flowers,garden,sunshine,grass,green,lazy,hazy,summer,happiness,outdoors,barbecue,cooking,food,hungry,lunchtime,snack,treats,crisps,cheese,dairy,cows,friendly,animals,chickens,eggs,pets,cats,entertaining,comfort,dogs,walking,countryside,peace,beauty,quiet,calm,farming,wildlife,nature,trees,wilderness,endangered,spoilt,humans,greed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,body,car,drive,sunday,weekend,relax,calm,serene,peace,dove,bird,robin,red,colour,rainbow,rain,wet,umbrella,cloudy,clouds,fluffy,kitten,mew,sound,loud,quiet,shy,little,small,tiny,minature,doll,barbie,blonde,hair,cut,snip,scissors,shred,paper,read,news,television,drama,llama,animal,gorilla,jungle,rainforest,trees,tall,high,skyscraper,building,office,chair,sit,down,lower,under,ground,base,platform,level,same,identical,twin,towers,bomb,blast,explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,water,urine,wee,poo,toilet,bathroom,sink,white,black,gold,silver,pokemon,pikachu,eletric,price,expensive,money,saving,index,market,performance,sport,athlete,legs,tonned,arms,gym,man,woman,testosterone,enhanced,steroids,chesating,sport,cycling,drugs,vice,cheating,partner,sad,upset,unhappy,leave,stay,decisions,choices,hard,children,protect,love,boy,girl,cute,smile,happy,memories,childhood,adulthood,harmony,sunset,holiday,family,experiences,trying,experiencing,food,hot,steam,boiling,frying,cooking,grilling,bacon,egg,mushroom,tomatoe,pizza,italy,france,hungary,euros,england,rooney,ronaldo,christiano,football,portugual,holiday,periperi,chicken,tasty,vegitarian,flexitarian,planet,bad,pollution,sadness,oceans,seals,dolphins,whales,manities,extinct,dinosaurs,trex,plants,home,house,family,pretty,natural,roses,garden,happy,safe,green,brown,earth,core,innercore,geograph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,water,soil,earth,wind,fire,burn,hot,coffee,breakfast,meal,eat,me,you,others,them,us,america,country,world,peace,dove,bird,animal,people,folk,song,sing,music,entertainment,art,portrait,person,dead,living,breathing,beating,heart,valentine,saint,catholic,protestant,farce,satire,fun,play,children,progeny,eternal,forever,yours,mine,possesion,demon,angel,yhwh,god,father,mother,earth,planet,sun,light,dark,shadow,ghost,death,life,air,breathe,gasp,shock,awe,beauty,ugly,mess,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,water,glass,window,smash,break,kitkat,chocolate,food,full,empty,alone,person,human,female,wife,husband,partner,friend,mate,bestie,family,together,united,infinity,all,everything,nothing,evolution,apes,tails,cat,kitten,cute,baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,water,soup,dish,spoon,eat,drink,beer,glass,wine,bottle,bank,cash,spend,money,coins,notes,write,pen,pencil,case,book,library,collection,cards,game,play,fun,happy,children,school,learn,classes,teacher,education,study,work,office,desk,chair,lift,ski,snow,board,surf,waves,ocean,sea,salt,pepper,season,spring,summer,autumn,winter,ice,frozen,water,drink,thirsty,dry,sore,pain,heal,medicine,pharmacy,doctor,hospital,operation,surgery,recovery,vehicle,garage,mechanic,expert,professional,person,people,family,love,share,trade,barter,exchange,stock,casserole,beef,wine,barrel,laughs,funny,comedy,comedian,jokes,pranks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,body,soul,eternal,forever,love,mate,aussie,south,north,pole,stripper,money,need,want,more,less,pay,work,hard,time,clock,grandfather,old,young,person,human,animal,cat,pet,dog,bite,food,eat,lunch,break,leg,arm,length,measure,cup,drink,water,life,death,bury,casket,funeral,cost,lives,many,few,dollars,earn,work,har,soft,feather,bird,cage,zoo,petting,animal,farm,cow,milk,baby,bottle,drink,booze,drunk,monkey,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,water,flow,pipe,plastic,toys,train,move,walk,shop,groceries,peppers,red,blood,dead,body,floor,carpet,grey,stone,hard,cold,windy,winter,snowy,white,christmas,december,year,month,day,tuesday,sport,exercise,sweaty,wet,rain,sky,space,planets,orbit,sun,star,galaxy,hole,doughnut,jam,toast,toaster,heat,oven,chips,salt,pepper,spices,turmeric,yellow,raincoat,dry,desert,sand,thirsty,water,drink,bottle,juice,strawberry,chop,meat,chicken,cluck,animal,cow,moo,field,grass,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,body,hand,wave,tide,sea,fish,ray,dolphin,whale,mammal,cat,dog,lead,follow,leader,team,sport,play,fun,happy,laugh,giggle,smile,mouth,teeth,molar,brush,clean,wipe,cloth,fabric,sew,knit,wool,jumper,warm,hot,cook,oven,cake,birthday,present,gift,give,take,takeaway,food,eat,chew,teeth,white,snow,cold,ice,icicle,point,direction,way,find,seek,hide,cover,bed,sleep,dream,nightmare,scared,fear,danger,risk,careful,cautious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
