ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144
2001,body,bones,muscles,heart,lungs,brain,blood,hands,fingers,toes,skull,eyes,mouth,nose,back,hip,knee,ankle,hair,skin,fingernails,toenails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,body,mind,brain,smart,professor,college,university,campu,students,school,academics,books,study,library,literature,story,newspaper,article,magazine,pages,advertisement,product,soap,clean,shower,water,lake,fishing,pole,flag,white,race,running,track,round,ball,game,win,lose,life,desth,funeral,sad,cry,baby,small,ant,insect,bug,lady,woman,young,child,boy,friend,best,great,horrible,bad,scared,haunted,ghost,halloween,cs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,water,swim,drown,float,surface,land,beach,shore,island,grass,streets,houses,home,bed,sleep,work,desk,chair,couch,table,meal,breakfast,lunch,dinner,snack,pet,feed,cat,dog,outside,tree,birds,branches,flowers,bushes,weeds,arroyo,concrete,car,drive,travel,,school,classes,books,lessons,mug,glasses,plates,walk,run,fly,airplane,airport,city,town,state,country,county,courthouse,capital,planet,sun,universe,galaxy,milkyway,candy,chocolate,licorice,soda,cola,icecream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,body,head,eyes,nerves,brain,muscles,exercise,run,shoes,factory,machines,workers,salary,money,budget,expenses,bills,payments,bank,account,saving,retirement,old,life,health,doctor,physician,nurse,hospital,disease,sick,medicine,drugs,expensive,debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,body,dead,family,sorrow,mourning,life,individual,society,world,humanity,bad,destruction,earthquake,cracks,ground,shatter,glass,trust,friends,lonely,depression,sorrow,diversion,thoughts,future,ambition,science,academic,knowledge,growth,plants,green,breathe,calm,meditate,peace,war,stress,stupid,co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,body,scar,lamb,lantern,barn,yatch,grow,growl,owl,foul,fowl,chicken,crawl,maul,pale,rail,pail,pill,rill,hill,meek,skunk,pink,punk,trunk,move,groove,school,pool,tool,toil,coil,bowl,confirm,crue,cue,vie,via,tie,boom,disaster,counter,soil,tunnel,kernel,contour,coconut,live,leaf,lively,redeem,discover,united,spur,ham,cheese,burger,,look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,body,hair,black,crow,fly,plane,airport,passengers,pilot,driver,truck,woods,climate,hot,ozone,hole,rays,health,cancer,death,funeral,garland,flower,rode,rose,love,marriage,family,children,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,body,woman,beauty,hair,long,brown,highlight,notes,pink,sunset,evening,beach,sand,vacation,relaxation,breeze,wind,woods,deer,mouse,rate,rat,owl,prey,predator,eagle,river,fish,fishing,branch,murky,water,deadly,shark,ocean,octopus,purple,flower,pretty,orchid,garden,vegetable,cucumber,tomato,pepper,green,grass,ant,insect,traveling,distance,trek,hiking,mountain,rocky,climbing,lion,savannah,hunting,reservoir,giraffe,africa,country,geographic,study,college,education,student,attention,boredom,drinking,whiskey,rum,coke,buzzed,wasted,trash,recycling,paper,newspaper,information,news,television,movie,horror,death,blood,vampire,sparlky,edward,scissor,cutting,crafts,painting,museum,exhibit,zoo,children,toddler,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,water,fish,algae,drink,cook,wash,shower,clean,rain,clouds,thirst,dry,wet,lake,river,shallow,pond,frog,tadpole,tap,athelete,tea,boil,flow,whale,ocean,plankton,squids,shark,boats,submerge,submarine,drown,swim,float,lifejacket,puddle,droplets,drench,ripples,clear,tasteless,vast,essential,cold,pour,liquid,ice,polarbear,melt,iceberge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,water,drink,human,healthy,exercise,strong,happy,adventerous,brave,excited,compassionate,improvement,desire,intention,intuition,imagination,grateful,appreciate,loved,species,dogs,loyal,quick,fast,running,tired,sleep,rest,calm,reading,book,favorite,story,fiction,tale,fairytale,folklore,real,myth,mystic,guru,watch,attention,seeing,hearing,smelling,tasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,water,ocean,fish,creatures,beings,alive,body,active,moving,will,intention,thought,dreams,want,desire,happiness,joy,intrinsic,you,inate,encoded,dna,cells,molecular,chemistry,elements,earth,nature,animals,beautiful,free,alive,be,still,present,now,past,future,story,life,born,death,cycle,circle,enclosed,protected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,body,human,man,woman,girl,boy,baby,elephant,animal,giraffe,goat,cow,ram,rat,rabbit,hare,simple,decision,making,quick,bedget,about,study,evaluate,target,difficult,individual,words,visit,sick,hospital,death,sorrow,tears,cries,pity,crime,murder,court,law,magistrate,lawyer,senate,government,president,governor,elite,rich,poor,average,social,distance,govern,technology,entertainment,citizen,crab,loyalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,body,skin,cells,blood,plasma,disease,germs,virus,vaccine,pandemic,biowar,doctors,nurse,coat,white,milk,cow,farm,bread,cream,ice,cool,temperature,hot,summer,juice,fruits,vegetables,health,flower,plant,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,water,ocean,surfing,board,long,time,quick,start,line,telephone,numbers,addition,math,class,school,kids,age,young,ice,cold,snow,winter,season,fall,down,stairs,wood,pallet,load,heavy,machine,sewing,fixing,house,living,animals,dog,cat,meow,bark,noise,music,bands,concert,people,sounds,hear,speak,talk,mouth,words,sentences,book,reading,glasses,sight,line,road,vehicle,passengers,friends,associations,bussiness,work,daily,paychec,amounts,money,cost,pay,forward,back,surgery,hel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,body,health,strength,strong,sports,popular,power,money,conquer,food,healthy,meat,fish,mutton,chicken,nutrition,proteins,vitamins,live,water,immune,increase,family,sharing,happiness,knowledge,mind,school,collge,college,friends,relationship,marriage,children,grandchildren,joint,family,spreading,help,invest,funding,sadness,clamness,dating,sex,partner,baby,neighour,population,add,growth,economy,currency,river,fishing,catching,selling,earning,building,owning,car,bike,luxury,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,water,house,life,needs,peoples,important,rent,car,apartment,life,family,feelings,work,cleaning,globalwarming,hot,melting,atlantic,fear,community,mojority,opinion,thought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,water,stream,ocean,sailing,boat,yacht,mansion,millionaire,wealth,income,paycheck,work,labor,slaves,unfairness,inequality,humanity,people,community,neighborhood,town,city,state,nation,president,congress,regulations,rules,strict,tough,strong,weak,sickness,disease,famine,hungry,tired,sleep,bed,sheets,laundry,washer,fridge,oven,stove,skillet,bacon,eggs,breakfast,meals,diet,exercise,hiking,mountains,scenery,beauty,gorgeous,handsome,masculine,men,women,feminism,rights,protest,recognition,awards,honorable,valuable,expensive,money,cash,banking,finance,career,college,students,teenagers,kids,playful,energy,sunlight,sky,air,space,astronaut,professional,expert,wisdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,body,mind,brain,thought,question,answer,sentence,word,syllable,vowel,letters,write,paper,pen,erase,mistake,regret,worry,concern,care,love,admire,idolize,celebrity,actor,actress,movie,film,comedy,tragedy,thriller,killer,murder,crime,witness,testimony,court,judge,lawyer,victim,pain,suffering,trauma,therapy,medicine,money,cash,card,library,books,reading,story,author,writer,editor,job,work,money,buy,shop,grocery,food,ingredients,tomato,onion,garlic,salt,pepper,seasoning,flavor,taste,tacky,leopard,cat,lion,panther,black,dark,night,moon,star,sky,sun,bright,blind,light,bulb,electricity,power,bill,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,water,lake,pond,river,stream,ocean,fish,sharks,whales,big,huge,enormous,elephants,trunks,suitcases,pack,trip,vacations,ships,trains,locamotives,engineers,steam,coal,fuel,tracks,caboose,end,back,start,beginning,onset,learn,school,class,classroom,students,teachers,principals,heads,high,low,medium,distances,miles,blocks,yards,inches,rulers,yardstick,measure,area,feet,room,hall,kitchen,den,garage,car,automobile,bicycle,scooter,motorbike,helmut,race,laps,timers,horses,cows,pigs,chickens,eggs,breakfast,lunch,dinnersupper,food,groceries,store,aisles,stock,deli,restaurants,meal,server,cook,occupation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,body,part,car,drive,vacation,relax,happy,peaceful,serenity,nature,calm,birds,life,stressful,unhappy,worried,scared,unsure,axiety,pain,worthless,unproductive,lazy,gross,disgusting,unhappy,sad,crying,hurt,weak,lonely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,water,dogs,tikaani,jasmine,boys,fish,fiftyfive,gallon,gourami,tetras,loach,catfish,pleco,rocks,pebbles,filter,heater,stand,office,computers,newlaptop,cleaned,good,feeling,sitting,leaning,enjoying,window,front,street,walking,sidewalk,tree,mailbox,driveway,neighborhood,park,street,food,truck,sunday,fantastic,sandals,injury,foot,blister,sun,sand,beach,seashell,georgia,jekyll,simon,island,coast,trip,sunny,empty,shopping,giftshops,mall,fan,shirts,hot,shot,glass,bourbon,moonshine,flavors,buttercake,caramel,icecream,drunk,awesome,best,mountains,cabin,amazing,new,places,timeshare,favoritebestpla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,water,sea,ocean,river,cool,hot,wet,dry,pot,fish,drink,mixing,thirsty,litre,brandy,whisky,clean,nature,godsgift,rain,bathdub,swimmingpool,fish,shark,live,dehydrate,colorless,tasteless,whale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,body,image,feeling,health,weight,hair,nails,face,skin,feet,beauty,worthiness,mentality,sad,pressure,insecurity,eyes,soul,mind,spirit,wanting,desire,improvement,etheral,beings,planes,skies,stars,clouds,sun,moon,night,dark,evening,sunset,sunrise,redo,regrowth,trees,grass,green,blue,white,light,warmth,air,fresh,lush,hills,lakes,rivers,monsoon,water,rain,storms,lightning,thunder,wind,destruction,aftermath,power,strength,tornado,hurricane,tsunami,flood,deaths,dying,harm,pain,people,panic,fear,anxiety,harm,stress,adrenaline,energy,rush,explosions,orange,yellow,synapses,firing,shooting,streaming,colorful,lines,shapes,triangles,squares,diamonds,hearts,rainbows,galaxies,nebulas,outterspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,water,plant,tree,garden,flowers,buds,fruits,vegetable,market,spinach,green,color,blind,spectacle,eye,doctor,hospital,nurse,tablets,syringe,medicine,syrups,babies,little,big,huge,tall,cute,pretty,handsome,beautiful,love,lust,girl,boy,romance,marriage,sex,children,family,parents,grandparents,heredity,genetic,biology,subject,school,teacher,bell,desk,chair,board,chalk,scale,pencil,pen,bag,pouch,eraser,principle,strict,prayer,assembly,song,devotional,church,sundays,beer,wine,alcohol,party,dance,fun,friends,hangout,tour,trip,car,bike,flight,bus,beach,hills,nature,scenery,landscape,desert,sand,camel,oasis,water,sun,moo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,water,drink,juice,milk,food,pastha,meal,burger,bun,cake,pastaries,chocolates,coffee,tea,bread,butter,cheese,cow,goat,hen,duck,turkey,cabbage,potato,tomato,sause,beef,pork,salmon,pot,plant,brick,truck,tv,radio,music,jazz,pop,jackson,david,helan,trump,usa,california,yellow,blue,red,pink,mouse,laptop,ink,pen,pencil,crayons,color,paint,brush,light,cot,bed,pillows,sheets,spread,peanutbutter,nutella,cornflakes,kid,childrens,camp,shoping,tree,grass,park,beach,suit,dress,skirt,coat,pant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,body,aches,head,migraine,pain,hurt,vision,blurry,glasses,sick,tired,sleep,awake,work,fast,slow,down,trees,flowers,grass,sun,stable,barn,horse,sheep,cow,goat,lamb,hay,foal,chicken,pig,piglet,grain,water,buckets,clean,manure,sprea,field,tractor,diesel,drive,cut,fields,haybine,baler,trailer,stack,bales,feed,animals,grow,sun,water,weather,spring,summer,fallwinter,snow,cold,white,christmas,trees,decorate,green,bulbs,lights,music,sound,hear,see,dark,decorations,pretty,kids,santa,elves,cookies,sugar,paper,wrap,presents,bows,smiles,children,early,fun,laugh,cook,dinner,stuffing,turkey,potatoes,dessert,milk,water,tea,coffee,fork,spoon,knife,buns,bake,butter,corn,beans,gravy,ladle,serve,sittable,eat,grace,family,napkins,dishes,dishwasher,hot,water,soap,clean,dry,cupboards,trash,garbage,lights,tr,,,,,,,,,,,,,,,,,
2112,body,mind,soul,music,instrument,doom,videogame,nintendo,switch,jobs,steve,name,person,mate,friend,family,uncle,adult,child,baby,carrot,food,fat,healthy,exercise,running,away,far,distance,home,comfort,pasta,sauce,red,color,sound,loud,pain,relief,rest,sleep,dreams,nightmares,fear,love,person,people,consumer,money,shopping,store,locker,posessions,junk,trash,smell,sick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,water,red,day,year,rope,egg,god,drum,made,escape,electronic,cat,top,pot,tip,pig,gun,nun,now,when,neck,kill,love,eat,track,keep,push,hack,kiss,switch,hand,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,body,person,arm,leg,foot,hand,head,eyes,mouth,nose,ears,face,bones,heart,lungs,kidneys,stomach,liver,pancreas,muscle,exercise,sports,running,weightlifting,fitness,health,diet,food,eating,drinking,disease,cancer,coronavirus,flu,cold,fever,cough,headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,water,wet,swim,fish,food,chicken,feather,turkey,sandwich,chips,chocolate,sweet,candy,bar,drink,thirsty,swallow,bird,tree,outside,grass,green,blue,devil,angel,halo,circle,square,shape,exercise,bike,path,road,park,car,drive,tire,rubber,material,cloth,shirt,coat,cold,hot,fire,wood,lumber,house,window,glass,beaker,flask,container,lid,hat,hair,fur,animal,bear,hunter,arrow,direction,location,map,route,google,search,answer,question,talking,discussion,friend,family,wife,husband,man,woman,kid,young,old,history,ancient,valuable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,water,rabbit,tears,super,rate,employee,evidence,era,aunty,you,use,eye,exit,timer,real,loss,sweet,temper,rather,ring,god,dog,glorry,young,good,doubt,tree,ever,rap,place,even,no,ok,kite,evergreen,name,elephant,thank,know,wonder,rounnd,doctor,race,extra,aunty,youyh,heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,water,drink,beverage,beer,whiskey,water,ice,mountain,snow,windy,drift,car,race,chase,dog,ball,bounce,kangaroo,downunder,island,isolated,alone,cold,wet,hair,long,short,spiked,grass,weeds,tall,tree,branch,nest,birds,fly,float,feather,fall,winter,discontent,sadness,happiness,joy,smile,teeth,dentist,doctor,trust,faith,religion,god,devil,evil,cri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,water,bottle,baby,boy,hair,brush,teeth,white,male,man,mankind,humans,earth,geography,book,school,teacher,salary,pension,retirement,home,house,room,bedroom,bathroom,sink,toilet,flush,drain,plumber,fix,handyman,trades,carpentry,wood,saw,tree,bark,dog,whistle,lifeguard,pool,chlorine,chemicals,chemist,scientist,laboratory,vaccine,medicine,doctor,hospital,emergency,telephone,wire,electrician,electricity,power,strength,workout,gym,trainer,muscles,training,running,shoes,sneakers,socks,feet,toes,toenails,clippers,hair,hairdresser,stylist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,water,bottle,wine,juice,sugar,fat,diabetes,obesity,heart,love,feelig,feelings,emotions,sex,penis,vagina,semen,pregnancy,child,condoms,contraception,lover,spouse,,husband,wife,kiss,smooch,squirt,religion,morals,bible,islam,jew,law,conscience,father,mother,aunt,brother,sister,sibling,house,home,apartment,marriage,wedding,business,money,contracts,achievements,awards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,water,boat,sea,sails,wood,sailor,whales,oars,boats,fresh,serene,river,rowing,dreaming,sun,love,fields,childhood,wishes,second,chances,again,home,old,school,friends,homework,dreams,sadness,life,world,car,drive,leave,new,chances,away,again,love,regret,growth,parents,endless,same,only,please,again,leaving,cave,seeing,truth,older,regret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,water,fall,up,down,leaves,trees,ground,forest,plants,animals,lunch,food,fast,driving,road,parking,lot,order,lines,paying,food,hamburger,fries,coke,trash,weight,bin,door,car,road,traffic,construction,cone,truck,cement,barrier,noise,people,walking,sidewalk,street,flowers,bees,fly,swater,insect,web,trap,bug,birds,song,rail,song,click,clack,tappet,clearance,valve,feeler,gauge,clearance,adjust,oil,clean,disposal,clean,test,leak,fix,tighten,ride,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,water,water,liquid,mercury,run,fast,team,macth,alaignement,dream,missile,rocket,game,kabadi,cricket,chess,oil,dosa,food,uniform,school,office,gym,river,sea,watch,wrist,punch,love,sector,decent,amazing,fatastic,fabulous,inorder,order,kilometer,truth,beside,humble,downtoearth,dazzling,polite,politics,members,gear,bus,taxi,finale,jump,catch,throw,comp,hair,transaplant,trim,beard,fucntion,cultural,river,app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,water,bender,avatar,last,air,conditioner,hair,job,money,evil,demon,clover,five,guys,burgers,fries,potatoes,tots,toys,dinosaur,prehistoric,triassic,walking,forest,gump,gumbo,war,battle,fire,emblem,three,vampire,blood,cannibal,succubus,suck,blow,eat,food,pizza,turtles,sewer,gross,slude,poop,toilet,meme,stingey,frugal,coin,metal,brass,bronze,rome,collapse,old,time,theater,movies,films,reel,fish,whale,japanese,culture,war,cold,soviet,union,abolished,slavery,ended,dead,skeleton,archer,warrior,troops,napoleon,war,horse,donkey,cow,farm,harvest,moon,walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
