ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
2079,water,ocean,lake,river,fish,trout,swim,summer,sun,flowers,pink,colorful,peacock,bird,bluejay,cardinal,red,rose,love,pearl,jewel,diamond,april,month,january,winter,snow,cold,sledding,warmth,blankets,fire,relaxation,nap,refreshed,awake,energetic,eager,excited,run,street,mailbox,letters,notes,class,school,pharmacy,medication,drugs,health,treatment,doctor,nurse,work,commute,patience,car,white,drive,travel,vacation,enjoyment,family,trust,dog,pupp,boston,harbor,boats,fishing,dolphin,seaturtle,aquarium,attraction,rollercoaster,churro,sweet,candy,sour,chicken,grease,pizz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2080,body,nose,mouth,teeth,buttocks,feet,toes,fingers,hair,skin,nipples,boobs,eyes,ears,nostrils,lips,skincare,fingernails,tongue,odour,clothes,hairline,legs,elbows,knuckles,stomach,liver,bones,intestines,hips,heart,blood,veins,valves,lungs,tonsils,spleen,apendix,rectum,molars,eyebrows,lashes,eyeballs,pupuils, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2081,body,human,male,strength,motivation,focused,attentive,studying,school,learning,education,improvement,opportunity,growth,bigger,larger,new,exciting,loving,caring,watching,loving,boldness,trust,cowardice,bravery,discovery,searching,finding,newness,clumsy,expertise,practice,improvement,lost,confused,unhappy,distraught,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2082,body,mind,soul,spirit,universe,consciousness,one,whole,connected,living,eternal,experience,live,memory,think,feel,emotion,compassion,others,self,ego,shef,shed,physical,fleeting,moment,time,relative,perspective,angle,multifaceted,dimensional,dynamic,change,grow,evolve,rise,energy,collect,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2084,water,fluid,vapor,gas,oxygen,air,motion,energy,power,meter,lenght,land,topography,school,book,money,life,living,doubt,logic,history,fame,live,life,endure,participate,grace,god,human,spirit,motor,transport,education,vaporize,enigma,feel,gift,goal,value,regard,honest,honesty,disintegrate,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2085,water,blue,sky,rain,river,sea,ship,sail,captain,command,army,gun,bullet,war,missile,blast,fire,burn,paper,write,ink,letter,love,marriage,trip,foreign,currency,exchange,value,barter,ancient,pearl,harbor,dock,anchor,stop,signal,travel,police,fine,speed,vehicle,license,insurance,death,hospital,medical,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2089,body,part,hair,frizzy,bear,hug,arms,long,time,short,people,peaceful,water,hydrate,glass,full,stomach,hungry,food,cheese,rat,creature,darkness,night,evening,sunset,colorful,shades,window,panes,window,look,eyes,green,grass,blades,knife,steak,food,eat,fruit,apple,red,cup,drink,alcohol,ingrediant,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2090,water,sea,fish,food,health,strength,strong,live,family,sharing,healthy,nutrition,sports,champion,popular,reward,power,money,conquer,rule,people,news,knowledge,mind,wealth,help,world,tour,know,spend,time,happiness,increase,live,nature,growth,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2092,body,human,health,water,vegetable,fruits,exercise,goodhabits,attitute,honest,man,woman,happy,sad,life,parents,family,house,rent,own,car,job,company,branches,time,breakfast,lunch,dinner,friends,meeting,enjoyment,approches,peoples,character,guilty,happy,spouse,comedy,laugh,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2093,body,head,crown,hat,scarf,coat,sweater,shirt,pants,legs,arms,fingers,typing,computer,electronics,digital,media,entertainment,fun,adventure,vacation,travel,airplane,car,gasoline,flammable,danger,fear,anxiety,mental,psychiatrist,medication,healthcare,necessity,income,jobs,career,education,teachers,adults,children,babies,pregnancy,mother,father,men,humans,chimpanzees,wildlife,jungle,trees,greenery,earth,planets,space,science,knowledge,learning,books,articles,newspaper,print,printer,scanner,photos,camera,lens,eyes,sight,sensory,awareness,presence,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2094,water,drink,thirsty,juice,liquid,gas,air,oxygen,breathe,lung,exhale,air,cool,warm,hot,temperature,degrees,celcius,oven,bake,cake,muffin,cookies,brownies,chocolate,sugar,sweet,taste,savory,salty,umami,asian,japan,fish,tempura,fried,oil,gas,car,vehicle,truck,van,drive,road,vacation,travel,map,location,direction,instruction,guide,tourist,souvenir,item,shopping,buy,sell,money,cash,coins,dime,nickel,quarter,penny,copper,metal,iron,titanium,silver,gold,platinum,reward,work,effort,determination,focus,study,school,class,teacher,desk,chalkboard,chalk,pen,paper,eraser,pencil,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2095,body,part,sum,addition,total,all,everyone,people,humans,men,women,children,toys,games,school,classrooms,desks,chairs,teachers,blackboards,chalk,squeak,oil,lubricant,grease,engines,speed,jets,airplanes,rockets,launch,space,spaceships,aliens,planets,moons,atmosphere,air,oxygen,breathe,mouth,lungs,heart,liver,arms,legs,hips,hippos,elephants,giraffes,zebras,donkeys,horses,cows,pastures,farms,crops,farmers,barns,house,garage,automobile,truck,train,plane,airport,travelers,passpor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2097,water,bottle,soda,strea,river,raft,boat,lifejacket,saftey,standards,caution,careful,consideration,thinking,smart,iteligent,brilliant,educated,school,reading,book,guide,help,thankful,better,humble,grateful,appreciative,happy,carefree,content,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2098,body,hand,foot,toe,ring,finger,bang,gun,bullet,case,safe,documents,safety,room,house,door,handle,porch,deck,flowerpot,flowers,sidewalk,tree,mailbox,mail,letter,document,work,legal,client,problems,late,car,trouble,court,jury,duty,military,young,carefree,learning,world,stars,space,spaceship,sattellite,gps,amazed,love,hold,sleep,breeze,lost,thoughts,thinking,overwhelming,medicine,sleep,comfortable,cpap,fan,cool,fall,m, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2099,body,shop,flesh,human,soul,man,women,cat,dog,goat,peace,energy,cover,skin,bone,blood,hair,color,white,dark,kind,humble,home,gods,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2100,water,fountain,cool,energy,fire,elements,rock,tree,dirt,growth,grounded,worms,insects,life,regrowth,weather,rain,clouds,wind,mountains,snow,glacier,forest,flowers,yellow,purple,white,marmots,squirrels,bears,shade,sun,warmth,breeze,smell,fresh,air,breathe,inhale,spiritual,lifeforce,revitalize,rejuvinate,reborn,renaissance,new,original,thoughts,ideas,concepts,abstractions,colors,paint,streaks,brushes,strokes,bubbles,dots,lines,space,deminsion,angles,shapes,blobs,orbs,splatter,spots,stars,sheer,mixing,overlay,intertwine,intermingling,interconnections,together,family,friends,love,health,vitality,friendship,relationships,romance,hearts,minds,soul,beings,existance,airplane,time,reading,knowing,feeling,intutition,brain,body,lungs,blood,liver,feet,stomach,interworking,system,, , , , , , , , , , , , , , , , , ,
2105,body,yield,dog,gang,gargle,eagle,egg,goat,tea,awesome,expand,drum,mug,gem,mud,dust,triangle,easy,yolk,king,girl,love,entertain,norm,made,east,teak,kite,exhale,elephant,time,elk,kingfisher,road,dirt,trouble,enlarge,escape,england,dinner,red,dump,pump,pipe,equal,lust,trust,trunk,kingkong,gang,giggle,enroll,live,explant,tiny,yellow,wing,green,nerd,dub,bird,dot,tusk,knot,tip,pixel,large,exaggerate,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2107,body,eye,ears,nose,skin,fingers,head,hair,shoulders,chest,elbow,wrist,hip,knee,ankle,legs,toes,bones,flesh,musles,heart,lungs,stomach,liver,spleen,kidney,pankreas,glands,nerves,jump,jam,blood,car,bus,cyclr,cycle,train,plane,ship,argo,sky,television,water,bed,coat,light,color,red,blue,green,yellow,safron,neon,ranger,boxer,carom,cannon,fight,cloth,panthug,smile,note,book,chair,table,sit,stand,walk,run,jog,write,read,workcompant,covid,injection,medicne,tabl, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2109,water,ocean,waves,sand,beach,sharks,crabs,turtlesswimming,hatching,eggs,nest,night,day,whales,dolphins,saltwater,surfing,boats,anchors,fish,fishing,people,garbage,pollution,lazy,hurtful,rules,laws,punishment,court,fees,fines,attorney,judge,jail,sentence,parole,city,job,apartment,car,clothes,parkinggarage,money,vacation,beach,sand,waves,ocean,sunshine,air,hot,cold,ice,melts,sunburn,sleep,awake,breakfast,lunch,dinner,snacks,soda,milkshake,icecream,pop,coffee,cream,sugar,tea,icedtea,sweettea,icecubes,microwave,oven,toaster,refrigerator,stove,cook,bake,food,meatloaf,chicken,beef,tacos,lettuce,tomat, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2112,water,wet,dry,sun,shine,reflect,mirror,self,control,center,middle,child,care,giver,take,hold,still,born,yesterday,today,present,christmas,holiday,vacation,vegas,gamble,risk,reward,center,position,first,last,place,home,house,building,large,small,person,human,mammal,rat,pest,bug,invasion,british,island,sea,boat,travel,foreign,launguage,english,tea,drink,thirsty,water,tonic,cure,doctor,hospital,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2113,body,yes,send,drum,man,north,head,duck,keep,put,top,poor,rent,ten,nest,teeth,hit,trend,dull,love,earth,happy,year,red,doll,look,kiss,sell,last,taste,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2114,water,drink,thirsty,cup,bottle,hydration,refreshing,liquid,hydrogen,dioxide,dihydrogen,monoxide,actually,river,ocean,sea,lake,pond,rain,fish,algae,waves,currents,boats,swimming,surfing,beach,vacation,sailing,pool,drowning,island,fishing,storm,hurricane,flood,tides,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2116,body,mind,smart,car,van,shoe,loafer,lazy,calm,relaxed,sleep,sheep,cow,milk,cream,sugar,sweet,candy,licorice,rope,string,twine,thread,sewing,needle,syringe,liquid,water,ocean,swim,shark,whale,dolphin,flipper,tail,cat,dog,dane,german,europe,germany,beer,cold,drink,ice,soda,can,paint,color,green,leaf,caterpillar,butterfly,fly,bird,robin,red,cardinal,baseball,phillies,philadelphia,bell,ringing,phone,call,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2117,body,body,butterfly,boat,ball,be,bullet,blue,box,blanket,blind,because,before,behind,better,after,another,race,elephant,tears,sad,dear,range,eye,empower,umberela,aunty,yellow,wonder,rare,engagement,ten,nose,earlier,rose,empty,your,right,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2121,body,head,beer,glass,eye,face,clock,tower,radio,program,remote,voice,sing,choir,highschool,graduation,college,exam,pass,fail,sad,happy,people,man,woman,child,house,table,chair,floor,walls,windows,curtains,sunlight,daytime,nighttime,moon,space,infinity,expanding,contracting,smaller,larger,immense,wide,open,closed,book,read,smart,nerd,glasses,bowtie,successful,leader,powerful,wealthy,gold,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2122,body,soap,dispenser,garbage,can,food,banana,monkey,zoo,lion,cub,chicago,city,usa,country,france,king,queen,royalty,scepter,staff,wood,carpentry,skill,baseball,sports,football,tackle,bait,fishing,fisherman,boat,water,river,ocean,dolphin,mammal,giraffe,neck,body,bones,skeleton,museum,curator,exhibit,history,book,library,librarian,worker,trade,plumber,pipe,glue, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2123,body,soul,mind,spirit,human,god,heaven,earth,planets,sea,oceans,rivers,springs,birds,day,night,ight,darkness,life,death,purpose,achievement,lifespan,old,young,labour,pain,suffering,joy,laughter,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2124,body,mind,hand,feet,nose,eyes,ears,leg,arm,chest,thigh,feet,nec,hips,heart,lungs,stomach,veins,kidney,hair,head,shoulder,toes,fingers,point,look,think,speak,analyze,data,population,propaganda,manipulation,corruption,new,world,war,sadness,death,end,begin,try,build,unity,confront,neighbors,people,last,firs,hate,love,tolerance,peace,voice,protest,change,power,privelege,cry,pain,hard,long,desperate,time,forever,please,lost,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2125,body,bag,lady,dog,bowl,game,fit,lunge,step,walk,run,around,circle,round,curve,box,square,pentagon,cube,high,low,fall,summer,winter,spring,bounce,laundry,clothes,washing,machine,broken,rocks,break,dust,dirt,soil,plants,animals,trees,squirrle,nuts,leaves,birds,cat,feader,animal,falcon,sprinkler,lawn,road,sidewalk,flowers,windw,window,screen,flour,bread,bake,oven,pots,pans,counter,spoon,glass,dishes,plates,cup,fork,knife,rabbit,frog,tigger,honey,stick,branch,block,plas, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2126,body,body,head,nose,ear,eyes,mouth,neck,chest,stomach,leg,knee,feet,fingers,nail,knee,human,male,female,transgender,beauty,actor,actress,acting,shooting,drama,film,theater,audience,claps,fruits,apple,mango,banana,vegetables,ladiesfinger,tomato,pottato,brinjal,feelings,hurt,laugh,love,animals,lion,tiger,hyna,monkey,rabbit,dear,dog,cat,pets,snake,boost,energy,stamina,article,perfect,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2130,body,boobs,butt,anal,sex,blowjob,mouth,piercin,metal,iron,anime,internet,porn,twins,sex,bed,sleep,dream,nightmare,halloween,movie,disney,greedy,rich,oppressor,bourgeois,capitalism,communism,good,hero,save,game,mario,moustache,moose,animal,horns,band,drums,sticks,plank,cartoon,hentai,semen,face,tongue,lick,yogurt,tube,test,school,study,japanese,boxing,win,race,speed,old,boomer,brainwashed,slave,shudder,scary,horror,zombie,brains,learn,school,college,friends,none,nothingness,space,galaxy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
